Chromosome	Source	Type	Start	Stop	Score	Strand	Phase	Name	GeneID	BioType	Function	Chr	length	TPM_SRR6344892	TPM_SRR6344893	TPM_SRR6344900	Mmean	log_2
chr2	EviAnn	gene	292835250	292863788	.	+	.	LOC_00013436	geneID=LOC_00013436	protein_coding	Hdhd5:_Haloacid_dehalogenase-like_hydrolase_domain-containing_5_(Mus_musculus)	chr2	2612	2.104770978	1.1025949024	1.4755513476	1.5609724094	0.6424450375
chr2	EviAnn	gene	292880482	292898702	.	-	.	LOC_00013437	geneID=LOC_00013437	protein_coding	Rab43:_Ras-related_protein_Rab-43_(Rattus_norvegicus)	chr2	9362	39.1913231782	28.1732508705	26.3474650373	31.237346362	4.9651999955
chr2	EviAnn	gene	292950851	292964802	.	-	.	LOC_00013438	geneID=LOC_00013438	protein_coding	Gp9:_Platelet_glycoprotein_IX_(Mus_musculus)	chr2	8292	320.8958403972	235.8882031287	216.863442076	257.8824952006	8.0105700376
chr2	EviAnn	gene	292969880	292976137	.	-	.	LOC_00013439	geneID=LOC_00013439	protein_coding	Gp9:_Platelet_glycoprotein_IX_(Mus_musculus)	chr2	2143	179.6898527269	97.3207645906	53.825901949	110.2788397555	6.7850121837
chr2	EviAnn	gene	292972762	292972821	.	-	.	LOC_00013440	geneID=LOC_00013440	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	293037856	293152128	.	-	.	LOC_00013441	geneID=LOC_00013441	protein_coding	EFCC1:_EF-hand_and_coiled-coil_domain-containing_protein_1_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	293083217	293083399	.	+	.	LOC_00013442	geneID=LOC_00013442	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	293182423	293265824	.	+	.	LOC_00013443	geneID=LOC_00013443	protein_coding	Uncharacterized_protein_FLJ43738_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	293269700	293300622	.	-	.	LOC_00013444	geneID=LOC_00013444	protein_coding	Acad9:_Complex_I_assembly_factor_ACAD9,_mitochondrial_(Mus_musculus)	chr2	12833	16.9870055009	9.2947155051	13.0214683841	13.1010631301	3.7116119838
chr2	EviAnn	gene	293273460	293300437	.	-	.	LOC_00013445	geneID=LOC_00013445	protein_coding	function_unknown	chr2	24431	12.3276269835	6.2575754603	8.248392171	8.9445315383	3.1610059244
chr2	EviAnn	gene	293304546	293309650	.	+	.	XLOC_007475U_lncRNA	geneID=XLOC_007475U_lncRNA	lncRNA	function_unknown	chr2	1818	6.8369066178	1.7161584391	5.7542560333	4.7691070301	2.2537191606
chr2	EviAnn	gene	293310035	293398086	.	-	.	LOC_00013446	geneID=LOC_00013446	protein_coding	IQSEC1:_IQ_motif_and_SEC7_domain-containing_protein_1_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	293588817	293885690	.	-	.	LOC_00013447	geneID=LOC_00013447	protein_coding	IQSEC2:_IQ_motif_and_SEC7_domain-containing_protein_2_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	293984462	294122067	.	-	.	LOC_00013448	geneID=LOC_00013448	protein_coding	Nup210:_Nuclear_pore_membrane_glycoprotein_210_(Rattus_norvegicus)	chr2	9216	63.7254445448	22.5258686946	41.4616388155	42.5709840183	5.4117985329
chr2	EviAnn	gene	294132308	294134457	.	+	.	XLOC_007479U_lncRNA	geneID=XLOC_007479U_lncRNA	lncRNA	function_unknown	chr2	802	7.1529807584	1.1969982898	8.5815374955	5.6438388479	2.4966767943
chr2	EviAnn	gene	294288122	294288280	.	+	.	LOC_00013449	geneID=LOC_00013449	protein_coding	Lrmda:_Leucine-rich_melanocyte_differentiation-associated_protein_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	294364311	294511365	.	+	.	LOC_00013450	geneID=LOC_00013450	protein_coding	Fbln2:_Fibulin-2_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	294862246	294957047	.	-	.	LOC_00013451	geneID=LOC_00013451	protein_coding	WNT7A:_Protein_Wnt-7a_(Pongo_pygmaeus)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	294979200	295002810	.	+	.	LOC_00013452	geneID=LOC_00013452	protein_coding	FBXW12:_F-box/WD_repeat-containing_protein_12_(Homo_sapiens)	chr2	1933	31.5325076501	18.0029657419	21.7900908417	23.7751880779	4.5713848487
chr2	EviAnn	gene	295005898	295010765	.	-	.	XLOC_009243U_lncRNA	geneID=XLOC_009243U_lncRNA	lncRNA	function_unknown	chr2	3419	70.960574812	50.4003149447	52.820706111	58.0605319559	5.859485885
chr2	EviAnn	gene	295023701	295034136	.	-	.	LOC_00013453	geneID=LOC_00013453	protein_coding	TRIM54:_Tripartite_motif-containing_protein_54_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	295037235	295096445	.	-	.	LOC_00013454	geneID=LOC_00013454	protein_coding	PTPDC1:_Protein_tyrosine_phosphatase_domain-containing_protein_1_(Homo_sapiens)	chr2	3409	1.9632753485	0.3520066839	1.3728446138	1.2293755487	0.2979256965
chr2	EviAnn	gene	295143898	295157909	.	+	.	LOC_00013455	geneID=LOC_00013455	protein_coding	BARX1B:_Homeobox_protein_BarH-like_1b_(Gallus_gallus)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	295557118	295727272	.	-	.	LOC_00013456	geneID=LOC_00013456	protein_coding	Phf2:_Lysine-specific_demethylase_PHF2_(Mus_musculus)	chr2	11222	59.0649429163	46.2373922335	47.2972869066	50.8665406855	5.6686450781
chr2	EviAnn	gene	295680931	295727201	.	-	.	LOC_00013458	geneID=LOC_00013458	protein_coding	function_unknown	chr2	46271	57.3512015163	32.6560566464	48.1742229034	46.0604936887	5.5254579693
chr2	EviAnn	gene	295695566	295738719	.	+	.	LOC_00013457	geneID=LOC_00013457	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	295777126	295863645	.	-	.	LOC_00013459	geneID=LOC_00013459	protein_coding	FAM120A:_Constitutive_coactivator_of_PPAR-gamma-like_protein_1_(Bos_taurus)	chr2	18396	74.6347725593	41.734839343	49.6837247163	55.3511122062	5.7905404012
chr2	EviAnn	gene	295925857	296073377	.	-	.	LOC_00013460	geneID=LOC_00013460	protein_coding	Wnk2:_Serine/threonine-protein_kinase_WNK2_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	296200553	296252048	.	+	.	LOC_00013461	geneID=LOC_00013461	protein_coding	NINJ1:_Ninjurin-1_(Homo_sapiens)	chr2	18886	6.4041384878	3.545456202	1.8658187295	3.9384711398	1.977635704
chr2	EviAnn	gene	296240445	296252048	.	+	.	LOC_00013462	geneID=LOC_00013462	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	296263414	296312631	.	-	.	LOC_00013463	geneID=LOC_00013463	protein_coding	CARD19:_Caspase_recruitment_domain-containing_protein_19_(Bos_taurus)	chr2	26989	23.3369453718	12.9385052642	13.8315980656	16.7023495672	4.0619791599
chr2	EviAnn	gene	296318328	296380359	.	-	.	LOC_00013464	geneID=LOC_00013464	protein_coding	SUSD3:_Sushi_domain-containing_protein_3_(Homo_sapiens)	chr2	2085	10.7763571826	11.2804889187	10.6949417512	10.9172626175	3.4485392567
chr2	EviAnn	gene	296473095	296543832	.	-	.	LOC_00013465	geneID=LOC_00013465	protein_coding	FGD3:_FYVE,_RhoGEF_and_PH_domain-containing_protein_3_(Homo_sapiens)	chr2	4653	50.6517023094	36.8275702058	29.2276138171	38.9022954441	5.2817833794
chr2	EviAnn	gene	296649495	296779474	.	-	.	LOC_00013466	geneID=LOC_00013466	protein_coding	BICD2:_Protein_bicaudal_D_homolog_2_(Homo_sapiens)	chr2	8298	16.476796643	8.3874988622	8.8248568667	11.2297174573	3.4892497245
chr2	EviAnn	gene	296835132	296853109	.	+	.	XLOC_007490U_lncRNA	geneID=XLOC_007490U_lncRNA	lncRNA	function_unknown	chr2	2323	7.3056577405	2.1695916053	8.0585919734	5.844613773	2.5471076909
chr2	EviAnn	gene	296866022	296885733	.	+	.	LOC_00013467	geneID=LOC_00013467	protein_coding	TMEM40:_Transmembrane_protein_40_(Homo_sapiens)	chr2	1238	5.7922966158	5.8157873287	4.8921695499	5.5000844981	2.459453783
chr2	EviAnn	gene	296881294	296929828	.	-	.	LOC_00013468	geneID=LOC_00013468	protein_coding	Tkt:_Transketolase_(Mus_musculus)	chr2	4413	79.0804463106	64.0647697849	60.4490268405	67.8647476453	6.0845904557
chr2	EviAnn	gene	296930955	296984142	.	-	.	LOC_00013469	geneID=LOC_00013469	protein_coding	DCP1A:_mRNA-decapping_enzyme_1A_(Homo_sapiens)	chr2	15331	42.7199034554	34.4084501533	40.7798960672	39.302749892	5.2965583518
chr2	EviAnn	gene	297073275	297373774	.	+	.	LOC_00013470	geneID=LOC_00013470	protein_coding	CACNA1D:_Voltage-dependent_L-type_calcium_channel_subunit_alpha-1D_(Gallus_gallus)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	297381317	297404138	.	-	.	LOC_00013471	geneID=LOC_00013471	protein_coding	Chdh:_Choline_dehydrogenase,_mitochondrial_(Mus_musculus)	chr2	5717	8.4038452876	7.0525958356	24.6066318662	13.3543576632	3.7392386797
chr2	EviAnn	gene	297416585	297446450	.	+	.	LOC_00013472	geneID=LOC_00013472	protein_coding	IL17RB:_Interleukin-17_receptor_B_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	297441988	297490522	.	-	.	LOC_00013473	geneID=LOC_00013473	protein_coding	ACTR8:_Actin-related_protein_8_(Ailuropoda_melanoleuca)	chr2	10469	35.6865004544	16.4598984426	23.8507231474	25.3323740148	4.6629103799
chr2	EviAnn	gene	297457456	297481400	.	-	.	LOC_00013474	geneID=LOC_00013474	protein_coding	function_unknown	chr2	7177	6.0281744511	2.1067136543	4.9865464639	4.3738115231	2.1288910529
chr2	EviAnn	gene	297461758	297490829	.	-	.	LOC_00013475	geneID=LOC_00013475	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	297484406	297490393	.	-	.	LOC_00013476	geneID=LOC_00013476	protein_coding	SELENOK:_Selenoprotein_K_(Macaca_fascicularis)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	297493766	297522346	.	-	.	LOC_00013477	geneID=LOC_00013477	protein_coding	Parapinopsin_(Ictalurus_punctatus)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	297668796	298489858	.	+	.	LOC_00013478	geneID=LOC_00013478	protein_coding	Cacna2d3:_Voltage-dependent_calcium_channel_subunit_alpha-2/delta-3_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	298368173	298380717	.	-	.	LOC_00013479	geneID=LOC_00013479	protein_coding	LRTM1:_Leucine-rich_repeat_and_transmembrane_domain-containing_protein_1_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	298830428	298847832	.	-	.	LOC_00013480	geneID=LOC_00013480	protein_coding	Wnt5a:_Protein_Wnt-5a_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	298848185	298858407	.	+	.	LOC_00013481	geneID=LOC_00013481	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	299028922	299863059	.	-	.	LOC_00013482	geneID=LOC_00013482	protein_coding	ERC2:_ERC_protein_2_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	299941484	300000265	.	+	.	LOC_00013483	geneID=LOC_00013483	protein_coding	CCDC66:_Coiled-coil_domain-containing_protein_66_(Canis_lupus_familiaris)	chr2	5463	93.4588066217	49.2033563883	53.1643762791	65.2755130964	6.0284699877
chr2	EviAnn	gene	299988034	300058273	.	-	.	LOC_00013484	geneID=LOC_00013484	protein_coding	TASOR:_Protein_TASOR_(Homo_sapiens)	chr2	6084	257.7299071863	190.0577121787	178.7793229789	208.855647448	7.7063623442
chr2	EviAnn	gene	300071444	300300461	.	-	.	LOC_00013485	geneID=LOC_00013485	protein_coding	Arhgef3:_Rho_guanine_nucleotide_exchange_factor_3_(Gallus_gallus)	chr2	4586	10.2157958222	6.8032621942	5.5827523388	7.5339367851	2.9134039281
chr2	EviAnn	gene	300221925	300222005	.	-	.	LOC_00013486	geneID=LOC_00013486	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	300318183	300389900	.	-	.	LOC_00013487	geneID=LOC_00013487	protein_coding	IL17RD:_Interleukin-17_receptor_D_(Gallus_gallus)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	300413175	300416994	.	-	.	LOC_00013488	geneID=LOC_00013488	protein_coding	Homeobox_protein_ANF-1_(Gallus_gallus)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	300429814	300478525	.	+	.	LOC_00013489	geneID=LOC_00013489	protein_coding	APPL1:_DCC-interacting_protein_13-alpha_(Homo_sapiens)	chr2	13394	92.5669888803	57.016136769	68.155936762	72.5796874704	6.1814939394
chr2	EviAnn	gene	300475406	300504525	.	-	.	LOC_00013490	geneID=LOC_00013490	protein_coding	Asb14:_Ankyrin_repeat_and_SOCS_box_protein_14_(Rattus_norvegicus)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	300507294	300683292	.	-	.	LOC_00013491	geneID=LOC_00013491	protein_coding	DNAH7:_Dynein_axonemal_heavy_chain_7_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	300688971	300695935	.	+	.	LOC_00013492	geneID=LOC_00013492	protein_coding	PDE12:_2',5'-phosphodiesterase_12_(Bos_taurus)	chr2	3314	22.1429793358	20.9292297529	23.9243114612	22.3321735166	4.4810517656
chr2	EviAnn	gene	300707926	300781132	.	-	.	LOC_00013493	geneID=LOC_00013493	protein_coding	ARF4:_ADP-ribosylation_factor_4_(Bos_taurus)	chr2	3486	146.4616926489	157.3826124855	130.7773141277	144.8738730874	7.1786536289
chr2	EviAnn	gene	300729470	300781245	.	-	.	LOC_00013494	geneID=LOC_00013494	protein_coding	DENND6A:_Protein_DENND6A_(Homo_sapiens)	chr2	10253	18.0209930803	11.259057209	12.7538738278	14.011308039	3.8085197411
chr2	EviAnn	gene	300731693	300781099	.	-	.	LOC_00013495	geneID=LOC_00013495	protein_coding	function_unknown	chr2	21778	27.8233970645	14.6568807484	18.3168106538	20.2656961556	4.3409678298
chr2	EviAnn	gene	300799228	300947363	.	+	.	LOC_00013496	geneID=LOC_00013496	protein_coding	SLMAP:_Sarcolemmal_membrane-associated_protein_(Homo_sapiens)	chr2	38260	28.6322234648	17.3192606311	22.2841310425	22.7452050461	4.5074905353
chr2	EviAnn	gene	300799267	300946788	.	+	.	LOC_00013497	geneID=LOC_00013497	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	300874671	300947363	.	+	.	LOC_00013498	geneID=LOC_00013498	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	300884814	300947363	.	+	.	LOC_00013499	geneID=LOC_00013499	protein_coding	function_unknown	chr2	12923	6.2332814926	4.4942779554	5.5813262701	5.4362952394	2.4426238095
chr2	EviAnn	gene	300999883	300999966	.	-	.	LOC_00013500	geneID=LOC_00013500	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	301026678	301130594	.	+	.	LOC_00013501	geneID=LOC_00013501	protein_coding	FLNB:_Filamin-B_(Homo_sapiens)	chr2	9513	232.9481510312	155.9874493149	273.8487780285	220.9281261249	7.7874332881
chr2	EviAnn	gene	301132917	301136289	.	+	.	LOC_00013502	geneID=LOC_00013502	protein_coding	Spmip1:_Protein_SPMIP1_(Mus_musculus)	chr2	1515	3.1554953621	4.9108533795	1.8171334842	3.2944940753	1.7200569323
chr2	EviAnn	gene	301159061	301179968	.	-	.	LOC_00013503	geneID=LOC_00013503	protein_coding	Dnase1l3:_Deoxyribonuclease_gamma_(Rattus_norvegicus)	chr2	2460	2.2348218677	4.9755715496	6.1549856736	4.4551263636	2.1554663524
chr2	EviAnn	gene	301211158	301213350	.	-	.	XLOC_009266U_lncRNA	geneID=XLOC_009266U_lncRNA	lncRNA	function_unknown	chr2	887	3.7727202159	1.3528644707	0.6207344371	1.9154397079	0.9376756149
chr2	EviAnn	gene	301213422	301255283	.	+	.	LOC_00013504	geneID=LOC_00013504	protein_coding	Abhd6:_Monoacylglycerol_lipase_ABHD6_(Rattus_norvegicus)	chr2	4298	13.2361210179	11.1120598563	12.1698900285	12.1726903009	3.6055761499
chr2	EviAnn	gene	301394206	301428448	.	+	.	LOC_00013505	geneID=LOC_00013505	protein_coding	IP6K2:_Inositol_hexakisphosphate_kinase_2_(Oryctolagus_cuniculus)	chr2	7690	68.9733223393	167.9050825987	159.1273716638	132.0019255339	7.0444151643
chr2	EviAnn	gene	301557131	301605966	.	-	.	LOC_00013507	geneID=LOC_00013507	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	301557148	301698362	.	+	.	LOC_00013506	geneID=LOC_00013506	protein_coding	Nckipsd:_NCK-interacting_protein_with_SH3_domain_(Mus_musculus)	chr2	20075	87.8125631815	70.4871299749	73.0922143373	77.1306358312	6.2692320988
chr2	EviAnn	gene	301703142	301707360	.	+	.	LOC_00013508	geneID=LOC_00013508	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	301729442	301867859	.	+	.	LOC_00013509	geneID=LOC_00013509	protein_coding	Celsr3:_Cadherin_EGF_LAG_seven-pass_G-type_receptor_3_(Rattus_norvegicus)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	301931076	301955262	.	+	.	LOC_00013510	geneID=LOC_00013510	protein_coding	UQCRC1:_Cytochrome_b-c1_complex_subunit_1,_mitochondrial_(Bos_taurus)	chr2	2613	43.9088447627	36.3717069309	40.4567767228	40.2457761388	5.3307654728
chr2	EviAnn	gene	302021962	302140042	.	+	.	LOC_00013511	geneID=LOC_00013511	protein_coding	COL7A1:_Collagen_alpha-1(VII)_chain_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	302190519	302233162	.	+	.	LOC_00013512	geneID=LOC_00013512	protein_coding	COPG1:_Coatomer_subunit_gamma-1_(Homo_sapiens)	chr2	6840	38.8945943132	28.8418837915	41.7370854681	36.4911878576	5.189476209
chr2	EviAnn	gene	302234445	302250492	.	+	.	LOC_00013513	geneID=LOC_00013513	protein_coding	HMCES:_Abasic_site_processing_protein_HMCES_(Gallus_gallus)	chr2	2728	10.7773237398	11.2609105969	11.5042934038	11.1808425802	3.4829570076
chr2	EviAnn	gene	302256891	302262865	.	+	.	LOC_00013514	geneID=LOC_00013514	protein_coding	Histone_H2A_(Cairina_moschata)	chr2	5197	19.8692380659	11.4988533995	11.7068221572	14.3583045409	3.8438134976
chr2	EviAnn	gene	302267275	302268875	.	-	.	LOC_00013515	geneID=LOC_00013515	protein_coding	H1-10:_Histone_H1.10_(Homo_sapiens)	chr2	1601	952.0840035844	637.8464450026	447.9358888442	679.2887791438	9.4078812129
chr2	EviAnn	gene	302275092	302313830	.	-	.	LOC_00013516	geneID=LOC_00013516	protein_coding	Rab7a:_Ras-related_protein_Rab-7a_(Mus_musculus)	chr2	17094	36.8457247361	41.3896435663	45.7537819488	41.3297167504	5.3691075713
chr2	EviAnn	gene	302313821	302351803	.	+	.	LOC_00013517	geneID=LOC_00013517	protein_coding	RPN1:_Dolichyl-diphosphooligosaccharide--protein_glycosyltransferase_subunit_1_(Canis_lupus_familiaris)	chr2	5803	23.1902808169	19.4794299488	19.4504991161	20.7067366273	4.3720282982
chr2	EviAnn	gene	302349458	302374327	.	-	.	LOC_00013518	geneID=LOC_00013518	protein_coding	FGL2:_Fibroleukin_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	302543076	302555416	.	+	.	LOC_00013519	geneID=LOC_00013519	protein_coding	GATA2:_GATA-binding_factor_2_(Gallus_gallus)	chr2	1458	5.9019450291	4.4444103166	1.3217215775	3.8893589744	1.9595323967
chr2	EviAnn	gene	302673366	302674037	.	+	.	LOC_00013520	geneID=LOC_00013520	protein_coding	DNAJB8:_DnaJ_homolog_subfamily_B_member_8_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	302992624	303259510	.	-	.	LOC_00013521	geneID=LOC_00013521	protein_coding	Eefsec:_Selenocysteine-specific_elongation_factor_(Mus_musculus)	chr2	27493	34.3593537836	18.209586284	24.5325908776	25.700510315	4.6837251011
chr2	EviAnn	gene	303226032	303253277	.	-	.	LOC_00013522	geneID=LOC_00013522	protein_coding	function_unknown	chr2	26716	4.6971891818	2.362610994	4.3588145968	3.8062049242	1.9283532377
chr2	EviAnn	gene	303262802	303294618	.	+	.	LOC_00013523	geneID=LOC_00013523	protein_coding	RUVBL1:_RuvB-like_1_(Homo_sapiens)	chr2	5507	30.0793426835	16.2991303349	21.4457717641	22.6080815942	4.4987666725
chr2	EviAnn	gene	303335577	303355808	.	-	.	LOC_00013524	geneID=LOC_00013524	protein_coding	Sec61a1:_Protein_transport_protein_Sec61_subunit_alpha_isoform_1_(Rattus_norvegicus)	chr2	6888	104.9047594114	95.469650181	101.87700313	100.7504709075	6.6546427717
chr2	EviAnn	gene	303396792	303455543	.	-	.	LOC_00013525	geneID=LOC_00013525	protein_coding	KBTBD12:_Kelch_repeat_and_BTB_domain-containing_protein_12_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	303512333	303662116	.	+	.	LOC_00013526	geneID=LOC_00013526	protein_coding	MGLL:_Monoglyceride_lipase_(Homo_sapiens)	chr2	8109	16.3891969619	12.4305371786	5.7034999926	11.507744711	3.5245332165
chr2	EviAnn	gene	303550823	303550870	.	-	.	LOC_00013527	geneID=LOC_00013527	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	303660497	303711040	.	-	.	LOC_00013528	geneID=LOC_00013528	protein_coding	Abtb1:_Ankyrin_repeat_and_BTB/POZ_domain-containing_protein_1_(Mus_musculus)	chr2	5930	440.5707413643	438.1888780595	318.7023840481	399.1540011573	8.6408016626
chr2	EviAnn	gene	303737314	303792051	.	-	.	LOC_00013529	geneID=LOC_00013529	protein_coding	PODXL2:_Podocalyxin-like_protein_2_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	303825895	303856791	.	-	.	LOC_00013530	geneID=LOC_00013530	protein_coding	mcm2:_DNA_replication_licensing_factor_mcm2_(Xenopus_laevis)	chr2	5571	8.6240860724	33.4730870696	40.965742999	27.6876387137	4.7911701164
chr2	EviAnn	gene	303861435	303912535	.	+	.	LOC_00013531	geneID=LOC_00013531	protein_coding	TPRA1:_Transmembrane_protein_adipocyte-associated_1_homolog_(Gallus_gallus)	chr2	6782	67.4228905993	66.4223740595	83.1732433105	72.3395026564	6.1767117742
chr2	EviAnn	gene	303914031	304042190	.	+	.	LOC_00013532	geneID=LOC_00013532	protein_coding	CFDP2:_Craniofacial_development_protein_2_(Bos_taurus)	chr2	600	10.7562948155	9.1999293554	14.6824385523	11.5462209077	3.5293488279
chr2	EviAnn	gene	303920414	304214349	.	+	.	LOC_00013533	geneID=LOC_00013533	protein_coding	chchd6:_MICOS_complex_subunit_mic25_(Xenopus_tropicalis)	chr2	1573	61.9985630389	24.1066171782	34.8276216455	40.3109339542	5.3330993039
chr2	EviAnn	gene	304444053	304782092	.	+	.	LOC_00013534	geneID=LOC_00013534	protein_coding	PLXNA1:_Plexin-A1_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	304879416	304981237	.	-	.	LOC_00013535	geneID=LOC_00013535	protein_coding	CLTCL1:_Clathrin_heavy_chain_2_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	306287966	306319616	.	+	.	LOC_00013536	geneID=LOC_00013536	protein_coding	TXNRD3:_Thioredoxin_reductase_3_(Homo_sapiens)	chr2	3700	35.4020994527	27.3727627825	26.9343382902	29.9030668418	4.9022215489
chr2	EviAnn	gene	306504783	306585710	.	+	.	LOC_00013537	geneID=LOC_00013537	protein_coding	Chst11:_Carbohydrate_sulfotransferase_11_(Rattus_norvegicus)	chr2	3188	8.3974976951	4.2910586432	5.4402856148	6.0429473177	2.5952523647
chr2	EviAnn	gene	306607332	306648783	.	-	.	LOC_00013538	geneID=LOC_00013538	protein_coding	slc41a1:_Solute_carrier_family_41_member_1_(Danio_rerio)	chr2	3918	10.2493195451	9.4333119431	12.2962612302	10.6596309061	3.41408558
chr2	EviAnn	gene	306949009	306981380	.	-	.	LOC_00013539	geneID=LOC_00013539	protein_coding	Klf15:_Krueppel-like_factor_15_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	307055204	307082797	.	+	.	LOC_00013540	geneID=LOC_00013540	protein_coding	CFAP100:_Cilia-_and_flagella-associated_protein_100_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	307078644	307108478	.	-	.	LOC_00013541	geneID=LOC_00013541	protein_coding	Zxdc:_Zinc_finger_protein_ZXDC_(Mus_musculus)	chr2	13151	49.5651635478	46.1892886939	96.3985099043	64.050987382	6.0011489056
chr2	EviAnn	gene	307122477	307202292	.	-	.	LOC_00013542	geneID=LOC_00013542	protein_coding	UROC1:_Urocanate_hydratase_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	307207598	307313175	.	+	.	LOC_00013543	geneID=LOC_00013543	protein_coding	NTN4:_Netrin-4_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr2	EviAnn	gene	307308693	307338802	.	-	.	LOC_00013544	geneID=LOC_00013544	protein_coding	CHCHD4:_Mitochondrial_intermembrane_space_import_and_assembly_protein_40_(Homo_sapiens)	chr2	8857	11.8205490426	11.9226813958	10.2571512411	11.3334605599	3.5025165359
chr2	EviAnn	gene	307319242	307322986	.	-	.	XLOC_009289U_lncRNA	geneID=XLOC_009289U_lncRNA	lncRNA	function_unknown	chr2	2441	6.4628836799	4.4243822488	5.9773344168	5.6215334485	2.4909637242
chr2	EviAnn	gene	307338999	307383442	.	+	.	LOC_00013545	geneID=LOC_00013545	protein_coding	Tmem43:_Transmembrane_protein_43_(Rattus_norvegicus)	chr2	20113	48.7731361393	42.4796618737	44.1830951812	45.1452977314	5.4965038214
chr2	EviAnn	gene	307358313	307400904	.	-	.	LOC_00013546	geneID=LOC_00013546	protein_coding	XPC:_DNA_repair_protein_complementing_XP-C_cells_(Homo_sapiens)	chr2	6479	93.1175528262	52.1187539799	57.6595610303	67.6319559455	6.0796331726
chr2	EviAnn	gene	307404421	307417627	.	+	.	LOC_00013547	geneID=LOC_00013547	protein_coding	Lsm3:_U6_snRNA-associated_Sm-like_protein_LSm3_(Mus_musculus)	chr2	7389	15.4629522016	8.8671669898	9.5379219179	11.2893470364	3.4968901395
chr2	EviAnn	gene	307685897	307688038	.	-	.	XLOC_009291U_lncRNA	geneID=XLOC_009291U_lncRNA	lncRNA	function_unknown	chr2	2084	5.3907640896	2.1880830062	5.5481863531	4.3756778163	2.1295065156
