Chromosome	Source	Type	Start	Stop	Score	Strand	Phase	Name	GeneID	BioType	Function	Chr	length	TPM_SRR6344890	TPM_SRR6344891	TPM_SRR6344901	Fmean	log_2
chr4	EviAnn	gene	39938748	39946491	.	-	.	LOC_00008055	geneID=LOC_00008055	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	39972783	40071602	.	+	.	LOC_00008057	geneID=LOC_00008057	protein_coding	RNF19A:_E3_ubiquitin-protein_ligase_RNF19A_(Homo_sapiens)	chr4	12706	50.9339283552	38.5042286941	51.1688620617	46.8690063703	5.5505623047
chr4	EviAnn	gene	39995739	40015181	.	-	.	LOC_00008056	geneID=LOC_00008056	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	40069431	40136090	.	-	.	LOC_00008058	geneID=LOC_00008058	protein_coding	SPAG1:_Sperm-associated_antigen_1_(Homo_sapiens)	chr4	21466	2.4718305391	2.3593996803	3.8723749436	2.901201721	1.5366506098
chr4	EviAnn	gene	40114256	40136090	.	-	.	LOC_00008059	geneID=LOC_00008059	protein_coding	LINE-1_reverse_transcriptase_homolog_(Nycticebus_coucang)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	40123003	40136022	.	-	.	LOC_00008060	geneID=LOC_00008060	protein_coding	POLR2K:_DNA-directed_RNA_polymerases_I,_II,_and_III_subunit_RPABC4_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	40146951	40152851	.	+	.	LOC_00008061	geneID=LOC_00008061	protein_coding	FBXO43:_F-box_only_protein_43_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	40164534	40274306	.	+	.	LOC_00008062	geneID=LOC_00008062	protein_coding	RGS22:_Regulator_of_G-protein_signaling_22_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	40303293	40331743	.	+	.	LOC_00008063	geneID=LOC_00008063	protein_coding	Cox6c:_Cytochrome_c_oxidase_subunit_6C_(Mus_musculus)	chr4	11089	32.680192768	33.3825778281	33.6521944131	33.2383216697	5.0547756316
chr4	EviAnn	gene	40307540	40931052	.	-	.	LOC_00008064	geneID=LOC_00008064	protein_coding	VPS13B:_Intermembrane_lipid_transfer_protein_VPS13B_(Homo_sapiens)	chr4	22059	118.6825553763	73.2638680799	118.754526878	103.5669834447	6.6944203433
chr4	EviAnn	gene	40451258	40462412	.	+	.	LOC_00008065	geneID=LOC_00008065	protein_coding	pol:_Retrovirus-related_Pol_polyprotein_from_type-2_retrotransposable_element_R2DM_(Drosophila_melanogaster)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	40491530	40491601	.	-	.	LOC_00008066	geneID=LOC_00008066	protein_coding	function_unknown	chr4	72	35.2794643306	2.4424611081	16.4929366148	18.0716206845	4.1756539895
chr4	EviAnn	gene	40492356	40522404	.	+	.	LOC_00008067	geneID=LOC_00008067	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	40781541	40795283	.	+	.	LOC_00008068	geneID=LOC_00008068	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	40999040	41010855	.	-	.	LOC_00008069	geneID=LOC_00008069	protein_coding	Osr2:_Protein_odd-skipped-related_2_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	41036469	41185060	.	+	.	LOC_00008071	geneID=LOC_00008071	protein_coding	LINE-1_retrotransposable_element_ORF2_protein_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	41036469	41224911	.	+	.	LOC_00008070	geneID=LOC_00008070	protein_coding	stk3:_Serine/threonine-protein_kinase_3_(Xenopus_laevis)	chr4	85940	22.4402680727	16.2413148086	29.0689447178	22.5835091997	4.4971977755
chr4	EviAnn	gene	41254735	41256567	.	-	.	LOC_00008072	geneID=LOC_00008072	protein_coding	Kcns2:_Delayed-rectifier_potassium_channel_regulatory_subunit_KCNS2_(Rattus_norvegicus)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	41381385	41437166	.	+	.	LOC_00008073	geneID=LOC_00008073	protein_coding	NIPAL2:_NIPA-like_protein_2_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	41444336	41482698	.	-	.	LOC_00008074	geneID=LOC_00008074	protein_coding	POP1:_Ribonucleases_P/MRP_protein_subunit_POP1_(Homo_sapiens)	chr4	19588	27.9815069349	21.7891272139	33.0246048553	27.5984130013	4.7865134046
chr4	EviAnn	gene	41482211	41496244	.	+	.	LOC_00008075	geneID=LOC_00008075	protein_coding	RIDA:_2-iminobutanoate/2-iminopropanoate_deaminase_(Homo_sapiens)	chr4	1867	28.4200933868	23.0771365538	35.6183826625	29.0385375344	4.8598968917
chr4	EviAnn	gene	41498756	41509945	.	-	.	LOC_00008076	geneID=LOC_00008076	protein_coding	function_unknown	chr4	2936	4.9987251913	0.1796905992	7.8869492531	4.3551216812	2.122713028
chr4	EviAnn	gene	41521412	41530751	.	+	.	LOC_00008077	geneID=LOC_00008077	protein_coding	RPL30:_Large_ribosomal_subunit_protein_eL30_(Ophiophagus_hannah)	chr4	4366	206.0850797727	247.3923318935	191.9542100651	215.1438739104	7.7491579508
chr4	EviAnn	gene	41539475	41597784	.	-	.	LOC_00008078	geneID=LOC_00008078	protein_coding	MATN2:_Matrilin-2_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	41623777	41685941	.	-	.	LOC_00008079	geneID=LOC_00008079	protein_coding	Laptm4b:_Lysosomal-associated_transmembrane_protein_4B_(Rattus_norvegicus)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	41700720	41738149	.	-	.	LOC_00008080	geneID=LOC_00008080	protein_coding	Mtdh:_Protein_LYRIC_(Rattus_norvegicus)	chr4	11887	154.4259348911	124.388604	153.4688078542	144.0944489151	7.1708709481
chr4	EviAnn	gene	41738255	41741779	.	+	.	XLOC_012473U_lncRNA	geneID=XLOC_012473U_lncRNA	lncRNA	function_unknown	chr4	855	2.3107017573	5.964747127	4.1666366185	4.1473618343	2.0521939199
chr4	EviAnn	gene	41935294	42200464	.	-	.	LOC_00008081	geneID=LOC_00008081	protein_coding	CPQ:_Carboxypeptidase_Q_(Pongo_abelii)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	42222332	42322608	.	-	.	LOC_00008082	geneID=LOC_00008082	protein_coding	SDC2:_Syndecan-2_(Bos_taurus)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	42432646	42495416	.	-	.	LOC_00008083	geneID=LOC_00008083	protein_coding	function_unknown	chr4	61246	20.5296690191	13.1736412597	21.4731862597	18.3921655128	4.2010194491
chr4	EviAnn	gene	42432646	42495416	.	-	.	LOC_00008084	geneID=LOC_00008084	protein_coding	PTDSS1:_Phosphatidylserine_synthase_1_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	42495029	42524667	.	+	.	LOC_00008085	geneID=LOC_00008085	protein_coding	MTERF3:_Transcription_termination_factor_3,_mitochondrial_(Gallus_gallus)	chr4	10128	5.6291088426	6.0772136575	5.8037940457	5.8367055153	2.5451542804
chr4	EviAnn	gene	42503699	42548334	.	+	.	LOC_00008087	geneID=LOC_00008087	protein_coding	function_unknown	chr4	25604	2.7998700016	1.9162692836	2.8523169556	2.5228187469	1.3350365589
chr4	EviAnn	gene	42522298	42546600	.	+	.	LOC_00008086	geneID=LOC_00008086	protein_coding	UQCRB:_Cytochrome_b-c1_complex_subunit_7_(Pongo_abelii)	chr4	19862	2.9982748862	2.5322303462	3.9011084592	3.1438712305	1.6525421276
chr4	EviAnn	gene	42561092	42591666	.	+	.	LOC_00008088	geneID=LOC_00008088	protein_coding	Gdf6:_Growth/differentiation_factor_6_(Rattus_norvegicus)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	43054625	43073513	.	+	.	LOC_00008089	geneID=LOC_00008089	protein_coding	Cfap418:_Cilia-_and_flagella-associated_protein_418_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	43101895	43175423	.	-	.	LOC_00008090	geneID=LOC_00008090	protein_coding	PLEKHF2:_Pleckstrin_homology_domain-containing_family_F_member_2_(Homo_sapiens)	chr4	50788	32.2702763437	24.6258250932	33.8678692886	30.2546569085	4.9190853193
chr4	EviAnn	gene	43128038	43147797	.	+	.	LOC_00008091	geneID=LOC_00008091	protein_coding	function_unknown	chr4	11440	1.5295991528	1.2758870264	1.920331431	1.5752725367	0.6556014498
chr4	EviAnn	gene	43254327	43270638	.	+	.	LOC_00008092	geneID=LOC_00008092	protein_coding	TP53INP1:_Tumor_protein_p53-inducible_nuclear_protein_1_(Homo_sapiens)	chr4	5830	4.7926819468	4.6151203373	16.9568888626	8.7882303822	3.1355726903
chr4	EviAnn	gene	43285550	43314149	.	+	.	LOC_00008093	geneID=LOC_00008093	protein_coding	CCNE2:_G1/S-specific_cyclin-E2_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	43313489	43344689	.	-	.	LOC_00008094	geneID=LOC_00008094	protein_coding	INTS8:_Integrator_complex_subunit_8_(Homo_sapiens)	chr4	4713	59.7048604925	54.0668539106	45.4789315183	53.0835486405	5.7301929131
chr4	EviAnn	gene	43349289	43435714	.	-	.	LOC_00008095	geneID=LOC_00008095	protein_coding	CadN:_Neural-cadherin_(Drosophila_melanogaster)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	43442277	43482705	.	-	.	LOC_00008096	geneID=LOC_00008096	protein_coding	DPY19L4:_Probable_C-mannosyltransferase_DPY19L4_(Homo_sapiens)	chr4	4982	7.874501071	4.3417172968	3.3369891826	5.1844025168	2.3741777334
chr4	EviAnn	gene	43573765	43576759	.	+	.	LOC_00008097	geneID=LOC_00008097	protein_coding	gbp:_GSK-3-binding_protein_(Xenopus_laevis)	chr4	2995	8.5754424149	8.1616530115	9.8131596152	8.8500850139	3.1456913138
chr4	EviAnn	gene	43614213	43672331	.	-	.	LOC_00008098	geneID=LOC_00008098	protein_coding	Esrp1:_Epithelial_splicing_regulatory_protein_1_(Rattus_norvegicus)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	43672337	43736487	.	+	.	LOC_00008099	geneID=LOC_00008099	protein_coding	VIRMA:_Protein_virilizer_homolog_(Homo_sapiens)	chr4	13974	80.647431557	70.0710525528	90.3110436447	80.3431759182	6.3281035863
chr4	EviAnn	gene	43704457	43708861	.	+	.	LOC_00008100	geneID=LOC_00008100	protein_coding	function_unknown	chr4	3449	23.7310400832	14.1236428933	28.2326175047	22.0291001604	4.4613386603
chr4	EviAnn	gene	43728128	43756471	.	-	.	LOC_00008101	geneID=LOC_00008101	protein_coding	Rnf41:_E3_ubiquitin-protein_ligase_NRDP1_(Mus_musculus)	chr4	5343	28.9472527841	30.0500886017	29.7817429271	29.5930281043	4.8871854226
chr4	EviAnn	gene	43759992	43778442	.	+	.	LOC_00008103	geneID=LOC_00008103	protein_coding	FSBP:_Fibrinogen_silencer-binding_protein_(Homo_sapiens)	chr4	3512	11.6526704509	11.41669748	11.0735605176	11.3809761495	3.5085523982
chr4	EviAnn	gene	43759992	43821423	.	+	.	LOC_00008102	geneID=LOC_00008102	protein_coding	RAD54B:_DNA_repair_and_recombination_protein_RAD54B_(Gallus_gallus)	chr4	3197	3.7078198358	1.9802499819	2.8786545609	2.8555747928	1.513781172
chr4	EviAnn	gene	43847384	43862735	.	+	.	LOC_00008104	geneID=LOC_00008104	protein_coding	Gem:_GTP-binding_protein_GEM_(Mus_musculus)	chr4	1938	2.0388544918	1.3611238373	1.8382220376	1.7460667889000001	0.8041087446
chr4	EviAnn	gene	43877994	43930222	.	+	.	LOC_00008105	geneID=LOC_00008105	protein_coding	CDH17:_Cadherin-17_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	43992961	44010799	.	-	.	LOC_00008106	geneID=LOC_00008106	protein_coding	PDP1:_[Pyruvate_dehydrogenase_[acetyl-transferring]]-phosphatase_1,_mitochondrial_(Homo_sapiens)	chr4	12752	22.7966425725	24.6988899628	28.5884465914	25.3613263756	4.664558294
chr4	EviAnn	gene	44022690	44064903	.	-	.	LOC_00008107	geneID=LOC_00008107	protein_coding	TMEM67:_Meckelin_(Homo_sapiens)	chr4	3868	18.9713768893	11.1388350429	17.4992274734	15.8698131352	3.9882132356
chr4	EviAnn	gene	44066707	44164099	.	+	.	LOC_00008108	geneID=LOC_00008108	protein_coding	RBM12B:_RNA-binding_protein_12B_(Pongo_abelii)	chr4	33143	40.9860451554	29.9630572717	45.2613992958	38.7368339077	5.2756341373
chr4	EviAnn	gene	44066748	44099865	.	+	.	LOC_00008110	geneID=LOC_00008110	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	44078004	44098103	.	-	.	LOC_00008109	geneID=LOC_00008109	protein_coding	CIBAR1:_CBY1-interacting_BAR_domain-containing_protein_1_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	44173009	44184803	.	+	.	LOC_00008111	geneID=LOC_00008111	protein_coding	Transposable_element_Tcb1_transposase_(Caenorhabditis_briggsae)	chr4	10530	4.770936107	3.5405248199	10.3750438876	6.2288349382	2.638962342
chr4	EviAnn	gene	44586865	44630366	.	+	.	LOC_00008112	geneID=LOC_00008112	protein_coding	triqk:_Triple_QxxK/R_motif-containing_protein_(Danio_rerio)	chr4	1083	4.1696873816	6.0080483766	6.8530207541	5.6769188374	2.5051081156
chr4	EviAnn	gene	45401037	45617671	.	+	.	LOC_00008113	geneID=LOC_00008113	protein_coding	RUNX1T1:_Protein_CBFA2T1_(Homo_sapiens)	chr4	5042	1.2874695432	3.627359932	2.4140791792	2.4429695515	1.2886358823
chr4	EviAnn	gene	45842876	45995211	.	-	.	LOC_00008114	geneID=LOC_00008114	protein_coding	Slc26a7:_Anion_exchange_transporter_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	46008111	46051236	.	-	.	LOC_00008115	geneID=LOC_00008115	protein_coding	lrrc69:_Leucine-rich_repeat-containing_protein_69_(Xenopus_laevis)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	46055159	46070864	.	-	.	LOC_00008116	geneID=LOC_00008116	protein_coding	OTUD6B:_Deubiquitinase_OTUD6B_(Gallus_gallus)	chr4	1966	10.7668761945	8.4082282702	8.9092058418	9.3614367688	3.2267299679
chr4	EviAnn	gene	46093017	46132839	.	+	.	LOC_00008117	geneID=LOC_00008117	protein_coding	PIP4P2:_Type_2_phosphatidylinositol_4,5-bisphosphate_4-phosphatase_(Bos_taurus)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	46140946	46150809	.	+	.	LOC_00008118	geneID=LOC_00008118	protein_coding	C8orf88:_Uncharacterized_protein_C8orf88_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	46155983	46243778	.	-	.	LOC_00008119	geneID=LOC_00008119	protein_coding	NECAB1:_N-terminal_EF-hand_calcium-binding_protein_1_(Pongo_abelii)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	46280090	46311410	.	+	.	LOC_00008121	geneID=LOC_00008121	protein_coding	function_unknown	chr4	29383	3.2274172181	3.9620687559	3.9201806935	3.7032222225	1.8887811252
chr4	EviAnn	gene	46280590	46311410	.	+	.	LOC_00008120	geneID=LOC_00008120	protein_coding	TMEM64:_Transmembrane_protein_64_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	46522387	46547210	.	+	.	LOC_00008122	geneID=LOC_00008122	protein_coding	CALB1:_Calbindin_(Gallus_gallus)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	46544544	46576190	.	-	.	LOC_00008123	geneID=LOC_00008123	protein_coding	Decr1:_2,4-dienoyl-CoA_reductase_[(3E)-enoyl-CoA-producing],_mitochondrial_(Rattus_norvegicus)	chr4	10015	31.9575936503	29.0256566386	33.2592459184	31.4141654024	4.9733433466
chr4	EviAnn	gene	46575808	46625283	.	+	.	LOC_00008124	geneID=LOC_00008124	protein_coding	NBN:_Nibrin_(Gallus_gallus)	chr4	14156	30.0857370302	25.764893497	31.0797949376	28.9768084882	4.8568267998
chr4	EviAnn	gene	46619853	46636126	.	-	.	LOC_00008125	geneID=LOC_00008125	protein_coding	OSGIN2:_Oxidative_stress-induced_growth_inhibitor_2_(Homo_sapiens)	chr4	5170	1.1464119937	0.78234344199999994	1.3781331949	1.1022962102	0.1405119585
chr4	EviAnn	gene	46660326	46702708	.	-	.	LOC_00008126	geneID=LOC_00008126	protein_coding	slc7a6:_Y+L_amino_acid_transporter_2_(Danio_rerio)	chr4	2880	2.2539657767	0.9159229155	5.875608669	3.0151657871	1.59223733
chr4	EviAnn	gene	46690460	46691353	.	-	.	LOC_00008127	geneID=LOC_00008127	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	46708436	46755615	.	-	.	LOC_00008128	geneID=LOC_00008128	protein_coding	Ripk2:_Receptor-interacting_serine/threonine-protein_kinase_2_(Mus_musculus)	chr4	4955	8.3161280198	10.1858761527	13.4806040948	10.6608694225	3.4142531934
chr4	EviAnn	gene	47346941	47350657	.	-	.	LOC_00008129	geneID=LOC_00008129	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	47351164	47622438	.	+	.	LOC_00008130	geneID=LOC_00008130	protein_coding	MMP16:_Matrix_metalloproteinase-16_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	48029559	48288157	.	-	.	LOC_00008131	geneID=LOC_00008131	protein_coding	CNBD1:_Cyclic_nucleotide-binding_domain-containing_protein_1_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	48301841	48866357	.	-	.	LOC_00008132	geneID=LOC_00008132	protein_coding	function_unknown	chr4	279	4.0463901741	1.890937632	14.8968459747	6.9447245936	2.7959174825
chr4	EviAnn	gene	48367303	48476606	.	+	.	LOC_00008133	geneID=LOC_00008133	protein_coding	CNGB3:_Cyclic_nucleotide-gated_channel_beta-3_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	48492062	48535761	.	-	.	LOC_00008134	geneID=LOC_00008134	protein_coding	CPNE3:_Copine-3_(Homo_sapiens)	chr4	7829	48.1988951948	42.8580325942	56.9173791619	49.3247689836	5.6242403889
chr4	EviAnn	gene	48535802	48561217	.	+	.	LOC_00008135	geneID=LOC_00008135	protein_coding	Rmdn1:_Regulator_of_microtubule_dynamics_protein_1_(Rattus_norvegicus)	chr4	8299	104.6778563293	82.5992727728	96.8351403172	94.7040898064	6.5653548249
chr4	EviAnn	gene	48535810	48656312	.	-	.	LOC_00008136	geneID=LOC_00008136	protein_coding	WWP1:_NEDD4-like_E3_ubiquitin-protein_ligase_WWP1_(Homo_sapiens)	chr4	28515	83.6957812743	56.9292586767	83.2472516603	74.6240972038	6.2215696678
chr4	EviAnn	gene	48678523	48682002	.	+	.	XLOC_012500U_lncRNA	geneID=XLOC_012500U_lncRNA	lncRNA	function_unknown	chr4	604	4.6727767325	9.6080920409	8.3556930532	7.5455206089	2.915620444
chr4	EviAnn	gene	48682196	48708730	.	-	.	LOC_00008137	geneID=LOC_00008137	protein_coding	ATP6V0D2:_V-type_proton_ATPase_subunit_d_2_(Gallus_gallus)	chr4	4206	7.2471367526	1.7142523041	6.3524862853	5.104625114	2.3518050128
chr4	EviAnn	gene	48956558	48982168	.	-	.	LOC_00008138	geneID=LOC_00008138	protein_coding	CA2:_Carbonic_anhydrase_2_(Gallus_gallus)	chr4	1815	720.1287022151	421.1852602988	2054.0657653749	1065.1265759629	10.0568091702
chr4	EviAnn	gene	48999235	48999297	.	+	.	LOC_00008139	geneID=LOC_00008139	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	49005265	49039568	.	-	.	LOC_00008140	geneID=LOC_00008140	protein_coding	CA3:_Carbonic_anhydrase_3_(Sus_scrofa)	chr4	2784	1.1151554817	1.8950129287	3.4123317134	2.1408333746	1.0981725122
chr4	EviAnn	gene	49094153	49108685	.	+	.	LOC_00008141	geneID=LOC_00008141	protein_coding	CFDP2:_Craniofacial_development_protein_2_(Bos_taurus)	chr4	8770	2.7676478289	2.1455781501	4.3667729555	3.0933329782	1.629162139
chr4	EviAnn	gene	49116159	49139020	.	-	.	LOC_00008142	geneID=LOC_00008142	protein_coding	CA13:_Carbonic_anhydrase_13_(Homo_sapiens)	chr4	13485	1206.4451834834	1192.1122879838	1984.6561546038	1461.0712086903	10.5128107776
chr4	EviAnn	gene	49147839	49156743	.	+	.	LOC_00008143	geneID=LOC_00008143	protein_coding	Rbis:_Ribosomal_biogenesis_factor_(Mus_musculus)	chr4	5311	10.7877706784	11.9865009076	12.8005808183	11.8582841348	3.5678233654
chr4	EviAnn	gene	49153778	49207816	.	-	.	LOC_00008144	geneID=LOC_00008144	protein_coding	LRRCC1:_Leucine-rich_repeat_and_coiled-coil_domain-containing_protein_1_(Homo_sapiens)	chr4	12575	43.6539534779	32.4304450329	50.1909899304	42.0917961471	5.3954671688
chr4	EviAnn	gene	49213602	49241984	.	+	.	LOC_00008145	geneID=LOC_00008145	protein_coding	Slc7a13:_Solute_carrier_family_7_member_13_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	49289339	49512331	.	-	.	LOC_00008146	geneID=LOC_00008146	protein_coding	RALYL:_RNA-binding_Raly-like_protein_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	50806299	50813722	.	-	.	XLOC_013715U_lncRNA	geneID=XLOC_013715U_lncRNA	lncRNA	function_unknown	chr4	471	1.7976797111	1.4934794036	0	1.0970530383	0.1336332761
chr4	EviAnn	gene	50924304	50946657	.	+	.	LOC_00008147	geneID=LOC_00008147	protein_coding	SNX16:_Sorting_nexin-16_(Pongo_abelii)	chr4	9154	12.671933441	13.4476775012	14.2371843052	13.4522650825	3.7497772081
chr4	EviAnn	gene	50969982	51012458	.	-	.	LOC_00008148	geneID=LOC_00008148	protein_coding	CHMP4C:_Charged_multivesicular_body_protein_4c_(Homo_sapiens)	chr4	6085	3.3395187271	1.300505175	4.9763404478	3.2054547833	1.680529058
chr4	EviAnn	gene	51003112	51026442	.	+	.	LOC_00008149	geneID=LOC_00008149	protein_coding	ZFAND1:_AN1-type_zinc_finger_protein_1_(Homo_sapiens)	chr4	3295	29.2086126537	20.3343226452	29.4620409453	26.3349920814	4.7189091206
chr4	EviAnn	gene	51038392	51065764	.	+	.	LOC_00008150	geneID=LOC_00008150	protein_coding	Impa1:_Inositol_monophosphatase_1_(Mus_musculus)	chr4	13125	13.7408473644	11.0270838414	14.2725161197	13.0134824418	3.7019351776
chr4	EviAnn	gene	51083474	51091651	.	+	.	LOC_00008151	geneID=LOC_00008151	protein_coding	FABP4:_Fatty_acid-binding_protein,_adipocyte_(Pygoscelis_papua)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	51097931	51107750	.	+	.	LOC_00008152	geneID=LOC_00008152	protein_coding	PMP2:_Myelin_P2_protein_(Oryctolagus_cuniculus)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	51165915	51165998	.	-	.	LOC_00008153	geneID=LOC_00008153	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	51179929	51205892	.	-	.	LOC_00008154	geneID=LOC_00008154	protein_coding	FABP5:_Fatty_acid-binding_protein_5_(Pygoscelis_papua)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	51227626	51242921	.	-	.	LOC_00008155	geneID=LOC_00008155	protein_coding	MRPL53:_Large_ribosomal_subunit_protein_mL53_(Bos_taurus)	chr4	10423	49.5530420992	48.4058626276	50.6133618498	49.5240888589	5.6300585276
chr4	EviAnn	gene	51392937	51462300	.	+	.	LOC_00008156	geneID=LOC_00008156	protein_coding	Pag1:_Phosphoprotein_associated_with_glycosphingolipid-enriched_microdomains_1_(Rattus_norvegicus)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	51481970	51498536	.	-	.	XLOC_013719U_lncRNA	geneID=XLOC_013719U_lncRNA	lncRNA	function_unknown	chr4	1139	5.9470212041	4.9406763766	2.8670776556	4.5849250788000004	2.1968981593
chr4	EviAnn	gene	51498580	51570619	.	+	.	LOC_00008157	geneID=LOC_00008157	protein_coding	ZNF704:_Zinc_finger_protein_704_(Homo_sapiens)	chr4	15228	23.7605848552	15.6363704033	21.5032022295	20.300052496	4.3434115531
chr4	EviAnn	gene	51541976	51550737	.	+	.	LOC_00008158	geneID=LOC_00008158	protein_coding	function_unknown	chr4	6004	5.4059139214	3.2804807421	5.636826438	4.7744070338	2.2553215661
chr4	EviAnn	gene	51616072	51655727	.	-	.	LOC_00008159	geneID=LOC_00008159	protein_coding	ZBTB10:_Zinc_finger_and_BTB_domain-containing_protein_10_(Homo_sapiens)	chr4	11586	113.8589444373	81.1134883154	124.3504216338	106.4409514622	6.7339095014
chr4	EviAnn	gene	51656413	51665924	.	+	.	XLOC_012515U_lncRNA	geneID=XLOC_012515U_lncRNA	lncRNA	function_unknown	chr4	2988	2.1724971341	1.7656345359	2.2851659165	2.0744325289	1.0527167342
chr4	EviAnn	gene	51659619	51850532	.	+	.	LOC_00008161	geneID=LOC_00008161	protein_coding	TPD52:_Tumor_protein_D52_(Oryctolagus_cuniculus)	chr4	47865	25.2723759107	20.7766105663	23.3640459648	23.1376774806	4.5321721514
chr4	EviAnn	gene	51687140	51714768	.	-	.	LOC_00008160	geneID=LOC_00008160	protein_coding	F52C9.6:_Putative_uncharacterized_transposon-derived_protein_F52C9.6_(Caenorhabditis_elegans)	chr4	15321	23.542669755	11.3519202782	14.5326443639	16.475744799	4.0422717798
chr4	EviAnn	gene	51889375	51928129	.	+	.	LOC_00008162	geneID=LOC_00008162	protein_coding	HEY1:_Hairy/enhancer-of-split_related_with_YRPW_motif_protein_1_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	51981303	52021908	.	-	.	LOC_00008163	geneID=LOC_00008163	protein_coding	Stmn2:_Stathmin-2_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr4	EviAnn	gene	52064637	52070847	.	-	.	LOC_00008164	geneID=LOC_00008164	protein_coding	function_unknown	chr4	2415	24.0747648931	23.374807921	54.580351729	34.0099748477	5.087886034
chr4	EviAnn	gene	52074777	52128392	.	+	.	LOC_00008165	geneID=LOC_00008165	protein_coding	function_unknown	chr4	17236	18.4543774893	9.6927558477	17.0000877175	15.0490736848	3.9116027824
chr4	EviAnn	gene	52370710	52476699	.	-	.	LOC_00008167	geneID=LOC_00008167	protein_coding	ZC2HC1A:_Zinc_finger_C2HC_domain-containing_protein_1A_(Homo_sapiens)	chr4	5003	16.7547486007	12.0565699629	11.4524209074	13.4212464904	3.7464467621
chr4	EviAnn	gene	52402910	52427682	.	+	.	LOC_00008166	geneID=LOC_00008166	protein_coding	IL7:_Interleukin-7_(Sus_scrofa)	chr4	3072	3.215576176	6.1824796798	7.8277023387	5.7419193981	2.5215330789
