"Chromosome","Source","Type","Start","Stop","Score","Strand","Phase","Name","GeneID","BioType","Function","Length","rna_30","rna_35","rna_L007","Fmean","value"
"chr3","EviAnn","gene",63034205,63105819,".","-",".","LOC_00003855","geneID=LOC_00003855","protein_coding","Rcsd1:_CapZ-interacting_protein_(Mus_musculus)",744,156.648,64.2931,130.351,117.097366666667,6.87156482206425
"chr3","EviAnn","gene",63111343,63149795,".","+",".","LOC_00003856","geneID=LOC_00003856","protein_coding","CREG1:_Protein_CREG1_(Gallus_gallus)",442.5,0,20.3552,20.1522,13.5024666666667,3.75515108162244
"chr3","EviAnn","gene",63111373,63205591,".","+",".","LOC_00003857","geneID=LOC_00003857","protein_coding","pol:_Retrovirus-related_Pol_polyprotein_from_type-2_retrotransposable_element_R2DM_(Drosophila_melanogaster)",612,32.0729,65.4061,55.5213,51.0001,5.67242817078253
"chr3","EviAnn","gene",63111382,63376228,".","+",".","LOC_00003859","geneID=LOC_00003859","protein_coding","LINE-1_retrotransposable_element_ORF2_protein_(Homo_sapiens)",1407,130.703,75.3144,94.9611,100.326166666667,6.64855412271225
"chr3","EviAnn","gene",63153876,63232534,".","+",".","LOC_00003858","geneID=LOC_00003858","protein_coding","CD247:_T-cell_surface_glycoprotein_CD3_zeta_chain_(Homo_sapiens)",513,0,0,11.5241,3.84136666666667,1.94161967876987
"chr3","EviAnn","gene",63234042,63387634,".","-",".","LOC_00003860","geneID=LOC_00003860","protein_coding","POU2F1:_POU_domain,_class_2,_transcription_factor_1_(Sus_scrofa)",1150.41,48.3589,160.454,47.4172,85.4100333333333,6.41633365173548
"chr3","EviAnn","gene",63277659,63387595,".","-",".","LOC_00003861","geneID=LOC_00003861","protein_coding","function_unknown",195,0,70.0685,0,23.3561666666667,4.54573160605742
"chr3","EviAnn","gene",63419633,63440448,".","-",".","LOC_00003862","geneID=LOC_00003862","protein_coding","STYXL2:_Serine/threonine/tyrosine-interacting-like_protein_2_(Homo_sapiens)",3495,0,7.38622,0,2.46207333333333,1.29987373341486
"chr3","EviAnn","gene",63834716,63970761,".","+",".","LOC_00003869","geneID=LOC_00003869","protein_coding","PTGFRN:_Prostaglandin_F2_receptor_negative_regulator_(Homo_sapiens)",1847.25,0,10.5405,0,3.5135,1.81290889856175
"chr3","EviAnn","gene",64382957,64540548,".","+",".","LOC_00003871","geneID=LOC_00003871","protein_coding","IGSF3:_Immunoglobulin_superfamily_member_3_(Homo_sapiens)",3555,4.20994,3.551,1.20168,2.98754,1.57895802938303
"chr3","EviAnn","gene",64544013,64559330,".","-",".","LOC_00003872","geneID=LOC_00003872","protein_coding","Adprh:_ADP-ribosylhydrolase_ARH1_(Rattus_norvegicus)",882,0,10.763,8.66378,6.47559333333333,2.69501238736915
"chr3","EviAnn","gene",64586340,64629877,".","+",".","LOC_00003873","geneID=LOC_00003873","protein_coding","CD86:_T-lymphocyte_activation_antigen_CD86_(Homo_sapiens)",930,0,0,5.36834,1.78944666666667,0.839513545776017
"chr3","EviAnn","gene",64631165,64646383,".","-",".","LOC_00003874","geneID=LOC_00003874","protein_coding","Timmdc1:_Complex_I_assembly_factor_TIMMDC1,_mitochondrial_(Rattus_norvegicus)",825,7.22948,0,12.4653,6.56492666666667,2.71477889562277
"chr3","EviAnn","gene",64853047,64890743,".","+",".","LOC_00003877","geneID=LOC_00003877","protein_coding","BCL9:_B-cell_CLL/lymphoma_9_protein_(Homo_sapiens)",4458,43.2105,41.749,46.9651,43.9748666666667,5.45860729828942
"chr3","EviAnn","gene",64885613,64904454,".","-",".","LOC_00003878","geneID=LOC_00003878","protein_coding","ACP6:_Lysophosphatidic_acid_phosphatase_type_6_(Homo_sapiens)",603,21.8236,19.7598,34.5113,25.3649,4.66476156760603
"chr3","EviAnn","gene",65041908,65043182,".","+",".","LOC_00003880","geneID=LOC_00003880","protein_coding","GJA8:_Gap_junction_alpha-8_protein_(Homo_sapiens)",1254,0,0,3.75943,1.25314333333333,0.325551438173528
"chr3","EviAnn","gene",65077518,65106359,".","-",".","LOC_00003882","geneID=LOC_00003882","protein_coding","PDZK1:_Na(+)/H(+)_exchange_regulatory_cofactor_NHE-RF3_(Pongo_abelii)",1503,24.9171,3.06577,21.3894,16.4574233333333,4.0406665718856
"chr3","EviAnn","gene",65684343,65704546,".","+",".","LOC_00003884","geneID=LOC_00003884","protein_coding","POU1F1:_Pituitary-specific_positive_transcription_factor_1_(Gallus_gallus)",894,26.1746,17.0245,39.4546,27.5512333333333,4.78404499749713
"chr3","EviAnn","gene",65707981,65728078,".","-",".","LOC_00003886","geneID=LOC_00003886","protein_coding","CHMP2B:_Charged_multivesicular_body_protein_2b_(Gallus_gallus)",624,0,25.0399,0,8.34663333333333,3.06119439486357
"chr3","EviAnn","gene",69843657,70084652,".","+",".","LOC_00003890","geneID=LOC_00003890","protein_coding","GBE1:_1,4-alpha-glucan-branching_enzyme_(Felis_catus)",1579.57,0,3.73645,0,1.24548333333333,0.316705716016142
"chr3","EviAnn","gene",71890398,72361286,".","+",".","LOC_00003892","geneID=LOC_00003892","protein_coding","Robo1:_Roundabout_homolog_1_(Mus_musculus)",3706,0,4.81256,0,1.60418666666667,0.681842026708883
"chr3","EviAnn","gene",74713414,74724994,".","+",".","LOC_00003895","geneID=LOC_00003895","protein_coding","RBM11:_Splicing_regulator_RBM11_(Homo_sapiens)",574,0,0,7.30865,2.43621666666667,1.28464244606246
"chr3","EviAnn","gene",74729352,74776574,".","+",".","LOC_00003896","geneID=LOC_00003896","protein_coding","ABCC2:_ATP-binding_cassette_sub-family_C_member_2_(Oryctolagus_cuniculus)",3053,0,3.62633,7.5822,3.73617666666667,1.90156267509517
"chr3","EviAnn","gene",74775643,74790842,".","-",".","LOC_00003897","geneID=LOC_00003897","protein_coding","HSPA13:_Heat_shock_70_kDa_protein_13_(Homo_sapiens)",1347,4.03039,0,0,1.34346333333333,0.425956946926045
"chr3","EviAnn","gene",74790929,74825873,".","+",".","LOC_00003898","geneID=LOC_00003898","protein_coding","function_unknown",435,176.648,46.6691,30.7296,84.6822333333333,6.40398741308073
"chr3","EviAnn","gene",74818342,74955154,".","-",".","LOC_00003900","geneID=LOC_00003900","protein_coding","SAMSN1:_SAM_domain-containing_protein_SAMSN-1_(Homo_sapiens)",1641,61.2978,72.2458,38.7574,57.4336666666667,5.84382476374965
"chr3","EviAnn","gene",75600042,75688729,".","+",".","LOC_00003902","geneID=LOC_00003902","protein_coding","USP25:_Ubiquitin_carboxyl-terminal_hydrolase_25_(Homo_sapiens)",3240,0,0,1.37068,0.456893333333333,-1.13007070298033
"chr3","EviAnn","gene",78500569,78546121,".","+",".","LOC_00003910","geneID=LOC_00003910","protein_coding","function_unknown",444,3601.88,6904.75,4131.93,4879.52,12.2525235210406
"chr3","EviAnn","gene",81787002,81832620,".","+",".","LOC_00003914","geneID=LOC_00003914","protein_coding","JAM2:_Junctional_adhesion_molecule_B_(Homo_sapiens)",895.5,0,5.72282,5.68366,3.80216,1.92681924380909
"chr3","EviAnn","gene",81841005,81871411,".","+",".","LOC_00003916","geneID=LOC_00003916","protein_coding","GABPA:_GA-binding_protein_alpha_chain_(Homo_sapiens)",976.8,0,22.0874,0,7.36246666666667,2.88018919720204
"chr3","EviAnn","gene",82387032,82400564,".","-",".","LOC_00003918","geneID=LOC_00003918","protein_coding","ADAMTS1:_A_disintegrin_and_metalloproteinase_with_thrombospondin_motifs_1_(Homo_sapiens)",2817,0,12.3118,0,4.10393333333333,2.03700729516266
"chr3","EviAnn","gene",82430243,82499526,".","-",".","LOC_00003919","geneID=LOC_00003919","protein_coding","Adamts5:_A_disintegrin_and_metalloproteinase_with_thrombospondin_motifs_5_(Mus_musculus)",1497,0,14.6668,1.57827,5.41502333333333,2.43696755441934
"chr3","EviAnn","gene",83724930,83747923,".","+",".","LOC_00003920","geneID=LOC_00003920","protein_coding","HEMK2:_Methyltransferase_HEMK2_(Homo_sapiens)",538.805,204.128,164.075,121.819,163.340666666667,7.35174021089041
"chr3","EviAnn","gene",83737206,83789448,".","-",".","LOC_00003921","geneID=LOC_00003921","protein_coding","LTN1:_E3_ubiquitin-protein_ligase_listerin_(Gallus_gallus)",1171.51,23.6745,20.3442,19.9699,21.3295333333333,4.41478049633468
"chr3","EviAnn","gene",83790825,83798653,".","-",".","LOC_00003922","geneID=LOC_00003922","protein_coding","RWDD2B:_RWD_domain-containing_protein_2B_(Pongo_abelii)",542.702,126.496,125.692,160.014,137.400666666667,7.10224519388969
"chr3","EviAnn","gene",83801888,83835481,".","+",".","LOC_00003924","geneID=LOC_00003924","protein_coding","USP16:_Ubiquitin_carboxyl-terminal_hydrolase_16_(Homo_sapiens)",1041,10.8847,57.1757,9.80659,25.9556633333333,4.69797745318084
"chr3","EviAnn","gene",83835817,83853700,".","-",".","LOC_00003925","geneID=LOC_00003925","protein_coding","CCT8:_T-complex_protein_1_subunit_theta_(Gallus_gallus)",1586.25,0,6.17349,0,2.05783,1.04112380424975
"chr3","EviAnn","gene",83947091,83996254,".","+",".","LOC_00003927","geneID=LOC_00003927","protein_coding","BACH1:_Transcription_regulator_protein_BACH1_(Homo_sapiens)",1428,22.6283,13.7814,7.8608,14.7568333333333,3.88331126178421
"chr3","EviAnn","gene",84055928,84314953,".","-",".","LOC_00003928","geneID=LOC_00003928","protein_coding","Grik1:_Glutamate_receptor_ionotropic,_kainate_1_(Rattus_norvegicus)",2075,0,12.7316,1.58938,4.77366,2.25509581531332
"chr3","EviAnn","gene",84823332,84845244,".","+",".","LOC_00003933","geneID=LOC_00003933","protein_coding","Superoxide_dismutase_[Cu-Zn]_(Caretta_caretta)",504.75,0,54.986,94.9658,49.9839333333333,5.64339252926947
"chr3","EviAnn","gene",84834157,84897038,".","-",".","LOC_00003934","geneID=LOC_00003934","protein_coding","SCAF4:_SR-related_and_CTD-associated_factor_4_(Homo_sapiens)",1236,115.677,88.7113,198.8,134.3961,7.07034746336539
"chr3","EviAnn","gene",85133113,85141367,".","-",".","LOC_00003936","geneID=LOC_00003936","protein_coding","MIS18A:_Protein_Mis18-alpha_(Otolemur_garnettii)",430.5,0,20.9855,0,6.99516666666667,2.80635843141562
"chr3","EviAnn","gene",85146168,85217663,".","-",".","LOC_00003938","geneID=LOC_00003938","protein_coding","URB1:_Nucleolar_pre-ribosomal-associated_protein_1_(Homo_sapiens)",291.453,169.628,332.404,132.884,211.638666666667,7.72545942361614
"chr3","EviAnn","gene",85345995,85445515,".","-",".","LOC_00003941","geneID=LOC_00003941","protein_coding","SYNJ1:_Synaptojanin-1_(Homo_sapiens)",1187.25,130.531,157.838,143.955,144.108,7.17100661716776
"chr3","EviAnn","gene",85445644,85496075,".","-",".","LOC_00003942","geneID=LOC_00003942","protein_coding","function_unknown",300,231.694,0,116.68,116.124666666667,6.85953064516382
"chr3","EviAnn","gene",85448591,85496589,".","-",".","LOC_00003943","geneID=LOC_00003943","protein_coding","PAXBP1:_PAX3-_and_PAX7-binding_protein_1_(Homo_sapiens)",2889,13.9739,7.49047,20.9488,14.1377233333333,3.82147790950724
"chr3","EviAnn","gene",85509576,85537005,".","-",".","LOC_00003944","geneID=LOC_00003944","protein_coding","EPCIP:_Exosomal_polycystin-1-interacting_protein_(Homo_sapiens)",672,0,16.7474,16.5858,11.1110666666667,3.47392541754071
"chr3","EviAnn","gene",85684536,85685503,".","+",".","LOC_00003945","geneID=LOC_00003945","protein_coding","OLIG2:_Oligodendrocyte_transcription_factor_2_(Gallus_gallus)",948,6.09089,47.4895,0,17.86013,4.158670676448
"chr3","EviAnn","gene",85731935,85732642,".","+",".","LOC_00003946","geneID=LOC_00003946","protein_coding","Olig1:_Oligodendrocyte_transcription_factor_1_(Rattus_norvegicus)",708,0,22.9943,0,7.66476666666667,2.93824187355832
"chr3","EviAnn","gene",85799167,85823663,".","-",".","LOC_00003947","geneID=LOC_00003947","protein_coding","function_unknown",429,18.0541,0,0,6.01803333333333,2.58929209764857
"chr3","EviAnn","gene",85823907,85894712,".","+",".","LOC_00003948","geneID=LOC_00003948","protein_coding","IFNAR2:_Interferon_alpha/beta_receptor_2_(Homo_sapiens)",727.079,76.3982,98.9107,19.9784,65.0957666666667,6.02449181942126
"chr3","EviAnn","gene",85823913,85863871,".","+",".","LOC_00003949","geneID=LOC_00003949","protein_coding","function_unknown",912,140.037,180.808,67.3374,129.394133333333,7.015628397501
"chr3","EviAnn","gene",85911671,85950872,".","+",".","LOC_00003950","geneID=LOC_00003950","protein_coding","IFNAR1:_Interferon_alpha/beta_receptor_1_(Bos_taurus)",1636,0,5.53028,0,1.84342666666667,0.882390025739748
"chr3","EviAnn","gene",85956992,85986356,".","+",".","LOC_00003951","geneID=LOC_00003951","protein_coding","IFNGR2:_Interferon_gamma_receptor_2_(Homo_sapiens)",912,0,0,5.49909,1.83303,0.874230397714705
"chr3","EviAnn","gene",85986204,86002781,".","-",".","LOC_00003952","geneID=LOC_00003952","protein_coding","Tmem50b:_Transmembrane_protein_50B_(Mus_musculus)",477,0,0,13.3002,4.4334,2.14841353439182
"chr3","EviAnn","gene",86004335,86008334,".","-",".","LOC_00003953","geneID=LOC_00003953","protein_coding","DNAJC28:_DnaJ_homolog_subfamily_C_member_28_(Homo_sapiens)",1134,0,4.24975,8.45769,4.23581333333333,2.08263901307715
"chr3","EviAnn","gene",86021088,86059113,".","+",".","LOC_00003954","geneID=LOC_00003954","protein_coding","GART:_Trifunctional_purine_biosynthetic_protein_adenosine-3_(Gallus_gallus)",2483.25,0,5.61921,0,1.87307,0.905404816700966
"chr3","EviAnn","gene",86063107,86117863,".","-",".","LOC_00003955","geneID=LOC_00003955","protein_coding","GART:_Trifunctional_purine_biosynthetic_protein_adenosine-3_(Gallus_gallus)",2847,5.32234,46.8799,44.2807,32.16098,5.00723946345641
"chr3","EviAnn","gene",86121408,86168166,".","+",".","LOC_00003956","geneID=LOC_00003956","protein_coding","SON:_Protein_SON_(Homo_sapiens)",9216,5.25355,8.53672,9.47566,7.75531,2.95518445070353
"chr3","EviAnn","gene",86166270,86176114,".","-",".","LOC_00003957","geneID=LOC_00003957","protein_coding","DONSON:_Protein_downstream_neighbor_of_Son_(Homo_sapiens)",1011.45,174.619,127.468,150.06,150.715666666667,7.23568558048308
"chr3","EviAnn","gene",86227544,86364117,".","+",".","LOC_00003958","geneID=LOC_00003958","protein_coding","ITSN1:_Intersectin-1_(Homo_sapiens)",3958.2,0,2.98957,0,0.996523333333333,-0.00502450910031906
"chr3","EviAnn","gene",86363715,86372227,".","-",".","LOC_00003959","geneID=LOC_00003959","protein_coding","Atp5po:_ATP_synthase_peripheral_stalk_subunit_OSCP,_mitochondrial_(Mus_musculus)",480,0,24.303,0,8.101,3.01810000750257
"chr3","EviAnn","gene",86684638,86686081,".","-",".","LOC_00003964","geneID=LOC_00003964","protein_coding","C21orf140:_Uncharacterized_protein_C21orf140_(Homo_sapiens)",759,168.752,244.711,194.167,202.543333333333,7.66208678960913
"chr3","EviAnn","gene",86794780,86849796,".","-",".","LOC_00003966","geneID=LOC_00003966","protein_coding","RCAN1:_Calcipressin-1_(Pongo_abelii)",684,0,20.4537,6.7615,9.07173333333333,3.18137823239522
"chr3","EviAnn","gene",86869241,86899705,".","+",".","LOC_00003968","geneID=LOC_00003968","protein_coding","Clic6:_Chloride_intracellular_channel_protein_6_(Rattus_norvegicus)",1968,2.64025,18.153,0,6.93108333333333,2.79308086426415
"chr3","EviAnn","gene",86930296,87160998,".","-",".","LOC_00003970","geneID=LOC_00003970","protein_coding","RUNX1:_Runt-related_transcription_factor_1_(Homo_sapiens)",871.667,0,32.5762,0,10.8587333333333,3.44078391807588
"chr3","EviAnn","gene",87074120,87154114,".","+",".","LOC_00003971","geneID=LOC_00003971","protein_coding","function_unknown",270,1006.26,527.69,178.194,570.714666666667,9.15662582875786
"chr3","EviAnn","gene",87645414,87658629,".","+",".","LOC_00003973","geneID=LOC_00003973","protein_coding","CBR1:_Carbonyl_reductase_[NADPH]_1_(Homo_sapiens)",831,0,0,6.17584,2.05861333333333,1.0416728758815
"chr3","EviAnn","gene",87679606,87771711,".","+",".","LOC_00003974","geneID=LOC_00003974","protein_coding","DOP1B:_Protein_DOP1B_(Homo_sapiens)",4707,2.09437,0,2.55437,1.54958,0.63187723870854
"chr3","EviAnn","gene",88025379,88101178,".","+",".","LOC_00003977","geneID=LOC_00003977","protein_coding","SIM2:_Single-minded_homolog_2_(Homo_sapiens)",1173,52.0066,48.1634,28.4475,42.8725,5.42198064156036
"chr3","EviAnn","gene",88103869,88270085,".","-",".","LOC_00003978","geneID=LOC_00003978","protein_coding","HLCS:_Biotin--protein_ligase_(Homo_sapiens)",1672.15,0,2.02776,0,0.67592,-0.565075591624186
"chr3","EviAnn","gene",88285569,88382659,".","+",".","LOC_00003981","geneID=LOC_00003981","protein_coding","TTC3:_E3_ubiquitin-protein_ligase_TTC3_(Homo_sapiens)",3126,6.42721,9.30427,6.31414,7.34854,2.87745764532478
"chr3","EviAnn","gene",88384732,88404476,".","-",".","LOC_00003982","geneID=LOC_00003982","protein_coding","VPS26C:_Vacuolar_protein_sorting-associated_protein_26C_(Homo_sapiens)",768,15.8308,0,0,5.27693333333333,2.39969975721363
"chr3","EviAnn","gene",88425255,88589764,".","+",".","LOC_00003983","geneID=LOC_00003983","protein_coding","DYRK1A:_Dual_specificity_tyrosine-phosphorylation-regulated_kinase_1A_(Homo_sapiens)",2085,2.47915,14.9091,4.25107,7.21310666666667,2.8506207583937
"chr3","EviAnn","gene",89604306,89691070,".","-",".","LOC_00003988","geneID=LOC_00003988","protein_coding","BRWD1:_Bromodomain_and_WD_repeat-containing_protein_1_(Homo_sapiens)",7893,6.76856,5.26354,3.68507,5.23905666666667,2.38930706656449
"chr3","EviAnn","gene",89697398,89721339,".","-",".","LOC_00003990","geneID=LOC_00003990","protein_coding","HMGN1:_Non-histone_chromosomal_protein_HMG-14_(Bos_taurus)",286.5,0,0,68.3261,22.7753666666667,4.50940237543164
"chr3","EviAnn","gene",89734071,89748450,".","-",".","LOC_00003991","geneID=LOC_00003991","protein_coding","LCA5L:_Lebercilin-like_protein_(Homo_sapiens)",2025,5.11846,6.59723,0,3.90523,1.96540751894034
"chr3","EviAnn","gene",89936570,89985424,".","+",".","LOC_00003996","geneID=LOC_00003996","protein_coding","Igsf5:_Immunoglobulin_superfamily_member_5_(Rattus_norvegicus)",1533,3.48137,14.9893,0,6.15689,2.62220179335857
"chr3","EviAnn","gene",90883257,90937829,".","+",".","LOC_00003999","geneID=LOC_00003999","protein_coding","Bace2:_Beta-secretase_2_(Rattus_norvegicus)",1569,13.5678,5.42465,33.0803,17.3575833333333,4.11749419268618
"chr3","EviAnn","gene",90972923,91011064,".","+",".","LOC_00004001","geneID=LOC_00004001","protein_coding","MX1:_Interferon-induced_GTP-binding_protein_Mx1_(Equus_caballus)",1318.29,0,2.78219,0,0.927396666666667,-0.108741553631159
"chr3","EviAnn","gene",91015219,91048709,".","+",".","LOC_00004002","geneID=LOC_00004002","protein_coding","MX1:_Interferon-induced_GTP-binding_protein_Mx1_(Equus_caballus)",1419.5,0,0,3.42661,1.14220333333333,0.191819499982202
"chr3","EviAnn","gene",91226950,91267540,".","-",".","LOC_00004004","geneID=LOC_00004004","protein_coding","Ripk4:_Receptor-interacting_serine/threonine-protein_kinase_4_(Mus_musculus)",2030.5,0,22.6103,37.3492,19.9865,4.32095394692282
"chr3","EviAnn","gene",91290928,91357338,".","-",".","LOC_00004005","geneID=LOC_00004005","protein_coding","Prdm15:_PR_domain_zinc_finger_protein_15_(Mus_musculus)",2493.12,12.2645,16.3692,8.16891,12.2675366666667,3.61677367839777
"chr3","EviAnn","gene",91360699,91410535,".","-",".","LOC_00004006","geneID=LOC_00004006","protein_coding","C2CD2:_C2_domain-containing_protein_2_(Homo_sapiens)",1944,10.7037,12.0893,9.72251,10.8385033333333,3.43809364653735
"chr3","EviAnn","gene",91410095,91529327,".","+",".","LOC_00004008","geneID=LOC_00004008","protein_coding","UMODL1:_Uromodulin-like_1_(Homo_sapiens)",4887,0,0.862391,0,0.287463666666667,-1.7985484735514
"chr3","EviAnn","gene",91414923,91445528,".","-",".","LOC_00004007","geneID=LOC_00004007","protein_coding","ZBTB21:_Zinc_finger_and_BTB_domain-containing_protein_21_(Homo_sapiens)",3153,66.8754,75.0821,34.0945,58.684,5.87489530576721
"chr3","EviAnn","gene",91647244,91710795,".","+",".","LOC_00004009","geneID=LOC_00004009","protein_coding","Abcg1:_ATP-binding_cassette_sub-family_G_member_1_(Mus_musculus)",2001,0,2.22804,0,0.74268,-0.429187367108015
"chr3","EviAnn","gene",91865935,91900056,".","+",".","LOC_00004014","geneID=LOC_00004014","protein_coding","UBASH3A:_Ubiquitin-associated_and_SH3_domain-containing_protein_A_(Homo_sapiens)",1065,5.29682,0,9.02438,4.77373333333333,2.25511797793565
"chr3","EviAnn","gene",92125769,92183190,".","-",".","LOC_00004019","geneID=LOC_00004019","protein_coding","WDR4:_tRNA_(guanine-N(7)-)-methyltransferase_non-catalytic_subunit_WDR4_(Bos_taurus)",1263,4.33944,0,0,1.44648,0.532546375738792
"chr3","EviAnn","gene",92170127,92195528,".","+",".","LOC_00004020","geneID=LOC_00004020","protein_coding","NDUFV3:_NADH_dehydrogenase_[ubiquinone]_flavoprotein_3,_mitochondrial_(Gorilla_gorilla_gorilla)",714,0,0,28.102,9.36733333333333,3.22763840387944
"chr3","EviAnn","gene",92436308,92461391,".","+",".","LOC_00004024","geneID=LOC_00004024","protein_coding","CRYAA:_Alpha-crystallin_A_chain_(Tupinambis_teguixin)",522,0,23.5201,0,7.84003333333333,2.97085978823493
"chr3","EviAnn","gene",92793520,92846682,".","-",".","LOC_00004027","geneID=LOC_00004027","protein_coding","HSF2BP:_Heat_shock_factor_2-binding_protein_(Homo_sapiens)",954,0,8.94908,0,2.98302666666667,1.57677687465462
"chr3","EviAnn","gene",92851194,92884763,".","+",".","LOC_00004028","geneID=LOC_00004028","protein_coding","RRP1B:_Ribosomal_RNA_processing_protein_1_homolog_B_(Homo_sapiens)",1730.25,0,4.76177,0,1.58725666666667,0.66653543742742
"chr3","EviAnn","gene",93078206,93197137,".","+",".","LOC_00004030","geneID=LOC_00004030","protein_coding","AGPAT3:_1-acyl-sn-glycerol-3-phosphate_acyltransferase_gamma_(Homo_sapiens)",1131,0,0,4.24209,1.41403,0.499812728628289
"chr3","EviAnn","gene",93217791,93229374,".","+",".","LOC_00004031","geneID=LOC_00004031","protein_coding","function_unknown",279,37.9076,265.333,66.8684,123.369666666667,6.94684390736529
"chr3","EviAnn","gene",93230608,93295184,".","+",".","LOC_00004032","geneID=LOC_00004032","protein_coding","TRAPPC10:_Trafficking_protein_particle_complex_subunit_10_(Homo_sapiens)",3645,1.36699,2.20713,1.10287,1.55899666666667,0.640617843373343
"chr3","EviAnn","gene",93322971,93343898,".","+",".","LOC_00004034","geneID=LOC_00004034","protein_coding","gatd3:_Glutamine_amidotransferase-like_class_1_domain-containing_protein_3,_mitochondrial_(Danio_rerio)",784.5,0,19.6241,17.5493,12.3911333333333,3.63123624197877
"chr3","EviAnn","gene",93342670,93370266,".","-",".","LOC_00004035","geneID=LOC_00004035","protein_coding","ICOSLG:_ICOS_ligand_(Homo_sapiens)",876.75,0,11.4456,0,3.8152,1.93175868784491
"chr3","EviAnn","gene",93920486,93968207,".","+",".","LOC_00004036","geneID=LOC_00004036","protein_coding","DIPK2B:_Divergent_protein_kinase_domain_2B_(Homo_sapiens)",651,29.4867,51.2844,25.2943,35.3551333333333,5.14384779498223
"chr3","EviAnn","gene",93972878,94156958,".","-",".","LOC_00004037","geneID=LOC_00004037","protein_coding","KDM6A:_Lysine-specific_demethylase_6A_(Homo_sapiens)",4227,16.3941,23.0686,25.0622,21.5083,4.42682159461384
"chr3","EviAnn","gene",94230264,94246335,".","+",".","LOC_00004039","geneID=LOC_00004039","protein_coding","FUNDC1:_FUN14_domain-containing_protein_1_(Gallus_gallus)",378.333,0,148.252,0,49.4173333333333,5.6269452566958
"chr3","EviAnn","gene",95326679,95544077,".","+",".","LOC_00004045","geneID=LOC_00004045","protein_coding","CASK:_Peripheral_plasma_membrane_protein_CASK_(Homo_sapiens)",2387.77,0,7.25402,0,2.41800666666667,1.27381822223537
"chr3","EviAnn","gene",95435152,95436279,".","-",".","LOC_00004046","geneID=LOC_00004046","protein_coding","Gpr34:_Probable_G-protein_coupled_receptor_34_(Mus_musculus)",1128,84.1395,68.4258,102.13,84.8984333333333,6.40766602625007
"chr3","EviAnn","gene",95556358,95562592,".","-",".","LOC_00004047","geneID=LOC_00004047","protein_coding","NYX:_Nyctalopin_(Homo_sapiens)",1416,30.4611,22.9692,13.0779,22.1694,4.4704978200435
"chr3","EviAnn","gene",95568870,95596946,".","-",".","LOC_00004048","geneID=LOC_00004048","protein_coding","DDX3X:_ATP-dependent_RNA_helicase_DDX3X_(Homo_sapiens)",2196,2.34349,4.02537,11.116,5.82828666666667,2.54307183869401
"chr3","EviAnn","gene",95631365,95642291,".","+",".","LOC_00004049","geneID=LOC_00004049","protein_coding","Rpl8:_Large_ribosomal_subunit_protein_uL2_(Rattus_norvegicus)",774,109.719,114.179,94.661,106.186333333333,6.7304542864159
"chr3","EviAnn","gene",95654063,95773833,".","-",".","LOC_00004050","geneID=LOC_00004050","protein_coding","USP9X:_Ubiquitin_carboxyl-terminal_hydrolase_9X_(Homo_sapiens)",7659,24.7472,13.0277,24.4303,20.7350666666667,4.37400078064172
"chr3","EviAnn","gene",95790525,95845666,".","+",".","LOC_00004051","geneID=LOC_00004051","protein_coding","MED14:_Mediator_of_RNA_polymerase_II_transcription_subunit_14_(Homo_sapiens)",3078.21,0,3.58788,0,1.19596,0.258169138058869
"chr3","EviAnn","gene",95851664,95873737,".","+",".","LOC_00004052","geneID=LOC_00004052","protein_coding","CXorf38:_Uncharacterized_protein_CXorf38_(Homo_sapiens)",528,13.1684,23.1225,11.428,15.9063,3.9915263810628
"chr3","EviAnn","gene",95901246,95923312,".","+",".","LOC_00004055","geneID=LOC_00004055","protein_coding","function_unknown",468,283.867,374.836,356.255,338.319333333333,8.40224181239039
"chr3","EviAnn","gene",96076050,96132875,".","+",".","LOC_00004056","geneID=LOC_00004056","protein_coding","function_unknown",372,0,20.0991,19.9429,13.3473333333333,3.73847962922976
"chr3","EviAnn","gene",96132364,96222478,".","+",".","LOC_00004057","geneID=LOC_00004057","protein_coding","BCOR:_BCL-6_corepressor_(Homo_sapiens)",3472.85,0,1.56387,0,0.52129,-0.939841910166914
"chr3","EviAnn","gene",96862331,96865592,".","+",".","LOC_00004059","geneID=LOC_00004059","protein_coding","function_unknown",495,115.879,51.0122,37.7118,68.201,6.09172098786795
"chr3","EviAnn","gene",96879009,96890520,".","+",".","LOC_00004060","geneID=LOC_00004060","protein_coding","function_unknown",351,276.422,66.554,197.887,180.287666666667,7.49415689632072
"chr3","EviAnn","gene",96887651,96901828,".","-",".","LOC_00004061","geneID=LOC_00004061","protein_coding","Mid1ip1:_Mid1-interacting_protein_1_(Mus_musculus)",516,149.827,95.7414,153.702,133.090133333333,7.05625981047082
"chr3","EviAnn","gene",97178021,97234567,".","+",".","LOC_00004064","geneID=LOC_00004064","protein_coding","RPGR:_X-linked_retinitis_pigmentosa_GTPase_regulator_(Canis_lupus_familiaris)",3372,2.9669,20.9618,2.01789,8.64886333333333,3.11251054071272
"chr3","EviAnn","gene",97243196,97296291,".","+",".","LOC_00004065","geneID=LOC_00004065","protein_coding","SRPX:_Sushi_repeat-containing_protein_SRPX_(Homo_sapiens)",1335,0,3.60464,0,1.20154666666667,0.264892682143294
