Chromosome	Source	Type	Start	Stop	Score	Strand	Phase	Name	GeneID	BioType	Function	Length	SRR2889295	SRR2889296	SRR2889297
NC_052545.1	Gnomon	gene	7248306	7251269	.	+	.	gene-LOC107054584	Name=LOC107054584	lncRNA	Dbxref=CGNC:77558,GeneID:107054584	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	7267204	7285448	.	-	.	gene-LOC112533452	Name=LOC112533452	lncRNA	Dbxref=CGNC:86102,GeneID:112533452	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	7285757	7296882	.	+	.	gene-KDM8	Name=KDM8	protein_coding	Dbxref=CGNC:4734,GeneID:416583	1206	1.33954	1.00352	1.30002
NC_052545.1	Gnomon	gene	7292186	7298363	.	-	.	gene-NSMCE1	Name=NSMCE1	protein_coding	Dbxref=CGNC:4739,GeneID:416584	771	3.40705	3.97073	4.07984
NC_052545.1	BestRefSeq	gene	7297814	7297920	.	-	.	gene-MIR6548	Name=MIR6548	miRNA	Dbxref=CGNC:71745,GeneID:102465316,miRBase:MI0022365	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	7298496	7313242	.	+	.	gene-IL4R	Name=IL4R	protein_coding	Dbxref=CGNC:4745,GeneID:416585	2991	1.87195	2.11898	1.91334
NC_052545.1	BestRefSeq%2CGnomon	gene	7316405	7332566	.	+	.	gene-IL21R	Name=IL21R	protein_coding	Dbxref=CGNC:4749,GeneID:416586	1859	0	0.217947	0
NC_052545.1	Gnomon	gene	7335698	7348272	.	+	.	gene-IL9R	Name=IL9R	protein_coding	Dbxref=CGNC:4813,GeneID:416587	1446	0	0	0
NC_052545.1	BestRefSeq%2CGnomon	gene	7351335	7382398	.	+	.	gene-PDPK1	Name=PDPK1	protein_coding	Dbxref=CGNC:50287,GeneID:416588	1386.45	3.57727	3.55423	3.81094
NC_052545.1	Gnomon	gene	7382666	7412801	.	+	.	gene-KCTD5	Name=KCTD5	protein_coding	Dbxref=CGNC:4839,GeneID:416589	705.421	5.39212	8.37944	8.28438
NC_052545.1	BestRefSeq%2CGnomon	gene	7415859	7429175	.	+	.	gene-UBE2I	Name=UBE2I	protein_coding	Dbxref=CGNC:4844,GeneID:374123	477	18.7522	13.383	13.814
NC_052545.1	BestRefSeq	gene	7430136	7433251	.	-	.	gene-TSR3	Name=TSR3	protein_coding	Dbxref=CGNC:4847,GeneID:416590	936	2.69576	3.36603	2.76382
NC_052545.1	BestRefSeq	gene	7433268	7442285	.	+	.	gene-GNPTG	Name=GNPTG	protein_coding	Dbxref=CGNC:4854,GeneID:416591	924	7.0714	6.15228	7.48431
NC_052545.1	BestRefSeq	gene	7442460	7443792	.	+	.	gene-C14H16orf91	Name=C14H16orf91	protein_coding	Dbxref=CGNC:83891,GeneID:112533442	381	24.1362	39.9483	24.2149
NC_052545.1	Gnomon	gene	7442468	7480047	.	+	.	gene-UNKL	Name=UNKL	protein_coding	Dbxref=CGNC:4861,GeneID:416593	2045.03	4.20642	4.9474	3.26874
NC_052545.1	BestRefSeq	gene	7490624	7536147	.	+	.	gene-BMERB1	Name=BMERB1	protein_coding	Dbxref=CGNC:4865,GeneID:416594	615	0	0.377907	0
NC_052545.1	Gnomon	gene	7490855	7518303	.	-	.	gene-LOC112533443	Name=LOC112533443	lncRNA	Dbxref=CGNC:86097,GeneID:112533443	NA	NA	NA	NA
NC_052545.1	BestRefSeq%2CGnomon	gene	7539728	7567323	.	-	.	gene-MARF1	Name=MARF1	protein_coding	Dbxref=CGNC:4881,GeneID:416595	5226	1.992	2.67144	2.5348
NC_052545.1	BestRefSeq%2CGnomon	gene	7564162	7581453	.	+	.	gene-NDE1	Name=NDE1	protein_coding	Dbxref=CGNC:4900,GeneID:416597	1029	1.80896	3.01159	1.02989
NC_052545.1	BestRefSeq%2CGnomon	gene	7581494	7638264	.	-	.	gene-MYH11	Name=MYH11	protein_coding	Dbxref=CGNC:4917,GeneID:396211	5940	7.41512	8.6607	8.66999
NC_052545.1	Gnomon	gene	7601180	7603144	.	+	.	gene-LOC121106799	Name=LOC121106799	lncRNA	Dbxref=CGNC:86680,GeneID:121106799	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	7613395	7643816	.	+	.	gene-LOC107054621	Name=LOC107054621	lncRNA	Dbxref=CGNC:77594,GeneID:107054621	NA	NA	NA	NA
NC_052545.1	BestRefSeq%2CGnomon	gene	7643800	7648827	.	-	.	gene-FOPNL	Name=FOPNL	protein_coding	Dbxref=CGNC:4927,GeneID:416598	378.639	27.4254	13.9813	16.3603
NC_052545.1	BestRefSeq%2CGnomon	gene	7648833	7700212	.	+	.	gene-ABCC1	Name=ABCC1	protein_coding	Dbxref=CGNC:49308,GeneID:395416	4578	0.841188	0.745882	0.695723
NC_052545.1	BestRefSeq%2CGnomon	gene	7702655	7728103	.	-	.	gene-ABCC6	Name=ABCC6	protein_coding	Dbxref=CGNC:5057,GeneID:416600	4354.38	11.854	14.178	13.3214
NC_052545.1	Gnomon	gene	7723609	7725976	.	+	.	gene-LOC121106797	Name=LOC121106797	lncRNA	Dbxref=CGNC:86678,GeneID:121106797	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	7727880	7753285	.	+	.	gene-PM5	Name=PM5	protein_coding	Dbxref=CGNC:50291,GeneID:416602	3627	24.8365	24.0931	24.2857
NC_052545.1	BestRefSeq	gene	7740180	7740288	.	+	.	gene-MIR1786	Name=MIR1786	miRNA	Dbxref=CGNC:60699,GeneID:100315839,miRBase:MI0007529	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	8023951	8170270	.	+	.	gene-XYLT1	Name=XYLT1	protein_coding	Dbxref=CGNC:5099,GeneID:414781	2730	0.687003	0.95953	0.702274
NC_052545.1	BestRefSeq	gene	8147698	8147783	.	+	.	gene-MIR1644	Name=MIR1644	miRNA	Dbxref=CGNC:60775,GeneID:100315915,miRBase:MI0007376	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	8175062	8312764	.	-	.	gene-LOC101748004	Name=LOC101748004	lncRNA	Dbxref=CGNC:67495,GeneID:101748004	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	8326858	8331648	.	-	.	gene-RPS15A	Name=RPS15A	protein_coding	Dbxref=CGNC:5109,GeneID:427675	424.232	916.354	930.235	847.964
NC_052545.1	BestRefSeq	gene	8332048	8338830	.	-	.	gene-ARL6IP1	Name=ARL6IP1	protein_coding	Dbxref=CGNC:5116,GeneID:416604	612	44.5429	33.4697	43.0626
NC_052545.1	Gnomon	gene	8339015	8341542	.	+	.	gene-LOC124417198	Name=LOC124417198	lncRNA	Dbxref=GeneID:124417198	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	8341071	8401423	.	-	.	gene-SMG1	Name=SMG1	protein_coding	Dbxref=CGNC:50293,GeneID:416605	10989	2.48878	2.45298	2.54159
NC_052545.1	Gnomon	gene	8426807	8432841	.	-	.	gene-CLEC19A	Name=CLEC19A	protein_coding	Dbxref=CGNC:57026,GeneID:771758	564	0	0	0
NC_052545.1	Gnomon	gene	8433754	8464203	.	-	.	gene-SYT17	Name=SYT17	protein_coding	Dbxref=CGNC:5168,GeneID:416608	1248	0.483189	0.16088	0.824654
NC_052545.1	Gnomon	gene	8470690	8474896	.	-	.	gene-LOC124417199	Name=LOC124417199	protein_coding	Dbxref=GeneID:124417199	879	0	0	0.248303
NC_052545.1	Gnomon	gene	8473623	8479087	.	-	.	gene-ITPRIPL2	Name=ITPRIPL2	protein_coding	Dbxref=CGNC:56898,GeneID:771589	2103	0.453537	0.362398	0.278287
NC_052545.1	BestRefSeq%2CGnomon	gene	8480900	8493194	.	-	.	gene-COQ7	Name=COQ7	protein_coding	Dbxref=CGNC:5180,GeneID:416609	646.448	26.235	27.9984	27.3718
NC_052545.1	BestRefSeq%2CGnomon	gene	8493494	8507573	.	-	.	gene-TMC7	Name=TMC7	protein_coding	Dbxref=CGNC:5200,GeneID:416610	2175	0.874891	1.05346	0.995463
NC_052545.1	Gnomon	gene	8506456	8535963	.	+	.	gene-TMC5	Name=TMC5	protein_coding	Dbxref=CGNC:5217,GeneID:416611	2613	0.791538	0.718714	1.39768
NC_052545.1	Gnomon	gene	8530339	8543061	.	-	.	gene-GDE1	Name=GDE1	protein_coding	Dbxref=CGNC:50295,GeneID:416612	697.266	13.8405	11.0814	9.17191
NC_052545.1	Gnomon	gene	8542605	8560391	.	+	.	gene-CCP110	Name=CCP110	protein_coding	Dbxref=CGNC:50296,GeneID:416613	3027	1.10914	1.16934	1.19662
NC_052545.1	Gnomon	gene	8563803	8590142	.	+	.	gene-C16orf52	Name=C16orf52	protein_coding	Dbxref=CGNC:50297,GeneID:416615	504	2.97247	0.989946	1.53161
NC_052545.1	Gnomon	gene	8568978	8574279	.	-	.	gene-LOC107054626	Name=LOC107054626	lncRNA	Dbxref=CGNC:77599,GeneID:107054626	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	8590252	8619518	.	+	.	gene-VWA3A	Name=VWA3A	protein_coding	Dbxref=CGNC:50298,GeneID:416616	3237.75	0	0.066086	0.114502
NC_052545.1	Gnomon	gene	8619051	8642095	.	+	.	gene-LOC771638	Name=LOC771638	protein_coding	Dbxref=CGNC:56934,GeneID:771638	1209	0	0.166781	0
NC_052545.1	BestRefSeq%2CGnomon	gene	8642920	8654353	.	+	.	gene-SDR42E2	Name=SDR42E2	protein_coding	Dbxref=CGNC:50299,GeneID:416618	1311	0	0	0.161838
NC_052545.1	tRNAscan-SE	gene	8654762	8654843	.	-	.	gene-TRNAL-UAG	Name=TRNAL-UAG	tRNA	Dbxref=GeneID:112533481	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	8655740	8682393	.	+	.	gene-EEF2K	Name=EEF2K	protein_coding	Dbxref=CGNC:5269,GeneID:416619	2208.15	30.4733	29.1079	26.2992
NC_052545.1	Gnomon	gene	8673812	8681937	.	-	.	gene-LOC121106841	Name=LOC121106841	lncRNA	Dbxref=CGNC:86722,GeneID:121106841	NA	NA	NA	NA
NC_052545.1	tRNAscan-SE	gene	8684020	8684101	.	+	.	gene-TRNAL-AAG	Name=TRNAL-AAG	tRNA	Dbxref=GeneID:112533480	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	8684207	8709970	.	+	.	gene-POLR3E	Name=POLR3E	protein_coding	Dbxref=CGNC:5287,GeneID:416620	2097	3.82142	2.63546	3.66075
NC_052545.1	BestRefSeq%2CGnomon	gene	8709973	8724735	.	-	.	gene-CDR2	Name=CDR2	protein_coding	Dbxref=CGNC:66262,GeneID:416621	1314	0.455893	0.723645	0.933522
NC_052545.1	Gnomon	gene	8717426	8739931	.	+	.	gene-LOC416622	Name=LOC416622	protein_coding	Dbxref=CGNC:50300,GeneID:416622	1401	1.98006	1.43401	2.00359
NC_052545.1	Gnomon	gene	8740231	8743541	.	-	.	gene-LOC107054628	Name=LOC107054628	lncRNA	Dbxref=CGNC:77601,GeneID:107054628	NA	NA	NA	NA
NC_052545.1	BestRefSeq%2CGnomon	gene	8742599	8760947	.	+	.	gene-METTL9	Name=METTL9	protein_coding	Dbxref=CGNC:5318,GeneID:416623	965.167	3.03312	5.40485	2.66233
NC_052545.1	BestRefSeq%2CGnomon	gene	8753905	8759438	.	-	.	gene-IGSF6	Name=IGSF6	protein_coding	Dbxref=CGNC:5332,GeneID:771906	699	4.4921	5.44915	4.61395
NC_052545.1	Gnomon	gene	8761585	8800124	.	+	.	gene-OTOA	Name=OTOA	protein_coding	Dbxref=CGNC:5340,GeneID:416624	2742	0.136765	0.136601	0.349512
NC_052545.1	BestRefSeq	gene	8802890	8814791	.	+	.	gene-KDELR2	Name=KDELR2	protein_coding	Dbxref=CGNC:57149,GeneID:771927	639	45.7052	28.7621	34.7723
NC_052545.1	BestRefSeq%2CGnomon	gene	8815659	8828486	.	+	.	gene-DAGLB	Name=DAGLB	protein_coding	Dbxref=CGNC:5377,GeneID:416625	2004	2.29295	2.29024	2.34511
NC_052545.1	BestRefSeq%2CGnomon	gene	8829045	8842913	.	-	.	gene-RAC1	Name=RAC1	protein_coding	Dbxref=CGNC:49523,GeneID:395871	581.14	70.9343	60.1662	57.7458
NC_052545.1	Gnomon	gene	8841896	8919995	.	+	.	gene-CYTH3	Name=CYTH3	protein_coding	Dbxref=CGNC:5402,GeneID:416626	1194	3.04847	2.87586	2.77526
NC_052545.1	Gnomon	gene	8850076	8897381	.	+	.	gene-SMIM10L1	Name=SMIM10L1	protein_coding	Dbxref=CGNC:63256,GeneID:100859904	207	2.79619	5.60329	5.95826
NC_052545.1	Gnomon	gene	8853607	8868992	.	-	.	gene-LOC124417201	Name=LOC124417201	lncRNA	Dbxref=GeneID:124417201	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	8899934	8906591	.	-	.	gene-LOC121106843	Name=LOC121106843	lncRNA	Dbxref=CGNC:86724,GeneID:121106843	NA	NA	NA	NA
NC_052545.1	BestRefSeq%2CGnomon	gene	8912037	8987323	.	-	.	gene-RMI2	Name=RMI2	protein_coding	Dbxref=CGNC:5408,GeneID:416628	414	5.95387	8.59345	7.52279
NC_052545.1	BestRefSeq%2CGnomon	gene	8952774	8955462	.	+	.	gene-SOCS1	Name=SOCS1	protein_coding	Dbxref=CGNC:5410,GeneID:416630	624	0	1.85399	0.381593
NC_052545.1	Gnomon	gene	9004621	9067603	.	-	.	gene-CLEC16A	Name=CLEC16A	protein_coding	Dbxref=CGNC:5415,GeneID:416632	3114.4	2.75102	2.62592	2.85316
NC_052545.1	BestRefSeq%2CGnomon	gene	9068335	9075832	.	+	.	gene-DEXI	Name=DEXI	protein_coding	Dbxref=CGNC:57016,GeneID:771742	282	7.80324	6.50187	1.36083
NC_052545.1	Gnomon	gene	9077183	9117051	.	-	.	gene-CIITA	Name=CIITA	protein_coding	Dbxref=CGNC:50302,GeneID:416633	3415.2	0	0	0.056981
NC_052545.1	Gnomon	gene	9117583	9127566	.	+	.	gene-TVP23A	Name=TVP23A	protein_coding	Dbxref=CGNC:5452,GeneID:771988	642	0.715416	1.08518	0.744392
NC_052545.1	BestRefSeq%2CGnomon	gene	9128252	9202454	.	-	.	gene-NUBP1	Name=NUBP1	protein_coding	Dbxref=CGNC:5471,GeneID:416634	972	7.73495	6.00947	7.48827
NC_052545.1	Gnomon	gene	9132983	9155375	.	+	.	gene-TEKT5	Name=TEKT5	protein_coding	Dbxref=CGNC:5485,GeneID:416635	1452	0	0	0
NC_052545.1	Gnomon	gene	9165288	9174745	.	+	.	gene-LOC124417200	Name=LOC124417200	lncRNA	Dbxref=GeneID:124417200	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	9201490	9223464	.	+	.	gene-EMP2	Name=EMP2	protein_coding	Dbxref=CGNC:5488,GeneID:416636	504	3.9633	4.94973	4.59484
NC_052545.1	Gnomon	gene	9261174	9422091	.	+	.	gene-GRIN2A	Name=GRIN2A	protein_coding	Dbxref=CGNC:5502,GeneID:427678	4239	0.260244	0.138705	0.174705
NC_052545.1	Gnomon	gene	9497974	9599827	.	+	.	gene-LOC107054633	Name=LOC107054633	lncRNA	Dbxref=CGNC:77606,GeneID:107054633	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	9557282	9659591	.	-	.	gene-LOC101751275	Name=LOC101751275	lncRNA	Dbxref=CGNC:70700,GeneID:101751275	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	9741873	9745857	.	+	.	gene-LOC107054585	Name=LOC107054585	lncRNA	Dbxref=CGNC:77559,GeneID:107054585	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	9746072	9861525	.	-	.	gene-LOC121106772	Name=LOC121106772	lncRNA	Dbxref=CGNC:86653,GeneID:121106772	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	9756677	9758871	.	+	.	gene-LOC100858908	Name=LOC100858908	lncRNA	Dbxref=CGNC:64204,GeneID:100858908	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	9761131	9763567	.	+	.	gene-LOC121106771	Name=LOC121106771	protein_coding	Dbxref=CGNC:86652,GeneID:121106771	834	0	0	0
NC_052545.1	Gnomon	gene	9868227	9883899	.	-	.	gene-C16orf72	Name=C16orf72	protein_coding	Dbxref=CGNC:50304,GeneID:416639	822	13.1256	12.8494	10.7733
NC_052545.1	Gnomon	gene	9913079	9920782	.	+	.	gene-LOC121106773	Name=LOC121106773	lncRNA	Dbxref=CGNC:86654,GeneID:121106773	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	9927506	9930008	.	-	.	gene-LOC112533470	Name=LOC112533470	protein_coding	Dbxref=CGNC:86109,GeneID:112533470	999	0.624184	0.623497	0.639742
NC_052545.1	BestRefSeq%2CGnomon	gene	9929780	9994482	.	+	.	gene-USP7	Name=USP7	protein_coding	Dbxref=CGNC:5523,GeneID:395126	2399.6	18.9838	18.7323	16.038
NC_052545.1	Gnomon	gene	9998181	10010734	.	-	.	gene-LOC107054634	Name=LOC107054634	protein_coding	Dbxref=CGNC:77607,GeneID:107054634	426	0	0	0
NC_052545.1	Gnomon	gene	10036739	10063840	.	+	.	gene-CARHSP1	Name=CARHSP1	protein_coding	Dbxref=CGNC:5529,GeneID:416640	459	9.63138	10.7555	11.1082
NC_052545.1	BestRefSeq	gene	10064682	10071816	.	-	.	gene-PMM2	Name=PMM2	protein_coding	Dbxref=CGNC:5536,GeneID:427679	744	8.30851	8.8927600000000009	9.13926
NC_052545.1	Gnomon	gene	10071842	10090865	.	+	.	gene-TMEM186	Name=TMEM186	protein_coding	Dbxref=CGNC:50305,GeneID:416641	735	1.20506	2.10667	3.40252
NC_052545.1	Gnomon	gene	10075587	10118451	.	-	.	gene-ABAT	Name=ABAT	protein_coding	Dbxref=CGNC:5542,GeneID:416642	1501.04	9.69354	6.79914	7.50329
NC_052545.1	Gnomon	gene	10108625	10118846	.	+	.	gene-LOC107054581	Name=LOC107054581	protein_coding	Dbxref=CGNC:77555,GeneID:107054581	816	0	0	0
NC_052545.1	BestRefSeq%2CGnomon	gene	10120520	10780716	.	-	.	gene-METTL22	Name=METTL22	protein_coding	Dbxref=CGNC:178,GeneID:425865	1182	1.88453	2.90916	1.93016
NC_052545.1	Gnomon	gene	10130758	10149281	.	+	.	gene-TMEM114	Name=TMEM114	protein_coding	Dbxref=CGNC:57122,GeneID:771894	765	0	0	0
NC_052545.1	Gnomon	gene	10165286	10166841	.	+	.	gene-LOC121106775	Name=LOC121106775	protein_coding	Dbxref=CGNC:86656,GeneID:121106775	954	0.219644	0	0
NC_052545.1	Gnomon	gene	10266179	10289585	.	+	.	gene-LOC107054638	Name=LOC107054638	lncRNA	Dbxref=CGNC:77611,GeneID:107054638	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	10869187	11617981	.	-	.	gene-RBFOX1	Name=RBFOX1	protein_coding	Dbxref=CGNC:50306,GeneID:416645	1227.18	0	0	0
NC_052545.1	Gnomon	gene	11442058	11444641	.	+	.	gene-LOC112533448	Name=LOC112533448	protein_coding	Dbxref=CGNC:86099,GeneID:112533448	558	0	0	0
NC_052545.1	Gnomon	gene	11597894	11602280	.	-	.	gene-LOC101752299	Name=LOC101752299	lncRNA	Dbxref=CGNC:71706,GeneID:101752299	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	11645832	11650634	.	+	.	gene-LOC107054639	Name=LOC107054639	lncRNA	Dbxref=CGNC:77612,GeneID:107054639	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	11796749	11797884	.	+	.	gene-LOC121106782	Name=LOC121106782	protein_coding	Dbxref=CGNC:86663,GeneID:121106782	570	0	0	0
NC_052545.1	Gnomon	gene	11806017	11818988	.	+	.	gene-IL20RB	Name=IL20RB	protein_coding	Dbxref=CGNC:9943,GeneID:768437	942	0	0	0
NC_052545.1	Gnomon	gene	11832167	11890376	.	+	.	gene-GSG1L	Name=GSG1L	protein_coding	Dbxref=CGNC:9944,GeneID:426763	1533	0	0	0
NC_052545.1	Gnomon	gene	11836223	11861300	.	-	.	gene-LOC107054642	Name=LOC107054642	lncRNA	Dbxref=CGNC:77615,GeneID:107054642	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	11868052	11874886	.	-	.	gene-LOC121106765	Name=LOC121106765	lncRNA	Dbxref=CGNC:86646,GeneID:121106765	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	11878432	11896128	.	-	.	gene-LOC121106766	Name=LOC121106766	lncRNA	Dbxref=CGNC:86647,GeneID:121106766	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	11900554	11966650	.	-	.	gene-KATNIP	Name=KATNIP	protein_coding	Dbxref=CGNC:52785,GeneID:426427	4563	0.602889	0.682436	0.773314
NC_052545.1	Gnomon	gene	11954229	11992347	.	+	.	gene-GTF3C1	Name=GTF3C1	protein_coding	Dbxref=CGNC:50307,GeneID:416646	6076.4	3.95158	4.05306	3.36964
NC_052545.1	BestRefSeq	gene	11992467	11993094	.	-	.	gene-POLR3K	Name=POLR3K	protein_coding	Dbxref=CGNC:13125,GeneID:768505	327	39.1456	43.0391	64.1242
NC_052545.1	Gnomon	gene	11993100	11995645	.	+	.	gene-SNRNP25	Name=SNRNP25	protein_coding	Dbxref=CGNC:23850,GeneID:425933	438	111.733	114.676	109.744
NC_052545.1	Gnomon	gene	11995762	12065182	.	-	.	gene-RHBDF1	Name=RHBDF1	protein_coding	Dbxref=CGNC:5609,GeneID:416647	2564.5	11.4505	10.5569	9.67791
NC_052545.1	Gnomon	gene	12049935	12063423	.	+	.	gene-MPG	Name=MPG	protein_coding	Dbxref=CGNC:66263,GeneID:416648	819	5.27363	7.90205	8.11618
NC_052545.1	Gnomon	gene	12065763	12107713	.	-	.	gene-NPRL3	Name=NPRL3	protein_coding	Dbxref=CGNC:5623,GeneID:416649	1516.09	7.5142	7.07812	6.13404
NC_052545.1	BestRefSeq	gene	12111897	12113528	.	+	.	gene-HBZ	Name=HBZ	protein_coding	Dbxref=CGNC:50308,GeneID:416650	429	0	0	0.647263
NC_052545.1	BestRefSeq	gene	12115577	12116504	.	+	.	gene-HBAD	Name=HBAD	protein_coding	Dbxref=CGNC:50309,GeneID:416651	426	1642.6	1388.85	940.843
NC_052545.1	BestRefSeq	gene	12118602	12119420	.	+	.	gene-HBA1	Name=HBA1	protein_coding	Dbxref=CGNC:50310,GeneID:416652	429	3542.38	3458.82	2235.65
NC_052545.1	Gnomon	gene	12125066	12142816	.	+	.	gene-TMEM8A	Name=TMEM8A	protein_coding	Dbxref=CGNC:5633,GeneID:427681	2237.27	14.3455	10.8537	12.7228
NC_052545.1	BestRefSeq	gene	12143003	12146147	.	+	.	gene-MRPL28	Name=MRPL28	protein_coding	Dbxref=CGNC:5635,GeneID:426121	756	41.0167	39.5211	42.1053
NC_052545.1	BestRefSeq%2CGnomon	gene	12159297	12235940	.	+	.	gene-AXIN1	Name=AXIN1	protein_coding	Dbxref=CGNC:49477,GeneID:395786	2526	3.65481	4.9169	3.58396
NC_052545.1	Gnomon	gene	12171932	12177358	.	-	.	gene-LOC121106767	Name=LOC121106767	lncRNA	Dbxref=CGNC:86648,GeneID:121106767	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	12186023	12192655	.	-	.	gene-LOC121106768	Name=LOC121106768	lncRNA	Dbxref=CGNC:86649,GeneID:121106768	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	12236551	12241037	.	-	.	gene-PDIA2	Name=PDIA2	protein_coding	Dbxref=CGNC:65167,GeneID:100857897	1620	0.240848	0.120283	0
NC_052545.1	Gnomon	gene	12241219	12244199	.	-	.	gene-ARHGDIG	Name=ARHGDIG	protein_coding	Dbxref=CGNC:64178,GeneID:100858938	684	7.25569	5.60102	5.75973
NC_052545.1	Gnomon	gene	12245015	12249189	.	+	.	gene-RGS11	Name=RGS11	protein_coding	Dbxref=CGNC:5662,GeneID:395621	1356	0.880146	1.53562	3.29041
NC_052545.1	Gnomon	gene	12250476	12269244	.	-	.	gene-FAM234A	Name=FAM234A	protein_coding	Dbxref=CGNC:5671,GeneID:416653	1653	51.0019	54.1189	52.3045
NC_052545.1	BestRefSeq	gene	12269276	12269341	.	+	.	gene-MIR1763	Name=MIR1763	miRNA	Dbxref=CGNC:60687,GeneID:100315827,miRBase:MI0007505	NA	NA	NA	NA
NC_052545.1	BestRefSeq	gene	12270128	12270198	.	-	.	gene-MIR1564	Name=MIR1564	miRNA	Dbxref=CGNC:60575,GeneID:100315715,miRBase:MI0007289	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	12270227	12286497	.	-	.	gene-LUC7L	Name=LUC7L	protein_coding	Dbxref=CGNC:5684,GeneID:416654	999	8.53051	13.3801	13.2213
NC_052545.1	Gnomon	gene	12276267	12292512	.	+	.	gene-LOC416655	Name=LOC416655	protein_coding	Dbxref=CGNC:50311,GeneID:416655	798.716	25.5559	24.7372	24.7231
NC_052545.1	BestRefSeq%2CGnomon	gene	12293197	12309901	.	-	.	gene-CLCN7	Name=CLCN7	protein_coding	Dbxref=CGNC:5706,GeneID:416656	2409	6.2755	6.89478	5.77456
NC_052545.1	BestRefSeq	gene	12312007	12316851	.	+	.	gene-ECI1	Name=ECI1	protein_coding	Dbxref=CGNC:50312,GeneID:416657	927	108.163	118.26	109.502
NC_052545.1	BestRefSeq	gene	12317100	12320157	.	-	.	gene-DNASE1L2	Name=DNASE1L2	protein_coding	Dbxref=CGNC:53163,GeneID:112533475	837	0	0	0
NC_052545.1	BestRefSeq	gene	12322771	12327357	.	-	.	gene-DNASE1	Name=DNASE1	protein_coding	Dbxref=CGNC:49445,GeneID:395725	849	0	0	0
NC_052545.1	Gnomon	gene	12327440	12333950	.	+	.	gene-C7orf26	Name=C7orf26	protein_coding	Dbxref=CGNC:5727,GeneID:416658	1356	1.46691	2.78393	2.70311
NC_052545.1	Gnomon	gene	12329829	12333489	.	-	.	gene-LOC121106800	Name=LOC121106800	lncRNA	Dbxref=CGNC:86681,GeneID:121106800	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	12334232	12351322	.	+	.	gene-NAA60	Name=NAA60	protein_coding	Dbxref=CGNC:50313,GeneID:416659	729	3.04363	5.77694	2.81268
NC_052545.1	BestRefSeq%2CGnomon	gene	12352132	12354585	.	-	.	gene-NUDT16L1	Name=NUDT16L1	protein_coding	Dbxref=CGNC:20168,GeneID:395557	935.676	70.3432	60.2544	68.5716
NC_052545.1	Gnomon	gene	12355008	12407281	.	-	.	gene-MGRN1	Name=MGRN1	protein_coding	Dbxref=CGNC:5748,GeneID:416660	1663.8	27.717	32.5238	30.2817
NC_052545.1	BestRefSeq	gene	12394757	12394866	.	-	.	gene-MIR6714	Name=MIR6714	miRNA	Dbxref=CGNC:71849,GeneID:102465421,miRBase:MI0022536	NA	NA	NA	NA
NC_052545.1	Gnomon	gene	12405153	12410888	.	+	.	gene-UBALD1	Name=UBALD1	protein_coding	Dbxref=CGNC:5751,GeneID:416661	489	43.4325	54.2433	45.8432
NC_052545.1	Gnomon	gene	12411524	12416316	.	-	.	gene-C16orf96	Name=C16orf96	protein_coding	Dbxref=CGNC:54877,GeneID:768955	1743	1.22266	2.06723	1.65835
NC_052545.1	BestRefSeq%2CGnomon	gene	12416524	12427222	.	+	.	gene-CDIP1	Name=CDIP1	protein_coding	Dbxref=CGNC:5760,GeneID:416662	606	20.0547	30.912	34.1999
NC_052545.1	Gnomon	gene	12427664	12435451	.	-	.	gene-HMOX2	Name=HMOX2	protein_coding	Dbxref=CGNC:5763,GeneID:416663	941.487	58.2284	80.6651	72.7468
NC_052545.1	Gnomon	gene	12436717	12440571	.	-	.	gene-ZKSCAN7	Name=ZKSCAN7	protein_coding	Dbxref=CGNC:50314,GeneID:416664	1230	1.63737	1.14486	1.05896
