Chromosome	Source	Type	Start	Stop	Score	Strand	Phase	Name	GeneID	BioType	Function	Length	rna_10	rna_16	rna_KI01
chr3	EviAnn	gene	105395626	105400790	.	-	.	XLOC_011358U_lncRNA	geneID=XLOC_011358U_lncRNA	lncRNA	function_unknown	2104	0	0	0
chr3	EviAnn	gene	105395681	105429441	.	+	.	LOC_00004097	geneID=LOC_00004097	protein_coding	ACOT9:_Acyl-coenzyme_A_thioesterase_9,_mitochondrial_(Bos_taurus)	7576.77	151.034	127.277	95.6868
chr3	EviAnn	gene	105433718	105445078	.	-	.	LOC_00004098	geneID=LOC_00004098	protein_coding	Prdx4:_Peroxiredoxin-4_(Mus_musculus)	1192	2.00275	2.30063	10.5497
chr3	EviAnn	gene	105569797	105650631	.	-	.	LOC_00004099	geneID=LOC_00004099	protein_coding	PTCHD1:_Patched_domain-containing_protein_1_(Homo_sapiens)	3049	0	0	0
chr3	EviAnn	gene	106309426	106468651	.	-	.	LOC_00004100	geneID=LOC_00004100	protein_coding	Phex:_Phosphate-regulating_neutral_endopeptidase_PHEX_(Mus_musculus)	4234	0	0	0
chr3	EviAnn	gene	106513001	106536233	.	+	.	LOC_00004101	geneID=LOC_00004101	protein_coding	function_unknown	16577	402.581	293.624	235.712
chr3	EviAnn	gene	106536298	106585042	.	-	.	LOC_00004102	geneID=LOC_00004102	protein_coding	MBTPS2:_Membrane-bound_transcription_factor_site-2_protease_(Cricetulus_griseus)	9799.06	40.7198	24.8177	25.6981
chr3	EviAnn	gene	106583678	106640232	.	+	.	LOC_00004103	geneID=LOC_00004103	protein_coding	SMPX:_Small_muscular_protein_(Sus_scrofa)	740.286	0	4.76776	19.8129
chr3	EviAnn	gene	106657666	106659456	.	+	.	LOC_00004104	geneID=LOC_00004104	protein_coding	KLHL34:_Kelch-like_protein_34_(Homo_sapiens)	1791	0	0	0
chr3	EviAnn	gene	106665061	106867871	.	-	.	LOC_00004105	geneID=LOC_00004105	protein_coding	Cnksr2:_Connector_enhancer_of_kinase_suppressor_of_ras_2_(Mus_musculus)	3150.4	0	0	0
chr3	EviAnn	gene	107199743	107261974	.	+	.	LOC_00004106	geneID=LOC_00004106	protein_coding	Rps6ka3:_Ribosomal_protein_S6_kinase_alpha-3_(Mus_musculus)	8257	176.603	86.9598	111.723
chr3	EviAnn	gene	107266229	107288088	.	+	.	LOC_00004107	geneID=LOC_00004107	protein_coding	EIF1AY:_Eukaryotic_translation_initiation_factor_1A,_Y-chromosomal_(Homo_sapiens)	3514.36	25.3514	17.3296	20.9748
chr3	EviAnn	gene	107289200	107391372	.	+	.	LOC_00004108	geneID=LOC_00004108	protein_coding	Map7d2:_MAP7_domain-containing_protein_2_(Rattus_norvegicus)	4452	0.470809	0	0
chr3	EviAnn	gene	107395803	107439228	.	+	.	LOC_00004109	geneID=LOC_00004109	protein_coding	BCLAF3:_BCLAF1_and_THRAP3_family_member_3_(Homo_sapiens)	8111	1.7755	0.250171	4.58563
chr3	EviAnn	gene	107443245	107687075	.	+	.	LOC_00004110	geneID=LOC_00004110	protein_coding	SH3KBP1:_SH3_domain-containing_kinase-binding_protein_1_(Homo_sapiens)	5552	0.748443	1.29581	2.70487
chr3	EviAnn	gene	107684618	107685672	.	-	.	LOC_00004111	geneID=LOC_00004111	protein_coding	function_unknown	1055	120.64	175.731	85.9392
chr3	EviAnn	gene	107704357	107820268	.	+	.	LOC_00004112	geneID=LOC_00004112	protein_coding	MAP3K15:_Mitogen-activated_protein_kinase_kinase_kinase_15_(Homo_sapiens)	2541.01	51.1497	37.1644	20.2555
chr3	EviAnn	gene	107820033	107851346	.	-	.	LOC_00004113	geneID=LOC_00004113	protein_coding	PDHA1:_Pyruvate_dehydrogenase_E1_component_subunit_alpha,_somatic_form,_mitochondrial_(Bos_taurus)	2149	12.4293	24.0338	1.88155
chr3	EviAnn	gene	107820730	107851320	.	-	.	LOC_00004114	geneID=LOC_00004114	protein_coding	F52C9.6:_Putative_uncharacterized_transposon-derived_protein_F52C9.6_(Caenorhabditis_elegans)	19718	9.15807	10.8809	8.74153
chr3	EviAnn	gene	107973169	108034761	.	+	.	LOC_00004115	geneID=LOC_00004115	protein_coding	Adgrg2:_Adhesion_G-protein_coupled_receptor_G2_(Mus_musculus)	3834	0	3.17628	0
chr3	EviAnn	gene	108042804	108116033	.	+	.	LOC_00004116	geneID=LOC_00004116	protein_coding	Phka2:_Phosphorylase_b_kinase_regulatory_subunit_alpha,_liver_isoform_(Mus_musculus)	9196	1.11401	0.167953	0
chr3	EviAnn	gene	108124028	108170284	.	-	.	LOC_00004117	geneID=LOC_00004117	protein_coding	PPEF1:_Serine/threonine-protein_phosphatase_with_EF-hands_1_(Homo_sapiens)	2145	0	0	0
chr3	EviAnn	gene	108135184	108219482	.	+	.	LOC_00004118	geneID=LOC_00004118	protein_coding	RS1:_Retinoschisin_(Homo_sapiens)	652.2	0	0	0
chr3	EviAnn	gene	108234256	108343755	.	-	.	LOC_00004119	geneID=LOC_00004119	protein_coding	CDKL5:_Cyclin-dependent_kinase-like_5_(Homo_sapiens)	14689	0.415177	0.278325	0.687469
chr3	EviAnn	gene	108403648	108464500	.	+	.	LOC_00004120	geneID=LOC_00004120	protein_coding	SCML2:_Sex_comb_on_midleg-like_protein_2_(Homo_sapiens)	6727.21	7.05975	0.994148	1.65162
chr3	EviAnn	gene	108472498	108520891	.	-	.	LOC_00004121	geneID=LOC_00004121	protein_coding	Rai2:_Retinoic_acid-induced_protein_2_(Mus_musculus)	2678	0	0	0
chr3	EviAnn	gene	108655736	108676076	.	-	.	LOC_00004122	geneID=LOC_00004122	protein_coding	BEND2:_BEN_domain-containing_protein_2_(Homo_sapiens)	3631	27.4078	31.8318	21.0564
chr3	EviAnn	gene	108687733	108770990	.	-	.	LOC_00004123	geneID=LOC_00004123	protein_coding	NHS:_Actin_remodeling_regulator_NHS_(Homo_sapiens)	4437	479.559	417.611	439.788
chr3	EviAnn	gene	109106625	109220268	.	-	.	LOC_00004124	geneID=LOC_00004124	protein_coding	REPS2:_RalBP1-associated_Eps_domain-containing_protein_2_(Homo_sapiens)	27282.5	87.672	18.0732	53.8218
chr3	EviAnn	gene	109234090	109237590	.	+	.	XLOC_010202U_lncRNA	geneID=XLOC_010202U_lncRNA	lncRNA	function_unknown	1612	42.3353	22.7343	30.4677
chr3	EviAnn	gene	109237652	109261109	.	-	.	LOC_00004125	geneID=LOC_00004125	protein_coding	TXLNG:_Gamma-taxilin_(Homo_sapiens)	4330.29	177.382	164.147	149.583
chr3	EviAnn	gene	109255990	109261120	.	+	.	LOC_00004126	geneID=LOC_00004126	protein_coding	function_unknown	3531	186.786	180.12	190.151
chr3	EviAnn	gene	109261317	109388436	.	+	.	LOC_00004127	geneID=LOC_00004127	protein_coding	CTPS2:_CTP_synthase_2_(Gallus_gallus)	4464	7.0423	9.75141	5.08815
chr3	EviAnn	gene	109261354	109279006	.	-	.	LOC_00004128	geneID=LOC_00004128	protein_coding	Syap1:_Synapse-associated_protein_1_(Mus_musculus)	3498.88	19.4057	16.9002	22.432
chr3	EviAnn	gene	109341657	109343068	.	-	.	LOC_00004129	geneID=LOC_00004129	protein_coding	S100G:_Protein_S100-G_(Homo_sapiens)	240	0	0	0
chr3	EviAnn	gene	109524775	109529496	.	-	.	LOC_00004130	geneID=LOC_00004130	protein_coding	function_unknown	2156	171.022	130.729	153.528
chr3	EviAnn	gene	109651058	109683840	.	-	.	LOC_00004131	geneID=LOC_00004131	protein_coding	Grpr:_Gastrin-releasing_peptide_receptor_(Rattus_norvegicus)	1042.75	0	0	0
chr3	EviAnn	gene	109702187	109702273	.	+	.	LOC_00004132	geneID=LOC_00004132	protein_coding	function_unknown	87	0	0	0
chr3	EviAnn	gene	109822245	109854282	.	+	.	LOC_00004133	geneID=LOC_00004133	protein_coding	Ap1s2:_AP-1_complex_subunit_sigma-2_(Mus_musculus)	7353.4	203.923	120.343	209.114
chr3	EviAnn	gene	109852434	109867047	.	-	.	LOC_00004134	geneID=LOC_00004134	protein_coding	ZRSR2P1:_U2_small_nuclear_ribonucleoprotein_auxiliary_factor_35_kDa_subunit-related_protein_1_(Homo_sapiens)	2961.53	42.7167	20.9635	19.5239
chr3	EviAnn	gene	109877705	109903163	.	+	.	LOC_00004135	geneID=LOC_00004135	protein_coding	CLTRN:_Collectrin_(Bos_taurus)	981.333	0	0	0
chr3	EviAnn	gene	109912154	109953484	.	+	.	LOC_00004136	geneID=LOC_00004136	protein_coding	ACE2:_Angiotensin-converting_enzyme_2_(Paguma_larvata)	2651.17	0	0	0
chr3	EviAnn	gene	109953569	109987069	.	-	.	LOC_00004137	geneID=LOC_00004137	protein_coding	BMX:_Cytoplasmic_tyrosine-protein_kinase_BMX_(Homo_sapiens)	2129.33	0	0	0
chr3	EviAnn	gene	109985922	110035536	.	+	.	LOC_00004138	geneID=LOC_00004138	protein_coding	PIR:_Pirin_(Homo_sapiens)	2210	0.993389	0	0
chr3	EviAnn	gene	110035370	110074315	.	+	.	LOC_00004139	geneID=LOC_00004139	protein_coding	VEGFD:_Vascular_endothelial_growth_factor_D_(Homo_sapiens)	1001.5	0	0	0
chr3	EviAnn	gene	110096400	110150613	.	+	.	LOC_00004140	geneID=LOC_00004140	protein_coding	ASB11:_Ankyrin_repeat_and_SOCS_box_protein_11_(Homo_sapiens)	1248.82	0	0	0
chr3	EviAnn	gene	110306843	110337533	.	-	.	LOC_00004141	geneID=LOC_00004141	protein_coding	MOSPD2:_Motile_sperm_domain-containing_protein_2_(Homo_sapiens)	6034	0.686712	0	0
chr3	EviAnn	gene	110337829	110365604	.	+	.	LOC_00004142	geneID=LOC_00004142	protein_coding	FANCB:_Fanconi_anemia_group_B_protein_(Homo_sapiens)	3634	1.76965	3.9231	2.55663
chr3	EviAnn	gene	110337850	110365594	.	+	.	LOC_00004143	geneID=LOC_00004143	protein_coding	function_unknown	18680	0.755595	0.145764	0.569876
chr3	EviAnn	gene	110337855	110365604	.	+	.	LOC_00004144	geneID=LOC_00004144	protein_coding	function_unknown	13815	0	0	0
chr3	EviAnn	gene	110410299	110610483	.	-	.	LOC_00004145	geneID=LOC_00004145	protein_coding	GLRA2:_Glycine_receptor_subunit_alpha-2_(Homo_sapiens)	1604.33	0	0	0
chr3	EviAnn	gene	110835142	110881705	.	+	.	LOC_00004146	geneID=LOC_00004146	protein_coding	GEMIN8:_Gem-associated_protein_8_(Homo_sapiens)	1383.62	0	0	0
chr3	EviAnn	gene	110905904	111060967	.	+	.	LOC_00004147	geneID=LOC_00004147	protein_coding	Gpm6b:_Neuronal_membrane_glycoprotein_M6-b_(Mus_musculus)	3780.81	46.9388	34.1663	43.7035
chr3	EviAnn	gene	111067079	111110299	.	-	.	LOC_00004148	geneID=LOC_00004148	protein_coding	OFD1:_Centriole_and_centriolar_satellite_protein_OFD1_(Homo_sapiens)	3066	0	0.804553	0
chr3	EviAnn	gene	111121368	111133141	.	-	.	LOC_00004149	geneID=LOC_00004149	protein_coding	RAB9A:_Ras-related_protein_Rab-9A_(Homo_sapiens)	1543.71	228.118	161.802	132.749
chr3	EviAnn	gene	111122435	111132779	.	-	.	XLOC_011381U_lncRNA	geneID=XLOC_011381U_lncRNA	lncRNA	function_unknown	6571	12.6139	17.6899	14.3968
chr3	EviAnn	gene	111140873	111148546	.	-	.	LOC_00004150	geneID=LOC_00004150	protein_coding	TCEANC:_Transcription_elongation_factor_A_N-terminal_and_central_domain-containing_protein_(Macaca_fascicularis)	5953	3.59579	2.48669	8.45693
chr3	EviAnn	gene	111160705	111223531	.	-	.	LOC_00004151	geneID=LOC_00004151	protein_coding	EGFL6:_Epidermal_growth_factor-like_protein_6_(Homo_sapiens)	2241	0	0	0
chr3	EviAnn	gene	111577277	111579840	.	-	.	LOC_00004152	geneID=LOC_00004152	protein_coding	TMSB4:_Thymosin_beta-4_(Oryctolagus_cuniculus)	1374.75	0	0	0
chr3	EviAnn	gene	111613109	111626555	.	-	.	LOC_00004153	geneID=LOC_00004153	protein_coding	TLR7:_Toll-like_receptor_7_(Homo_sapiens)	5280	61.4983	26.8447	32.2907
chr3	EviAnn	gene	111629293	111669306	.	-	.	LOC_00004154	geneID=LOC_00004154	protein_coding	Prps2:_Ribose-phosphate_pyrophosphokinase_2_(Rattus_norvegicus)	4807	37.3762	24.0743	20.4136
chr3	EviAnn	gene	111669014	111670126	.	+	.	XLOC_010216U_lncRNA	geneID=XLOC_010216U_lncRNA	lncRNA	function_unknown	403	0	20.6476	10.6996
chr3	EviAnn	gene	111685984	111794109	.	-	.	LOC_00004155	geneID=LOC_00004155	protein_coding	FRMPD4:_FERM_and_PDZ_domain-containing_protein_4_(Homo_sapiens)	4270	0	0	0
chr3	EviAnn	gene	112160108	112187174	.	-	.	LOC_00004156	geneID=LOC_00004156	protein_coding	MSL3:_MSL_complex_subunit_3_(Homo_sapiens)	4091	0.514379	1.18694	1.85787
chr3	EviAnn	gene	112245506	112555802	.	+	.	LOC_00004157	geneID=LOC_00004157	protein_coding	Arhgap6:_Rho_GTPase-activating_protein_6_(Mus_musculus)	1718	2.62655	0	0
chr3	EviAnn	gene	112441844	112444270	.	-	.	LOC_00004158	geneID=LOC_00004158	processed_pseudogene	pseudo=true	NA	NA	NA	NA
chr3	EviAnn	gene	112451966	112456732	.	-	.	LOC_00004159	geneID=LOC_00004159	protein_coding	Amelx:_Amelogenin,_X_isoform_(Rattus_norvegicus)	757.551	45.9392	61.7281	21.6298
chr3	EviAnn	gene	112791762	112975347	.	+	.	LOC_00004160	geneID=LOC_00004160	protein_coding	MID1:_E3_ubiquitin-protein_ligase_Midline-1_(Homo_sapiens)	3177	0	0	0
chr3	EviAnn	gene	113154077	113219303	.	-	.	LOC_00004161	geneID=LOC_00004161	protein_coding	CLCN4:_H(+)/Cl(-)_exchange_transporter_4_(Homo_sapiens)	2843.33	0	0	0
chr3	EviAnn	gene	113231238	113314159	.	-	.	LOC_00004162	geneID=LOC_00004162	protein_coding	WWC3:_Protein_WWC3_(Homo_sapiens)	4037	0	0.577935	0
chr3	EviAnn	gene	113359312	113360103	.	-	.	LOC_00004163	geneID=LOC_00004163	protein_coding	CLDN34:_Claudin-34_(Homo_sapiens)	792	0	0	0
chr3	EviAnn	gene	113370050	113552077	.	-	.	LOC_00004164	geneID=LOC_00004164	protein_coding	SHROOM2:_Protein_Shroom2_(Homo_sapiens)	10154	12.4856	7.67442	17.7224
chr3	EviAnn	gene	113568748	113598363	.	+	.	LOC_00004165	geneID=LOC_00004165	protein_coding	Gpr143:_G-protein_coupled_receptor_143_(Mus_musculus)	2030.14	6.54294	7.69778	6.38981
chr3	EviAnn	gene	113600741	113801141	.	-	.	LOC_00004166	geneID=LOC_00004166	protein_coding	Tbl1x:_F-box-like/WD_repeat-containing_protein_TBL1X_(Mus_musculus)	5233.14	2.3873	3.97723	1.14607
chr3	EviAnn	gene	114059405	114196202	.	+	.	LOC_00004167	geneID=LOC_00004167	protein_coding	ANOS1:_Anosmin-1_(Homo_sapiens)	2103	0	0	0
chr3	EviAnn	gene	114615358	114650076	.	+	.	LOC_00004168	geneID=LOC_00004168	protein_coding	PNPLA4:_Patatin-like_phospholipase_domain-containing_protein_4_(Homo_sapiens)	6497	0.636299	0	0
chr3	EviAnn	gene	114621689	114646191	.	+	.	LOC_00004169	geneID=LOC_00004169	protein_coding	function_unknown	5048	0	0	0
chr3	EviAnn	gene	114924148	115147849	.	-	.	LOC_00004170	geneID=LOC_00004170	protein_coding	STS:_Steryl-sulfatase_(Homo_sapiens)	30364.8	241.838	150.114	199.297
chr3	EviAnn	gene	115095070	115101467	.	-	.	XLOC_011395U_lncRNA	geneID=XLOC_011395U_lncRNA	lncRNA	function_unknown	5474	0	0	0
chr3	EviAnn	gene	115101206	115147849	.	-	.	LOC_00004171	geneID=LOC_00004171	protein_coding	function_unknown	32848	0	0.536012	0
chr3	EviAnn	gene	115114962	115232635	.	+	.	LOC_00004172	geneID=LOC_00004172	protein_coding	PUDP:_Pseudouridine-5'-phosphatase_(Homo_sapiens)	5986.39	122.653	129.757	140.437
chr3	EviAnn	gene	115173119	115219759	.	+	.	LOC_00004173	geneID=LOC_00004173	protein_coding	function_unknown	17242	4.53067	5.96773	8.64814
chr3	EviAnn	gene	115666818	115666871	.	+	.	LOC_00004174	geneID=LOC_00004174	protein_coding	function_unknown	54	0	0	0
chr3	EviAnn	gene	115760064	116065126	.	+	.	LOC_00004175	geneID=LOC_00004175	protein_coding	NLGN4X:_Neuroligin-4,_X-linked_(Homo_sapiens)	3282	0	0.935357	1.43326
chr3	EviAnn	gene	115828637	115836748	.	-	.	XLOC_011396U_lncRNA	geneID=XLOC_011396U_lncRNA	lncRNA	function_unknown	354	41.1771	87.6044	17.0271
chr3	EviAnn	gene	117305425	117313778	.	-	.	LOC_00004176	geneID=LOC_00004176	protein_coding	function_unknown	937	43.9693	12.1188	0
chr3	EviAnn	gene	117542840	117548499	.	+	.	XLOC_010227U_lncRNA	geneID=XLOC_010227U_lncRNA	lncRNA	function_unknown	1247	4.26856	0	0
chr3	EviAnn	gene	117920700	118010658	.	+	.	LOC_00004177	geneID=LOC_00004177	protein_coding	PRKX:_cAMP-dependent_protein_kinase_catalytic_subunit_PRKX_(Homo_sapiens)	2951	6.54094	3.35198	3.05398
chr3	EviAnn	gene	118256432	118276884	.	+	.	LOC_00004178	geneID=LOC_00004178	protein_coding	MXRA5:_Matrix-remodeling-associated_protein_5_(Homo_sapiens)	8403	0	0	0
chr3	EviAnn	gene	118434246	118434377	.	+	.	LOC_00004179	geneID=LOC_00004179	protein_coding	function_unknown	132	0	0	0
chr3	EviAnn	gene	118451820	118491228	.	+	.	LOC_00004180	geneID=LOC_00004180	protein_coding	ARSD:_Arylsulfatase_D_(Homo_sapiens)	2296	0	0	0
chr3	EviAnn	gene	118500206	118528471	.	+	.	LOC_00004181	geneID=LOC_00004181	protein_coding	ARSD:_Arylsulfatase_D_(Homo_sapiens)	1819	0	0	0
chr3	EviAnn	gene	118532481	118558792	.	+	.	LOC_00004182	geneID=LOC_00004182	protein_coding	ARSD:_Arylsulfatase_D_(Homo_sapiens)	3132.5	0	0	0
chr3	EviAnn	gene	118560970	118582559	.	+	.	LOC_00004183	geneID=LOC_00004183	protein_coding	ARSD:_Arylsulfatase_D_(Homo_sapiens)	1273	0	0	0
chr3	EviAnn	gene	118582189	118613004	.	-	.	LOC_00004184	geneID=LOC_00004184	protein_coding	GYG2:_Glycogenin-2_(Homo_sapiens)	4075.25	0	1.37769	0
chr3	EviAnn	gene	118681240	118735200	.	-	.	LOC_00004185	geneID=LOC_00004185	protein_coding	CD99:_CD99_antigen_(Homo_sapiens)	4061	1.03673	1.57953	0.624081
chr3	EviAnn	gene	118856658	118954066	.	+	.	LOC_00004187	geneID=LOC_00004187	protein_coding	function_unknown	43592	9.64147	7.47699	9.39718
chr3	EviAnn	gene	118858976	119055680	.	+	.	LOC_00004186	geneID=LOC_00004186	protein_coding	DHRSX:_Polyprenol_dehydrogenase_(Homo_sapiens)	16339.2	6.33044	26.3639	2.48895
chr3	EviAnn	gene	118859852	118962293	.	+	.	LOC_00004188	geneID=LOC_00004188	protein_coding	function_unknown	32194	0	0	0
chr3	EviAnn	gene	118935668	119027685	.	+	.	LOC_00004191	geneID=LOC_00004191	protein_coding	function_unknown	24717	0	0	0
chr3	EviAnn	gene	118935727	118966820	.	+	.	LOC_00004189	geneID=LOC_00004189	protein_coding	function_unknown	30563	0.768796	0.649881	0.856606
chr3	EviAnn	gene	118935727	118980235	.	+	.	LOC_00004190	geneID=LOC_00004190	protein_coding	function_unknown	21346	55.8624	67.4686	71.8047
chr3	EviAnn	gene	119037891	119054992	.	-	.	LOC_00004192	geneID=LOC_00004192	processed_pseudogene	pseudo=true	NA	NA	NA	NA
chr3	EviAnn	gene	119246557	119260890	.	-	.	LOC_00004193	geneID=LOC_00004193	protein_coding	ASMT:_Acetylserotonin_O-methyltransferase_(Gallus_gallus)	776.2	0	0	0
chr3	EviAnn	gene	119266833	119281671	.	-	.	LOC_00004194	geneID=LOC_00004194	protein_coding	AKAP17A:_A-kinase_anchor_protein_17A_(Homo_sapiens)	8576.96	22.4893	18.3575	16.8401
chr3	EviAnn	gene	119288860	119308230	.	+	.	LOC_00004195	geneID=LOC_00004195	protein_coding	P2RY8:_P2Y_purinoceptor_8_(Gallus_gallus)	1848	0	1.39354	0
chr3	EviAnn	gene	119322651	119355637	.	+	.	LOC_00004196	geneID=LOC_00004196	protein_coding	P2RY8:_P2Y_purinoceptor_8_(Gallus_gallus)	2397	0.909214	2.09559	0
chr3	EviAnn	gene	119379703	119414592	.	+	.	LOC_00004197	geneID=LOC_00004197	protein_coding	ASMTL:_Probable_bifunctional_dTTP/UTP_pyrophosphatase/methyltransferase_protein_(Homo_sapiens)	4704.79	4.00002	4.5131	4.19723
chr3	EviAnn	gene	119413678	119422494	.	-	.	LOC_00004198	geneID=LOC_00004198	protein_coding	pol:_RNA-directed_DNA_polymerase_from_mobile_element_jockey_(Drosophila_melanogaster)	7965	77.9291	44.0793	63.7653
chr3	EviAnn	gene	119422354	119431768	.	+	.	LOC_00004199	geneID=LOC_00004199	protein_coding	SLC25A6:_ADP/ATP_translocase_3_(Homo_sapiens)	2412	139.074	212.311	207.331
chr3	EviAnn	gene	119508207	119549571	.	-	.	LOC_00004200	geneID=LOC_00004200	protein_coding	CSF2RA:_Granulocyte-macrophage_colony-stimulating_factor_receptor_subunit_alpha_(Homo_sapiens)	2162.5	0	0	0
chr3	EviAnn	gene	119601496	119615857	.	+	.	LOC_00004201	geneID=LOC_00004201	protein_coding	CRLF2:_Cytokine_receptor-like_factor_2_(Homo_sapiens)	890	0	0	0
chr3	EviAnn	gene	120233266	120252109	.	-	.	LOC_00004202	geneID=LOC_00004202	protein_coding	SHOX:_Short_stature_homeobox_protein_(Homo_sapiens)	918	0	3.15923	0
chr3	EviAnn	gene	120573190	120620684	.	+	.	LOC_00004203	geneID=LOC_00004203	protein_coding	PPP2R3B:_Serine/threonine-protein_phosphatase_2A_regulatory_subunit_B''_subunit_beta_(Homo_sapiens)	2440.69	79.3491	34.5929	43.974
chr3	EviAnn	gene	120573202	120583873	.	+	.	LOC_00004204	geneID=LOC_00004204	protein_coding	function_unknown	7493	11.994	3.66321	16.8907
chr3	EviAnn	gene	120617431	120703761	.	-	.	LOC_00004205	geneID=LOC_00004205	protein_coding	Stag2:_Cohesin_subunit_SA-2_(Mus_musculus)	6142.48	144.278	132.322	105.617
chr3	EviAnn	gene	120704013	120721663	.	+	.	LOC_00004206	geneID=LOC_00004206	protein_coding	GTPBP6:_Putative_GTP-binding_protein_6_(Homo_sapiens)	9020.03	16.2298	16.0748	34.2663
chr3	EviAnn	gene	120722547	120737432	.	-	.	LOC_00004207	geneID=LOC_00004207	protein_coding	PLCXD1:_PI-PLC_X_domain-containing_protein_1_(Homo_sapiens)	1797	49.9483	54.6289	49.46
chr3	EviAnn	gene	120757247	120768961	.	-	.	LOC_00004208	geneID=LOC_00004208	protein_coding	RGN:_Regucalcin_(Gallus_gallus)	1140	0	0	0
chr3	EviAnn	gene	120778039	120800495	.	-	.	LOC_00004209	geneID=LOC_00004209	protein_coding	RGN:_Regucalcin_(Gallus_gallus)	1453.33	0	6.90667	4.45732
chr3	EviAnn	gene	120800936	120851829	.	-	.	LOC_00004210	geneID=LOC_00004210	protein_coding	JADE3:_Protein_Jade-3_(Homo_sapiens)	9063.47	17.412	12.4033	15.5325
chr3	EviAnn	gene	120851914	120855690	.	+	.	XLOC_010240U_lncRNA	geneID=XLOC_010240U_lncRNA	lncRNA	function_unknown	2463	32.6641	26.4537	61.5516
chr3	EviAnn	gene	120855803	120871313	.	-	.	LOC_00004211	geneID=LOC_00004211	protein_coding	RP2:_Protein_XRP2_(Gallus_gallus)	7399.86	9.30621	6.80379	11.2787
chr3	EviAnn	gene	120964356	120989842	.	-	.	LOC_00004212	geneID=LOC_00004212	protein_coding	CHST7:_Carbohydrate_sulfotransferase_7_(Homo_sapiens)	8759	106.61	69.7682	89.6526
chr3	EviAnn	gene	121002842	121058128	.	+	.	LOC_00004213	geneID=LOC_00004213	protein_coding	TUBGCP5:_Gamma-tubulin_complex_component_5_(Homo_sapiens)	9238.81	14.9315	14.7782	12.0299
chr3	EviAnn	gene	121065952	121144724	.	+	.	LOC_00004214	geneID=LOC_00004214	protein_coding	Cyfip1:_Cytoplasmic_FMR1-interacting_protein_1_(Mus_musculus)	16842	129.175	103.416	105.57
chr3	EviAnn	gene	121112044	121112709	.	-	.	LOC_00004215	geneID=LOC_00004215	protein_coding	FNDC9:_Fibronectin_type_III_domain-containing_protein_9_(Homo_sapiens)	666	345.367	346.123	324.612
chr3	EviAnn	gene	121134270	121209290	.	-	.	LOC_00004216	geneID=LOC_00004216	protein_coding	NIPA2:_Magnesium_transporter_NIPA2_(Pongo_abelii)	7173.66	129.51	117.413	116.614
chr3	EviAnn	gene	121169642	121173216	.	+	.	XLOC_010242U_lncRNA	geneID=XLOC_010242U_lncRNA	lncRNA	function_unknown	591	54.9417	17.0659	41.3305
chr3	EviAnn	gene	121174503	121209577	.	-	.	LOC_00004217	geneID=LOC_00004217	protein_coding	NIPA1:_Magnesium_transporter_NIPA1_(Homo_sapiens)	6221.63	11.0628	94.2949	40.6196
chr3	EviAnn	gene	121209609	121217364	.	+	.	XLOC_010243U_lncRNA	geneID=XLOC_010243U_lncRNA	lncRNA	function_unknown	3353	0.634399	1.46337	2.29022
chr3	EviAnn	gene	121239026	121241943	.	-	.	XLOC_011408U_lncRNA	geneID=XLOC_011408U_lncRNA	lncRNA	function_unknown	2353	0.935781	3.26656	3.34499
chr3	EviAnn	gene	121242084	121373443	.	+	.	LOC_00004218	geneID=LOC_00004218	protein_coding	HERC2:_E3_ubiquitin-protein_ligase_HERC2_(Homo_sapiens)	15889	1.27814	1.13236	0.844419
chr3	EviAnn	gene	121410770	121698348	.	+	.	LOC_00004219	geneID=LOC_00004219	protein_coding	Oca2:_P_protein_(Sus_scrofa)	1297.33	0	0	0
chr3	EviAnn	gene	121455934	121458710	.	+	.	LOC_00004220	geneID=LOC_00004220	protein_coding	function_unknown	1361	83.9706	63.8824	67.7459
chr3	EviAnn	gene	121846534	121852981	.	+	.	XLOC_010246U_lncRNA	geneID=XLOC_010246U_lncRNA	lncRNA	function_unknown	2123	0	0	0
chr3	EviAnn	gene	121897591	122328114	.	-	.	LOC_00004221	geneID=LOC_00004221	protein_coding	Gabrg3:_Gamma-aminobutyric_acid_receptor_subunit_gamma-3_(Rattus_norvegicus)	1374	0	0	0
chr3	EviAnn	gene	122368745	122442044	.	-	.	LOC_00004222	geneID=LOC_00004222	protein_coding	GABRA5:_Gamma-aminobutyric_acid_receptor_subunit_alpha-5_(Bos_taurus)	1392.5	0	0	0
chr3	EviAnn	gene	122496874	122635203	.	+	.	LOC_00004223	geneID=LOC_00004223	protein_coding	GABRB3:_Gamma-aminobutyric_acid_receptor_subunit_beta-3_(Gallus_gallus)	2067	0	0	0
chr3	EviAnn	gene	122983774	123157490	.	+	.	LOC_00004224	geneID=LOC_00004224	protein_coding	Atp10a:_Phospholipid-transporting_ATPase_VA_(Mus_musculus)	3664.5	0	0	0
chr3	EviAnn	gene	123279044	123286836	.	+	.	XLOC_010249U_lncRNA	geneID=XLOC_010249U_lncRNA	lncRNA	function_unknown	7330	0	0	0
chr3	EviAnn	gene	123279044	123338729	.	+	.	LOC_00004225	geneID=LOC_00004225	protein_coding	UBE3A:_Ubiquitin-protein_ligase_E3A_(Homo_sapiens)	11580.9	2.60903	1.78937	1.3647
