Chromosome	Source	Type	Start	Stop	Score	Strand	Phase	Name	GeneID	BioType	Function	Length	rna_30	rna_35	rna_L007
chr2	EviAnn	gene	188136167	188142941	.	+	.	LOC_00012300	geneID=LOC_00012300	protein_coding	Eef1akmt3:_EEF1A_lysine_methyltransferase_3_(Mus_musculus)	639	20.1579	17.6073	43.5973
chr2	EviAnn	gene	188143076	188216119	.	+	.	LOC_00012301	geneID=LOC_00012301	protein_coding	Tsfm:_Elongation_factor_Ts,_mitochondrial_(Mus_musculus)	914	0	15.0735	0
chr2	EviAnn	gene	188158607	188219266	.	-	.	LOC_00012302	geneID=LOC_00012302	protein_coding	AVIL:_Advillin_(Homo_sapiens)	1152.01	91.7208	84.4232	135.156
chr2	EviAnn	gene	188222029	188299063	.	-	.	LOC_00012303	geneID=LOC_00012303	protein_coding	CTDSP2:_Carboxy-terminal_domain_RNA_polymerase_II_polypeptide_A_small_phosphatase_2_(Homo_sapiens)	777	15.5971	0	13.4558
chr2	EviAnn	gene	188323936	189087424	.	+	.	LOC_00012304	geneID=LOC_00012304	protein_coding	SLC4A8:_Electroneutral_sodium_bicarbonate_exchanger_1_(Homo_sapiens)	3224	0	1.38044	0
chr2	EviAnn	gene	188391924	188540411	.	-	.	LOC_00012306	geneID=LOC_00012306	protein_coding	Slc11a2:_Natural_resistance-associated_macrophage_protein_2_(Mus_musculus)	1560	6.82774	0	3.13336
chr2	EviAnn	gene	188449115	188455893	.	+	.	LOC_00012305	geneID=LOC_00012305	protein_coding	HIGD1C:_HIG1_domain_family_member_1C_(Homo_sapiens)	294	309.451	480.98	272.354
chr2	EviAnn	gene	188540776	188564277	.	+	.	LOC_00012307	geneID=LOC_00012307	protein_coding	letmd1:_LETM1_domain-containing_protein_1_(Xenopus_tropicalis)	1101	142.591	30.8125	87.5843
chr2	EviAnn	gene	188541631	188608878	.	-	.	LOC_00012308	geneID=LOC_00012308	protein_coding	CSRNP2:_Cysteine/serine-rich_nuclear_protein_2_(Homo_sapiens)	1605	29.763	14.2328	5.67596
chr2	EviAnn	gene	188609700	188654444	.	-	.	LOC_00012309	geneID=LOC_00012309	protein_coding	TFCP2:_Transcription_factor_CP2_(Gallus_gallus)	1488	0	0	0
chr2	EviAnn	gene	188645004	188650151	.	+	.	LOC_00012310	geneID=LOC_00012310	protein_coding	function_unknown	147	1276.58	158.741	323.888
chr2	EviAnn	gene	188666094	188715428	.	-	.	LOC_00012311	geneID=LOC_00012311	protein_coding	Transposable_element_Tcb2_transposase_(Caenorhabditis_briggsae)	573	11.7169	0	0
chr2	EviAnn	gene	188668351	188715394	.	-	.	LOC_00012312	geneID=LOC_00012312	protein_coding	POU6F1:_POU_domain,_class_6,_transcription_factor_1_(Homo_sapiens)	1851	2.82375	0	0
chr2	EviAnn	gene	188724519	188731343	.	-	.	LOC_00012313	geneID=LOC_00012313	protein_coding	function_unknown	330	0	0	0
chr2	EviAnn	gene	188731478	188745869	.	+	.	LOC_00012314	geneID=LOC_00012314	protein_coding	DAZAP2:_DAZ-associated_protein_2_(Pongo_abelii)	447	0	0	17.07
chr2	EviAnn	gene	188731478	188745869	.	+	.	LOC_00012315	geneID=LOC_00012315	protein_coding	function_unknown	519	0	23.7262	0
chr2	EviAnn	gene	188739222	188761916	.	-	.	LOC_00012316	geneID=LOC_00012316	protein_coding	SMAGP:_Small_cell_adhesion_glycoprotein_(Homo_sapiens)	285	36.4139	31.8608	96.3363
chr2	EviAnn	gene	188762256	188809496	.	-	.	LOC_00012317	geneID=LOC_00012317	protein_coding	BIN2:_Bridging_integrator_2_(Homo_sapiens)	1917	5.43444	0	0
chr2	EviAnn	gene	188812385	188827899	.	-	.	LOC_00012318	geneID=LOC_00012318	protein_coding	CELA1:_Chymotrypsin-like_elastase_family_member_1_(Bos_taurus)	603	0	0	9.44714
chr2	EviAnn	gene	188840673	188857778	.	-	.	LOC_00012320	geneID=LOC_00012320	protein_coding	function_unknown	174	0	0	0
chr2	EviAnn	gene	188841108	188911439	.	-	.	LOC_00012319	geneID=LOC_00012319	protein_coding	GALNT6:_Polypeptide_N-acetylgalactosaminyltransferase_6_(Homo_sapiens)	1050	5.38686	0	0
chr2	EviAnn	gene	188911345	188944735	.	+	.	LOC_00012321	geneID=LOC_00012321	protein_coding	function_unknown	387	186.022	118.66	223.797
chr2	EviAnn	gene	188972123	188973539	.	-	.	LOC_00012322	geneID=LOC_00012322	protein_coding	Bdh1:_D-beta-hydroxybutyrate_dehydrogenase,_mitochondrial_(Mus_musculus)	1041	5.44237	9.416	14.0457
chr2	EviAnn	gene	189048145	189049650	.	+	.	XLOC_006935U_lncRNA	geneID=XLOC_006935U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr2	EviAnn	gene	189489483	189492340	.	-	.	LOC_00012323	geneID=LOC_00012323	protein_coding	Exendin-4_(Heloderma_suspectum)	327	0	0	0
chr2	EviAnn	gene	189563053	189572765	.	+	.	LOC_00012324	geneID=LOC_00012324	protein_coding	Exendin-2-long_(Heloderma_suspectum)	255	0	0	0
chr2	EviAnn	gene	189613255	189621557	.	+	.	LOC_00012325	geneID=LOC_00012325	protein_coding	Exendin-4_(Heloderma_suspectum)	430.5	0	0	0
chr2	EviAnn	gene	189679473	189686292	.	-	.	LOC_00012326	geneID=LOC_00012326	protein_coding	AQP5:_Aquaporin-5_(Sus_scrofa)	591	0	0	0
chr2	EviAnn	gene	189717950	189727661	.	-	.	LOC_00012327	geneID=LOC_00012327	protein_coding	Aqp5:_Aquaporin-5_(Mus_musculus)	663	0	0	0
chr2	EviAnn	gene	189781651	189803889	.	-	.	LOC_00012328	geneID=LOC_00012328	protein_coding	AQP2:_Aquaporin-2_(Bos_taurus)	629.25	0	0	0
chr2	EviAnn	gene	189857199	189927397	.	+	.	LOC_00012329	geneID=LOC_00012329	protein_coding	FAIM2:_Protein_lifeguard_2_(Homo_sapiens)	942	0	0	0
chr2	EviAnn	gene	189961741	189966452	.	+	.	LOC_00012330	geneID=LOC_00012330	protein_coding	BCDIN3D:_RNA_5'-monophosphate_methyltransferase_(Pongo_abelii)	810	0	0	0
chr2	EviAnn	gene	189980455	189984822	.	-	.	LOC_00012331	geneID=LOC_00012331	protein_coding	function_unknown	321	58.5583	0	0
chr2	EviAnn	gene	190013800	190060620	.	-	.	LOC_00012332	geneID=LOC_00012332	protein_coding	KRT80:_Keratin,_type_II_cytoskeletal_80_(Homo_sapiens)	1158	0	0	0
chr2	EviAnn	gene	190112572	190112661	.	-	.	LOC_00012333	geneID=LOC_00012333	protein_coding	function_unknown	84	0	0	0
chr2	EviAnn	gene	190116658	190144989	.	+	.	LOC_00012334	geneID=LOC_00012334	protein_coding	Keratin,_type_II_cytoskeletal_cochleal_(Gallus_gallus)	1467	0	6.30286	0
chr2	EviAnn	gene	190154878	190169304	.	-	.	LOC_00012335	geneID=LOC_00012335	protein_coding	Krt85:_Keratin,_type_II_cuticular_Hb5_(Mus_musculus)	1674	0	0	0
chr2	EviAnn	gene	190180362	190194590	.	-	.	LOC_00012336	geneID=LOC_00012336	protein_coding	Krt84:_Keratin,_type_II_cuticular_Hb4_(Mus_musculus)	1656	0	0	0
chr2	EviAnn	gene	190220971	190233923	.	-	.	LOC_00012337	geneID=LOC_00012337	protein_coding	KRT84:_Keratin,_type_II_cuticular_Hb4_(Homo_sapiens)	1650	0	5.519	0
chr2	EviAnn	gene	190246007	190270703	.	-	.	LOC_00012338	geneID=LOC_00012338	protein_coding	KRT75:_Keratin,_type_II_cytoskeletal_75_(Homo_sapiens)	1572	0	5.82793	0
chr2	EviAnn	gene	190291598	190344284	.	+	.	LOC_00012339	geneID=LOC_00012339	protein_coding	ETAA1:_Ewing's_tumor-associated_antigen_1_homolog_(Bos_taurus)	2076	2.49084	6.41991	0
chr2	EviAnn	gene	190316986	190330389	.	-	.	LOC_00012340	geneID=LOC_00012340	protein_coding	KRT75:_Keratin,_type_II_cytoskeletal_75_(Homo_sapiens)	1641	206.477	244.331	229.776
chr2	EviAnn	gene	190368096	190384185	.	-	.	LOC_00012341	geneID=LOC_00012341	protein_coding	Krt5:_Keratin,_type_II_cytoskeletal_5_(Rattus_norvegicus)	1833	8.56281	7.36283	14.6892
chr2	EviAnn	gene	190444866	190465233	.	-	.	LOC_00012342	geneID=LOC_00012342	protein_coding	KRT76:_Keratin,_type_II_cytoskeletal_2_oral_(Homo_sapiens)	1296	0	14.5347	0
chr2	EviAnn	gene	190488664	190508599	.	-	.	LOC_00012343	geneID=LOC_00012343	protein_coding	KRT1:_Keratin,_type_II_cytoskeletal_1_(Canis_lupus_familiaris)	2175	0	8.13542	0
chr2	EviAnn	gene	190536544	190540734	.	-	.	LOC_00012344	geneID=LOC_00012344	protein_coding	KRT73:_Keratin,_type_II_cytoskeletal_73_(Homo_sapiens)	678	0	8.12446	0
chr2	EviAnn	gene	190593052	190607655	.	-	.	LOC_00012345	geneID=LOC_00012345	protein_coding	KRT75:_Keratin,_type_II_cytoskeletal_75_(Homo_sapiens)	2094	0	0	0
chr2	EviAnn	gene	190606933	190607019	.	+	.	LOC_00012346	geneID=LOC_00012346	protein_coding	function_unknown	87	0	0	0
chr2	EviAnn	gene	190633583	190662992	.	-	.	LOC_00012347	geneID=LOC_00012347	protein_coding	KRT75:_Keratin,_type_II_cytoskeletal_75_(Homo_sapiens)	1821	0	0	0
chr2	EviAnn	gene	190717327	190738529	.	-	.	LOC_00012348	geneID=LOC_00012348	protein_coding	KRT75:_Keratin,_type_II_cytoskeletal_75_(Homo_sapiens)	1599	0	0	0
chr2	EviAnn	gene	190799301	190814142	.	-	.	LOC_00012349	geneID=LOC_00012349	protein_coding	KRT75:_Keratin,_type_II_cytoskeletal_75_(Homo_sapiens)	1674	0	0	0
chr2	EviAnn	gene	190904702	190913625	.	+	.	LOC_00012350	geneID=LOC_00012350	protein_coding	Gpr182:_G-protein_coupled_receptor_182_(Mus_musculus)	1056	10.701	41.6477	4.60238
chr2	EviAnn	gene	190917681	190926531	.	-	.	LOC_00012351	geneID=LOC_00012351	protein_coding	ZBTB39:_Zinc_finger_and_BTB_domain-containing_protein_39_(Homo_sapiens)	2100	0	6.33973	6.32698
chr2	EviAnn	gene	190941206	190958641	.	-	.	LOC_00012352	geneID=LOC_00012352	protein_coding	TAC3:_Tachykinin-3_(Bos_taurus)	381	0	19.2743	0
chr2	EviAnn	gene	191100296	191222208	.	+	.	LOC_00012353	geneID=LOC_00012353	protein_coding	HSD17B6:_17-beta-hydroxysteroid_dehydrogenase_type_6_(Homo_sapiens)	901.8	0	2.63831	0
chr2	EviAnn	gene	191114542	191139874	.	+	.	LOC_00012354	geneID=LOC_00012354	protein_coding	Rdh7:_Retinol_dehydrogenase_7_(Rattus_norvegicus)	948	0	0	0
chr2	EviAnn	gene	191236013	191244015	.	+	.	LOC_00012355	geneID=LOC_00012355	protein_coding	HSD17B6:_17-beta-hydroxysteroid_dehydrogenase_type_6_(Homo_sapiens)	948	0	2.63831	0
chr2	EviAnn	gene	191275006	191292287	.	-	.	LOC_00012356	geneID=LOC_00012356	protein_coding	HSD17B6:_17-beta-hydroxysteroid_dehydrogenase_type_6_(Homo_sapiens)	957	0	0	0
chr2	EviAnn	gene	191295102	191316882	.	+	.	LOC_00012357	geneID=LOC_00012357	protein_coding	Prim1:_DNA_primase_small_subunit_(Mus_musculus)	423	0	0	0
chr2	EviAnn	gene	191317846	191343017	.	+	.	LOC_00012358	geneID=LOC_00012358	protein_coding	NACA:_Nascent_polypeptide-associated_complex_subunit_alpha_(Bos_taurus)	4719	4.1777	6.21085	8.55437
chr2	EviAnn	gene	191354743	191379769	.	+	.	LOC_00012359	geneID=LOC_00012359	protein_coding	PTGES3:_Prostaglandin_E_synthase_3_(Oryctolagus_cuniculus)	489	0	13.2281	0
chr2	EviAnn	gene	191410885	191469545	.	+	.	LOC_00012360	geneID=LOC_00012360	protein_coding	Prpf40a:_Pre-mRNA-processing_factor_40_homolog_A_(Mus_musculus)	2478	4.11491	0	5.28943
chr2	EviAnn	gene	191453050	191578206	.	-	.	LOC_00012361	geneID=LOC_00012361	protein_coding	Fmnl3:_Formin-like_protein_3_(Mus_musculus)	2823	5.37044	1.48985	0
chr2	EviAnn	gene	191578388	191596714	.	+	.	LOC_00012362	geneID=LOC_00012362	protein_coding	TMBIM6:_Bax_inhibitor_1_(Bos_taurus)	714	17.3944	7.57897	0
chr2	EviAnn	gene	191603146	191652932	.	-	.	LOC_00012363	geneID=LOC_00012363	protein_coding	NCKAP5L:_Nck-associated_protein_5-like_(Homo_sapiens)	3279	56.5283	74.6502	81.1244
chr2	EviAnn	gene	191653261	191673709	.	-	.	LOC_00012364	geneID=LOC_00012364	protein_coding	KANSL2:_KAT8_regulatory_NSL_complex_subunit_2_(Pongo_abelii)	1287.94	0	3.81818	0
chr2	EviAnn	gene	191674816	191691523	.	-	.	LOC_00012365	geneID=LOC_00012365	protein_coding	CCNT1:_Cyclin-T1_(Pan_troglodytes)	1284	8.51563	43.4702	21.9475
chr2	EviAnn	gene	191694983	191705662	.	+	.	LOC_00012366	geneID=LOC_00012366	protein_coding	SPMIP11:_Sperm_microtubule_inner_protein_11_(Homo_sapiens)	417	0	0	0
chr2	EviAnn	gene	191710648	191760711	.	-	.	LOC_00012367	geneID=LOC_00012367	protein_coding	ADCY6:_Adenylate_cyclase_type_6_(Homo_sapiens)	3483	0	1.2288	0
chr2	EviAnn	gene	191793564	191868804	.	+	.	LOC_00012368	geneID=LOC_00012368	protein_coding	CACNB3:_Voltage-dependent_L-type_calcium_channel_subunit_beta-3_(Homo_sapiens)	1158.6	0	24.3657	25.4602
chr2	EviAnn	gene	191868494	191890054	.	-	.	LOC_00012369	geneID=LOC_00012369	protein_coding	DDX23:_Probable_ATP-dependent_RNA_helicase_DDX23_(Homo_sapiens)	1863	8.4113	16.0392	10.6761
chr2	EviAnn	gene	191897750	191907585	.	-	.	LOC_00012370	geneID=LOC_00012370	protein_coding	Rnd1:_Rho-related_GTP-binding_protein_Rho6_(Mus_musculus)	699	0	0	0
chr2	EviAnn	gene	191933932	191948832	.	+	.	LOC_00012371	geneID=LOC_00012371	protein_coding	CCDC65:_Dynein_regulatory_complex_subunit_2_(Bos_taurus)	1494	17.9187	3.08675	9.22932
chr2	EviAnn	gene	191949354	191956163	.	-	.	LOC_00012372	geneID=LOC_00012372	protein_coding	Fkbp11:_Peptidyl-prolyl_cis-trans_isomerase_FKBP11_(Mus_musculus)	621	0	18.3139	9.06773
chr2	EviAnn	gene	191974263	191993798	.	-	.	LOC_00012373	geneID=LOC_00012373	protein_coding	arf3:_ADP-ribosylation_factor_3_(Takifugu_rubripes)	546	0	0	0
chr2	EviAnn	gene	192007497	192029027	.	-	.	LOC_00012374	geneID=LOC_00012374	protein_coding	Wnt10b:_Protein_Wnt-10b_(Mus_musculus)	1150.5	0	8.44647	25.2156
chr2	EviAnn	gene	192048680	192070696	.	+	.	LOC_00012375	geneID=LOC_00012375	protein_coding	WNT-1:_Protein_Wnt-1_(Ambystoma_mexicanum)	1110	0	13.0778	0
chr2	EviAnn	gene	192140905	192148857	.	-	.	LOC_00012376	geneID=LOC_00012376	protein_coding	Ddn:_Dendrin_(Mus_musculus)	2040	0	2.18136	0
chr2	EviAnn	gene	192156991	192182643	.	-	.	LOC_00012377	geneID=LOC_00012377	protein_coding	PRKAG1:_5'-AMP-activated_protein_kinase_subunit_gamma-1_(Bos_taurus)	966.6	0	0	0
chr2	EviAnn	gene	192189804	192199178	.	+	.	LOC_00012378	geneID=LOC_00012378	protein_coding	Inpp1:_Inositol_polyphosphate_1-phosphatase_(Mus_musculus)	1140	0	4.22323	0
chr2	EviAnn	gene	192210274	192274533	.	+	.	LOC_00012379	geneID=LOC_00012379	protein_coding	Esyt1:_Extended_synaptotagmin-1_(Rattus_norvegicus)	3309	0	2.61931	0
chr2	EviAnn	gene	192285621	192304941	.	+	.	LOC_00012380	geneID=LOC_00012380	protein_coding	Myl6b:_Myosin_light_chain_6B_(Mus_musculus)	564.75	0	38.2592	0
chr2	EviAnn	gene	192307393	192322795	.	+	.	LOC_00012381	geneID=LOC_00012381	protein_coding	MYL6:_Myosin_light_polypeptide_6_(Gallus_gallus)	379.2	0	22.1847	0
chr2	EviAnn	gene	192335021	192382527	.	-	.	LOC_00012382	geneID=LOC_00012382	protein_coding	SMARCC2:_SWI/SNF_complex_subunit_SMARCC2_(Homo_sapiens)	3312	6.04703	6.68682	17.051
chr2	EviAnn	gene	192398157	192400424	.	+	.	XLOC_006959U_lncRNA	geneID=XLOC_006959U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr2	EviAnn	gene	192404633	192442002	.	-	.	LOC_00012383	geneID=LOC_00012383	protein_coding	RNF41:_E3_ubiquitin-protein_ligase_NRDP1_(Pongo_abelii)	954	0	0	0
chr2	EviAnn	gene	192446414	192460212	.	+	.	LOC_00012384	geneID=LOC_00012384	protein_coding	Nabp2:_SOSS_complex_subunit_B1_(Mus_musculus)	667	0	0	0
chr2	EviAnn	gene	192461407	192475915	.	+	.	LOC_00012385	geneID=LOC_00012385	protein_coding	CNPY2:_Protein_canopy_homolog_2_(Homo_sapiens)	464.25	0	0	0
chr2	EviAnn	gene	192482615	192531197	.	+	.	LOC_00012386	geneID=LOC_00012386	protein_coding	CS:_Citrate_synthase,_mitochondrial_(Iguana_iguana)	1659	3.18726	8.22818	0
chr2	EviAnn	gene	192534359	192554533	.	-	.	LOC_00012387	geneID=LOC_00012387	protein_coding	coq10b-a:_Coenzyme_Q-binding_protein_COQ10_homolog_A,_mitochondrial_(Xenopus_laevis)	615	10.6193	0	0
chr2	EviAnn	gene	192559913	192642689	.	+	.	LOC_00012388	geneID=LOC_00012388	protein_coding	ANKRD52:_Serine/threonine-protein_phosphatase_6_regulatory_ankyrin_repeat_subunit_C_(Gallus_gallus)	3222	7.78151	0	0
chr2	EviAnn	gene	192643294	192671841	.	-	.	LOC_00012389	geneID=LOC_00012389	protein_coding	slc39a5:_Zinc_transporter_ZIP5_(Danio_rerio)	1881	13.8716	4.77016	19.0352
chr2	EviAnn	gene	192671046	192728008	.	-	.	LOC_00012390	geneID=LOC_00012390	protein_coding	DPP10:_Inactive_dipeptidyl_peptidase_10_(Homo_sapiens)	1957.5	0	0	0
chr2	EviAnn	gene	192744533	192782644	.	-	.	LOC_00012391	geneID=LOC_00012391	protein_coding	PAN2:_PAN2-PAN3_deadenylation_complex_catalytic_subunit_PAN2_(Gallus_gallus)	3586.5	0	1.19411	4.77284
chr2	EviAnn	gene	192827128	192837686	.	+	.	LOC_00012392	geneID=LOC_00012392	protein_coding	Il23a:_Interleukin-23_subunit_alpha_(Rattus_norvegicus)	540	76.493	22.3596	77.3936
chr2	EviAnn	gene	192833525	192886430	.	-	.	LOC_00012393	geneID=LOC_00012393	protein_coding	STAT2:_Signal_transducer_and_activator_of_transcription_2_(Homo_sapiens)	2305	0	3.7313	0
chr2	EviAnn	gene	192886659	192898521	.	-	.	LOC_00012394	geneID=LOC_00012394	protein_coding	Apof:_Apolipoprotein_F_(Rattus_norvegicus)	1080	98.9852	76.5735	107.534
chr2	EviAnn	gene	192895745	192965197	.	-	.	LOC_00012395	geneID=LOC_00012395	protein_coding	TIMELESS:_Protein_timeless_homolog_(Homo_sapiens)	3597	0	3.56347	14.2433
chr2	EviAnn	gene	192980005	192992910	.	-	.	LOC_00012396	geneID=LOC_00012396	protein_coding	MIP:_Lens_fiber_major_intrinsic_protein_(Lithobates_pipiens)	646.5	0	0	0
chr2	EviAnn	gene	192996087	193019933	.	-	.	LOC_00012397	geneID=LOC_00012397	protein_coding	Aqp4:_Aquaporin-4_(Rattus_norvegicus)	508.5	0	0	0
chr2	EviAnn	gene	193020072	193026369	.	+	.	LOC_00012398	geneID=LOC_00012398	protein_coding	SPRYD4:_SPRY_domain-containing_protein_4_(Homo_sapiens)	639	0	0	0
chr2	EviAnn	gene	193087281	193153470	.	+	.	LOC_00012399	geneID=LOC_00012399	protein_coding	RBMS2:_RNA-binding_motif,_single-stranded-interacting_protein_2_(Homo_sapiens)	1218	0	11.719	0
chr2	EviAnn	gene	193144341	193222709	.	-	.	LOC_00012400	geneID=LOC_00012400	protein_coding	BAZ2A:_Bromodomain_adjacent_to_zinc_finger_domain_protein_2A_(Homo_sapiens)	5331	6.44444	4.86441	1.6211
chr2	EviAnn	gene	193257705	193266595	.	-	.	LOC_00012401	geneID=LOC_00012401	protein_coding	ATP5F1B:_ATP_synthase_F(1)_complex_catalytic_subunit_beta,_mitochondrial_(Bos_taurus)	1251	8.775	2.8707	8.58589
chr2	EviAnn	gene	193271535	193280039	.	-	.	LOC_00012402	geneID=LOC_00012402	protein_coding	ATG101:_Autophagy-related_protein_101_(Homo_sapiens)	657	0	0	0
chr2	EviAnn	gene	193281525	193295789	.	+	.	LOC_00012403	geneID=LOC_00012403	protein_coding	function_unknown	384	0	0	0
chr2	EviAnn	gene	193350646	193375587	.	-	.	LOC_00012404	geneID=LOC_00012404	protein_coding	nr4a1:_Nuclear_receptor_subfamily_4_group_A_member_1_(Xenopus_laevis)	1764	0	2.56109	0
chr2	EviAnn	gene	193421935	193450936	.	-	.	LOC_00012405	geneID=LOC_00012405	protein_coding	Tamalin:_General_receptor_for_phosphoinositides_1-associated_scaffold_protein_(Mus_musculus)	901.5	0	0	0
chr2	EviAnn	gene	193466387	193502870	.	-	.	LOC_00012406	geneID=LOC_00012406	protein_coding	ACVR1B:_Activin_receptor_type-1B_(Homo_sapiens)	1444.5	0	3.43103	0
chr2	EviAnn	gene	193514734	193544942	.	-	.	LOC_00012407	geneID=LOC_00012407	protein_coding	ACVRL1:_Activin_receptor_type-1-like_(Homo_sapiens)	1065	0	0	0
chr2	EviAnn	gene	193596397	193612171	.	-	.	LOC_00012408	geneID=LOC_00012408	protein_coding	Ankrd33:_Photoreceptor_ankyrin_repeat_protein_(Mus_musculus)	1359	0	0	0
chr2	EviAnn	gene	193628804	193629655	.	-	.	LOC_00012409	geneID=LOC_00012409	protein_coding	TMDD1:_Transmembrane_and_death_domain_protein_1_(Homo_sapiens)	852	0	0	0
chr2	EviAnn	gene	193734205	193800836	.	+	.	LOC_00012410	geneID=LOC_00012410	protein_coding	FIGN:_Fidgetin_(Homo_sapiens)	2154	0	22.6102	6.15451
chr2	EviAnn	gene	193817094	193830726	.	-	.	LOC_00012413	geneID=LOC_00012413	protein_coding	H2ac20:_Histone_H2A_type_2-C_(Mus_musculus)	442	0	0	13.1713
chr2	EviAnn	gene	193817439	193818440	.	+	.	LOC_00012411	geneID=LOC_00012411	protein_coding	TMDD1:_Transmembrane_and_death_domain_protein_1_(Homo_sapiens)	963	221.113	165.623	252.063
chr2	EviAnn	gene	193820165	193822455	.	+	.	LOC_00012412	geneID=LOC_00012412	processed_pseudogene	pseudo=true	NA	NA	NA	NA
chr2	EviAnn	gene	193824140	193830723	.	+	.	LOC_00012415	geneID=LOC_00012415	protein_coding	function_unknown	267	164.691	431.85	583.096
chr2	EviAnn	gene	193825706	193839148	.	+	.	LOC_00012414	geneID=LOC_00012414	protein_coding	function_unknown	495	173.818	51.0122	50.2824
chr2	EviAnn	gene	193841152	193858266	.	+	.	LOC_00012416	geneID=LOC_00012416	protein_coding	Aqp6:_Aquaporin-6_(Rattus_norvegicus)	754.5	0	0	0
chr2	EviAnn	gene	193865150	193872336	.	-	.	LOC_00012417	geneID=LOC_00012417	protein_coding	AQP5:_Aquaporin-5_(Sus_scrofa)	465	15.9254	0	0
chr2	EviAnn	gene	193911804	193918876	.	+	.	LOC_00012418	geneID=LOC_00012418	protein_coding	AQP5:_Aquaporin-5_(Sus_scrofa)	663	0	0	0
chr2	EviAnn	gene	193937211	193976256	.	-	.	LOC_00012419	geneID=LOC_00012419	protein_coding	RACGAP1:_Rac_GTPase-activating_protein_1_(Homo_sapiens)	1887	2.76463	0	4.74214
chr2	EviAnn	gene	193940178	193940270	.	-	.	LOC_00012420	geneID=LOC_00012420	protein_coding	function_unknown	87	0	0	0
chr2	EviAnn	gene	194144797	194332229	.	+	.	LOC_00012421	geneID=LOC_00012421	protein_coding	ASIC1:_Acid-sensing_ion_channel_1_(Gallus_gallus)	1632	0	8.29782	0
chr2	EviAnn	gene	194244318	194244446	.	-	.	LOC_00012422	geneID=LOC_00012422	protein_coding	function_unknown	129	0	0	0
chr2	EviAnn	gene	194344555	194397075	.	+	.	LOC_00012423	geneID=LOC_00012423	protein_coding	SMARCD1:_SWI/SNF-related_matrix-associated_actin-dependent_regulator_of_chromatin_subfamily_D_member_1_(Homo_sapiens)	1266	25.9655	33.6052	40.8997
chr2	EviAnn	gene	194364815	194394018	.	+	.	LOC_00012424	geneID=LOC_00012424	protein_coding	GPD1:_Glycerol-3-phosphate_dehydrogenase_[NAD(+)],_cytoplasmic_(Bos_taurus)	675.044	121.733	199.243	254.053
chr2	EviAnn	gene	194392005	194405708	.	+	.	LOC_00012425	geneID=LOC_00012425	protein_coding	COX14:_Cytochrome_c_oxidase_assembly_protein_COX14_(Bos_taurus)	180	0	596.966	173.902
chr2	EviAnn	gene	194406297	194464363	.	-	.	LOC_00012426	geneID=LOC_00012426	protein_coding	CERS5:_Ceramide_synthase_5_(Homo_sapiens)	987	0	6.52232	4.06393
chr2	EviAnn	gene	194470158	194536053	.	-	.	LOC_00012427	geneID=LOC_00012427	protein_coding	LIMA1:_LIM_domain_and_actin-binding_protein_1_(Homo_sapiens)	1730.8	0	0	0
chr2	EviAnn	gene	194558935	194587928	.	-	.	LOC_00012428	geneID=LOC_00012428	protein_coding	FAM186A:_Protein_FAM186A_(Homo_sapiens)	4938	0	2.55945	0
chr2	EviAnn	gene	194580355	194584892	.	+	.	XLOC_006974U_lncRNA	geneID=XLOC_006974U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr2	EviAnn	gene	194600190	194662213	.	+	.	LOC_00012429	geneID=LOC_00012429	protein_coding	LARP4:_La-related_protein_4_(Homo_sapiens)	1804.5	0	4.67547	4.64977
chr2	EviAnn	gene	194614194	194659294	.	+	.	LOC_00012430	geneID=LOC_00012430	protein_coding	function_unknown	324	0	0	0
chr2	EviAnn	gene	194670780	194892084	.	+	.	LOC_00012431	geneID=LOC_00012431	protein_coding	DIP2B:_Disco-interacting_protein_2_homolog_B_(Homo_sapiens)	4652.25	0	0	1.87199
chr2	EviAnn	gene	194702716	194764035	.	+	.	LOC_00012433	geneID=LOC_00012433	protein_coding	function_unknown	171	0	0	0
chr2	EviAnn	gene	194727443	194738370	.	-	.	LOC_00012432	geneID=LOC_00012432	protein_coding	Zbed4:_Zinc_finger_BED_domain-containing_protein_4_(Mus_musculus)	2064	335.885	236.895	126.799
chr2	EviAnn	gene	194896101	194932387	.	+	.	LOC_00012435	geneID=LOC_00012435	protein_coding	ATF1:_Cyclic_AMP-dependent_transcription_factor_ATF-1_(Bos_taurus)	414.596	410.818	892.254	513.372
chr2	EviAnn	gene	194896142	194928129	.	+	.	LOC_00012436	geneID=LOC_00012436	protein_coding	function_unknown	270	603.759	422.152	463.303
chr2	EviAnn	gene	194903607	194928128	.	+	.	LOC_00012434	geneID=LOC_00012434	protein_coding	function_unknown	639	10.079	52.822	95.914
chr2	EviAnn	gene	194942277	194947758	.	+	.	XLOC_006979U_lncRNA	geneID=XLOC_006979U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr2	EviAnn	gene	194993208	195096582	.	-	.	LOC_00012437	geneID=LOC_00012437	protein_coding	TMPRSS12:_Transmembrane_protease_serine_12_(Homo_sapiens)	707.25	0	0	0
chr2	EviAnn	gene	195033375	195076313	.	-	.	LOC_00012438	geneID=LOC_00012438	protein_coding	Tmprss12:_Transmembrane_protease_serine_12_(Mus_musculus)	673.5	0	0	0
