"Chromosome","Source","Type","Start","Stop","Score","Strand","Phase","Name","GeneID","BioType","Function","Length","SRR2889291","SRR2889292","SRR2889293","Fmean","value"
"NC_052544.1","BestRefSeq%2CGnomon","gene",12634503,12646954,".","+",".","gene-ANXA6","Name=ANXA6","protein_coding","Dbxref=CGNC:49340,GeneID:395481",2026.07,43.2612,33.9602,40.1675,39.1296333333333,5.29018968632566
"NC_052544.1","Gnomon","gene",12650570,12661353,".","+",".","gene-TNIP1","Name=TNIP1","protein_coding","Dbxref=CGNC:65058,GeneID:100858009",1843.71,38.2631,27.8431,32.4352,32.8471333333333,5.03769556265728
"NC_052544.1","BestRefSeq","gene",12661488,12663434,".","-",".","gene-GPX3","Name=GPX3","protein_coding","Dbxref=CGNC:53151,GeneID:427638",660,130.882,152.268,95.9685,126.372833333333,6.9815425470579
"NC_052544.1","BestRefSeq%2CGnomon","gene",12666539,12668153,".","-",".","gene-SMIM3","Name=SMIM3","protein_coding","Dbxref=CGNC:55984,GeneID:770379",180,0,9.73013,5.27691,5.00234666666667,2.32260504091564
"NC_052544.1","Gnomon","gene",12669504,12681161,".","+",".","gene-DCTN4","Name=DCTN4","protein_coding","Dbxref=CGNC:3352,GeneID:416269",1383,14.343,12.643,14.805,13.9303333333333,3.80015787490789
"NC_052544.1","BestRefSeq","gene",12681392,12689311,".","+",".","gene-RBM22","Name=RBM22","protein_coding","Dbxref=CGNC:3366,GeneID:416270",1263,25.9026,22.3695,30.1858,26.1526333333333,4.70888431499886
"NC_052544.1","Gnomon","gene",12689727,12695509,".","-",".","gene-MYOZ3","Name=MYOZ3","protein_coding","Dbxref=CGNC:3371,GeneID:416271",726,0.666299,0.987212,0.674373,0.775961333333333,-0.365943331132313
"NC_052544.1","Gnomon","gene",12695720,12714415,".","-",".","gene-SYNPO","Name=SYNPO","protein_coding","Dbxref=CGNC:56015,GeneID:770421",3066.5,3.23234,4.34158,3.34267,3.63886333333333,1.86348786815546
"NC_052544.1","Gnomon","gene",12716758,12736200,".","-",".","gene-NDST1","Name=NDST1","protein_coding","Dbxref=CGNC:3386,GeneID:416274",2637,7.34825,6.8885,9.44755,7.89476666666667,2.98089662722327
"NC_052544.1","BestRefSeq%2CGnomon","gene",12743063,12747834,".","+",".","gene-RPS14","Name=RPS14","protein_coding","Dbxref=CGNC:3393,GeneID:416275",456,1221.61,1169.03,1044.68,1145.10666666667,10.1612662762625
"NC_052544.1","BestRefSeq%2CGnomon","gene",12750532,12754143,".","+",".","gene-CD74","Name=CD74","protein_coding","Dbxref=CGNC:3398,GeneID:414741",682.136,31.3644,29.1297,32.1381,30.8774,4.94847937194197
"NC_052544.1","BestRefSeq%2CGnomon","gene",12754739,12772431,".","-",".","gene-TCOF1","Name=TCOF1","protein_coding","Dbxref=CGNC:4124,GeneID:416276",2946.18,4.33457,3.3473,4.71461,4.13216,2.04689611740179
"NC_052544.1","Gnomon","gene",12786639,12792747,".","+",".","gene-ARSI","Name=ARSI","protein_coding","Dbxref=CGNC:4180,GeneID:427639",1725,0.366264,0.36231,0.493183,0.407252333333333,-1.29600513025864
"NC_052544.1","Gnomon","gene",12851433,12876615,".","+",".","gene-PDGFRB","Name=PDGFRB","protein_coding","Dbxref=CGNC:14517,GeneID:770488",3273,8.2553,5.73094,7.70996,7.23206666666667,2.85440797687175
"NC_052544.1","BestRefSeq","gene",12879074,12896912,".","+",".","gene-CSF1R","Name=CSF1R","protein_coding","Dbxref=CGNC:4271,GeneID:396406",2904,19.6994,13.9637,16.9221,16.8617333333333,4.07568094331856
"NC_052544.1","Gnomon","gene",12897600,12916593,".","-",".","gene-HMGXB3","Name=HMGXB3","protein_coding","Dbxref=CGNC:50212,GeneID:416278",3951,2.53115,2.40487,3.11623,2.68408333333333,1.42442946390784
"NC_052544.1","BestRefSeq","gene",12931567,12936804,".","-",".","gene-NPY7R","Name=NPY7R","protein_coding","Dbxref=GeneID:416280",1158,0.38128,0.188491,0,0.189923666666667,-2.39650840185286
"NC_052544.1","Gnomon","gene",12943887,12949982,".","+",".","gene-TRIM105","Name=TRIM105","protein_coding","Dbxref=CGNC:53152,GeneID:427640",1545,4.13463,2.999,2.22731,3.12031333333333,1.64169090785318
"NC_052544.1","BestRefSeq%2CGnomon","gene",12951742,12998047,".","+",".","gene-FLT4","Name=FLT4","protein_coding","Dbxref=CGNC:49452,GeneID:395742",4143,3.99976,3.86399,3.89326,3.91900333333333,1.97048680003413
"NC_052544.1","Gnomon","gene",13000207,13042047,".","+",".","gene-RNF130","Name=RNF130","protein_coding","Dbxref=CGNC:4345,GeneID:416281",1377,47.9391,52.0581,37.9849,45.9940333333333,5.52337481173665
"NC_052544.1","Gnomon","gene",13042743,13061844,".","+",".","gene-TBC1D9B","Name=TBC1D9B","protein_coding","Dbxref=CGNC:4372,GeneID:416282",3714,6.53249,8.92284,8.39039,7.94857333333333,2.99069593843118
"NC_052544.1","Gnomon","gene",13062256,13065620,".","+",".","gene-MRNIP","Name=MRNIP","protein_coding","Dbxref=CGNC:50214,GeneID:416283",1047.85,3.85165,3.11728,2.29708,3.08867,1.62698573862635
"NC_052544.1","Gnomon","gene",13066089,13070488,".","-",".","gene-SQSTM1","Name=SQSTM1","protein_coding","Dbxref=CGNC:4412,GeneID:770805",1284.88,93.8253,88.3509,91.3238,91.1666666666667,6.5104345220714
"NC_052544.1","Gnomon","gene",13074598,13110807,".","+",".","gene-MGAT4B","Name=MGAT4B","protein_coding","Dbxref=CGNC:4426,GeneID:416285",1641,48.8751,59.4428,49.8273,52.7150666666667,5.72014345710434
"NC_052544.1","BestRefSeq%2CGnomon","gene",13111503,13115963,".","-",".","gene-LTC4S","Name=LTC4S","protein_coding","Dbxref=CGNC:56163,GeneID:770619",505.665,6.99879,10.8692,5.1303,7.66609666666667,2.93849219010834
"NC_052544.1","Gnomon","gene",13117953,13142463,".","-",".","gene-MAML1","Name=MAML1","protein_coding","Dbxref=CGNC:4429,GeneID:416286",3144,4.81947,4.44696,4.85935,4.70859333333333,2.23529612690201
"NC_052544.1","BestRefSeq%2CGnomon","gene",13140772,13158529,".","-",".","gene-CANX","Name=CANX","protein_coding","Dbxref=CGNC:4443,GeneID:416288",1806,37.1593,40.7803,39.7526,39.2307333333333,5.29391239860405
"NC_052544.1","Gnomon","gene",13152301,13173079,".","+",".","gene-LTC4SL","Name=LTC4SL","protein_coding","Dbxref=CGNC:14502,GeneID:770665",438,0.663993,1.96299,6.74352,3.123501,1.64316399178747
"NC_052544.1","BestRefSeq%2CGnomon","gene",13179946,13196139,".","+",".","gene-HNRNPH1","Name=HNRNPH1","protein_coding","Dbxref=CGNC:49193,GeneID:395157",1213.34,219.229,201.273,235.696,218.732666666667,7.7730248857833
"NC_052544.1","BestRefSeq%2CGnomon","gene",13181424,13186831,".","-",".","gene-DCK2","Name=DCK2","protein_coding","Dbxref=CGNC:62884,GeneID:770922",798,6.51737,10.5368,4.49575,7.18330666666667,2.84464810775819
"NC_052544.1","BestRefSeq%2CGnomon","gene",13197176,13210615,".","-",".","gene-RUFY1","Name=RUFY1","protein_coding","Dbxref=CGNC:52814,GeneID:426519",2079,4.38698,2.56472,4.73135,3.89435,1.96138255035843
"NC_052544.1","Gnomon","gene",13207810,13444026,".","+",".","gene-ADAMTS2","Name=ADAMTS2","protein_coding","Dbxref=CGNC:4492,GeneID:416291",3328.46,17.4938,19.3669,22.4985,19.7864,4.30643724266451
"NC_052544.1","Gnomon","gene",13450671,13486857,".","-",".","gene-CNOT6","Name=CNOT6","protein_coding","Dbxref=CGNC:4515,GeneID:416293",1672.36,10.8622,12.124,12.408,11.7980666666667,3.56047856134465
"NC_052544.1","Gnomon","gene",13480948,13543418,".","+",".","gene-GFPT2","Name=GFPT2","protein_coding","Dbxref=CGNC:10302,GeneID:426962",2049,0.303833,0.200398,0.204515,0.236248666666667,-2.08162190777086
"NC_052544.1","BestRefSeq%2CGnomon","gene",13543967,13571375,".","+",".","gene-MAPK9","Name=MAPK9","protein_coding","Dbxref=CGNC:49590,GeneID:395983",1073.39,6.2422,7.30259,8.50018,7.34832333333333,2.87741510782294
"NC_052544.1","BestRefSeq%2CGnomon","gene",13644977,13723648,".","+",".","gene-RASGEF1C","Name=RASGEF1C","protein_coding","Dbxref=CGNC:4557,GeneID:416296",1416,0.151845,0.150174,0.446427,0.249482,-2.00299236528683
"NC_052544.1","Gnomon","gene",13727638,13736607,".","+",".","gene-CLK4","Name=CLK4","protein_coding","Dbxref=CGNC:4542,GeneID:416295",1494,11.7296,12.4501,12.8596,12.3464333333333,3.62602242775163
"NC_052544.1","Gnomon","gene",13737891,13894448,".","+",".","gene-COL23A1","Name=COL23A1","protein_coding","Dbxref=CGNC:52470,GeneID:425481",1909.25,0.437258,0.107307,0.222438,0.255667666666667,-1.96765837501635
"NC_052544.1","BestRefSeq%2CGnomon","gene",13885275,13913009,".","-",".","gene-HNRNPAB","Name=HNRNPAB","protein_coding","Dbxref=CGNC:49727,GeneID:396268",962.989,59.3027,59.855,56.1504,58.4360333333333,5.86878634550389
"NC_052544.1","Gnomon","gene",13891175,13908535,".","+",".","gene-PHYKPL","Name=PHYKPL","protein_coding","Dbxref=CGNC:50235,GeneID:416374",1233,0.35492,0.701903,0.644107,0.566976666666667,-0.818638731107792
"NC_052544.1","BestRefSeq","gene",13919947,13929197,".","+",".","gene-NME5","Name=NME5","protein_coding","Dbxref=CGNC:52876,GeneID:426732",639,0.392184,1.93612,1.19154,1.17328133333333,0.230548989103445
"NC_052544.1","BestRefSeq","gene",13965469,14006156,".","+",".","gene-FAM13B","Name=FAM13B","protein_coding","Dbxref=CGNC:4564,GeneID:416297",2742,3.04297,2.86424,3.44612,3.11777666666667,1.64051758825628
"NC_052544.1","Gnomon","gene",14009534,14019961,".","-",".","gene-PKD2L2","Name=PKD2L2","protein_coding","Dbxref=CGNC:4592,GeneID:416298",1884.6,0,0,0.119208,0.039736,-4.65340953788694
"NC_052544.1","Gnomon","gene",14020001,14033034,".","-",".","gene-MYOT","Name=MYOT","protein_coding","Dbxref=CGNC:66254,GeneID:416299",1197,0.550653,0,0.204213,0.251622,-1.99067002838028
"NC_052544.1","Gnomon","gene",14021581,14135122,".","+",".","gene-KLHL3","Name=KLHL3","protein_coding","Dbxref=CGNC:4676,GeneID:416303",1570.23,38.3113,36.618,39.4957,38.1416666666667,5.25329598099214
"NC_052544.1","Gnomon","gene",14080918,14082679,".","+",".","gene-RBMXL3","Name=RBMXL3","protein_coding","Dbxref=CGNC:4621,GeneID:416302",924,15.3847,16.186,13.048,14.8729,3.89461407433555
"NC_052544.1","Gnomon","gene",14187171,14444974,".","-",".","gene-SPOCK1","Name=SPOCK1","protein_coding","Dbxref=CGNC:4698,GeneID:416304",1524,0.27985,0.488637,0.141335,0.303274,-1.72130627539183
"NC_052544.1","Gnomon","gene",14696167,14700504,".","+",".","gene-LOC101749540","Name=LOC101749540","protein_coding","Dbxref=CGNC:69007,GeneID:101749540",483.481,9.18352,5.12535,6.05753,6.7888,2.76315658374129
"NC_052544.1","BestRefSeq%2CGnomon","gene",14708163,14734083,".","-",".","gene-SMAD5","Name=SMAD5","protein_coding","Dbxref=CGNC:4741,GeneID:395679",1398,8.16367,7.76905,10.27,8.73424,3.12668217412855
"NC_052544.1","BestRefSeq","gene",14773378,14794105,".","-",".","gene-TGFBI","Name=TGFBI","protein_coding","Dbxref=CGNC:4750,GeneID:395897",2043,11.7854,9.85056,10.4633,10.6997533333333,3.41950563274008
"NC_052544.1","BestRefSeq","gene",14814217,14819090,".","+",".","gene-LECT2","Name=LECT2","protein_coding","Dbxref=CGNC:4754,GeneID:396471",969,15.7139,8.11376,19.4449,14.4241866666667,3.85041806713435
"NC_052544.1","BestRefSeq%2CGnomon","gene",14820410,14833589,".","-",".","gene-FBXL21","Name=FBXL21","protein_coding","Dbxref=CGNC:4758,GeneID:416306",1314,6.77033,5.22553,8.17506,6.72364,2.74924248124888
"NC_052544.1","Gnomon","gene",14853931,14858230,".","+",".","gene-LOC100857609","Name=LOC100857609","protein_coding","Dbxref=CGNC:65422,GeneID:100857609",666,1.11522,1.46838,1.12919,1.23759666666667,0.307541216161104
"NC_052544.1","BestRefSeq%2CGnomon","gene",14858855,14948925,".","-",".","gene-SLC25A48","Name=SLC25A48","protein_coding","Dbxref=CGNC:50218,GeneID:416308",921,5.23116,8.12435,7.80886,7.05479,2.8186031387449
"NC_052544.1","BestRefSeq","gene",14936550,14943837,".","+",".","gene-CXCL14","Name=CXCL14","protein_coding","Dbxref=CGNC:4774,GeneID:395451",297,0,1.26754,1.32066,0.862733333333333,-0.213013396582529
"NC_052544.1","BestRefSeq%2CGnomon","gene",15017402,15062768,".","+",".","gene-H2AFY","Name=H2AFY","protein_coding","Dbxref=CGNC:4787,GeneID:395858",1110.47,22.6065,14.6185,12.7455,16.6568333333333,4.05804224777956
"NC_052544.1","BestRefSeq%2CGnomon","gene",15208701,15223907,".","+",".","gene-PITX1","Name=PITX1","protein_coding","Dbxref=CGNC:4791,GeneID:374201",909,0,0,0.767647,0.255882333333333,-1.96644755084032
"NC_052544.1","BestRefSeq%2CGnomon","gene",15253395,15270757,".","-",".","gene-PCBD2","Name=PCBD2","protein_coding","Dbxref=CGNC:4793,GeneID:374030",216.957,120.243,111.546,170.109,133.966,7.06572308705918
"NC_052544.1","Gnomon","gene",15271874,15278257,".","-",".","gene-TXNDC15","Name=TXNDC15","protein_coding","Dbxref=CGNC:14464,GeneID:416310",1023,2.86078,2.61041,3.11448,2.86189,1.51696822150403
"NC_052544.1","Gnomon","gene",15277325,15287962,".","-",".","gene-C5orf24","Name=C5orf24","protein_coding","Dbxref=CGNC:4796,GeneID:416311",493.953,45.6408,25.7306,40.0204,37.1306,5.21453672303533
"NC_052544.1","BestRefSeq","gene",15291276,15311141,".","-",".","gene-DDX46","Name=DDX46","protein_coding","Dbxref=CGNC:4822,GeneID:416312",3132,7.1615,8.61937,8.98619,8.25568666666667,3.04538821627662
"NC_052544.1","BestRefSeq%2CGnomon","gene",15311617,15319506,".","-",".","gene-CAMLG","Name=CAMLG","protein_coding","Dbxref=CGNC:4829,GeneID:395808",756,6.01748,6.82409,8.87516,7.23891,2.85577247963152
"NC_052544.1","BestRefSeq","gene",15318159,15341365,".","-",".","gene-SEC24A","Name=SEC24A","protein_coding","Dbxref=CGNC:4833,GeneID:416313",3303,21.1743,16.3651,27.8982,21.8125333333333,4.44708543089953
"NC_052544.1","Gnomon","gene",15341388,15343184,".","-",".","gene-LOC121106711","Name=LOC121106711","protein_coding","Dbxref=CGNC:86592,GeneID:121106711",1236,0.707882,0.349985,0.536469,0.531445333333333,-0.912006797082201
"NC_052544.1","BestRefSeq%2CGnomon","gene",15341556,15353845,".","+",".","gene-SAR1B","Name=SAR1B","protein_coding","Dbxref=CGNC:66255,GeneID:416314",597,58.3241,52.0668,68.2122,59.5343666666667,5.8956508104747
"NC_052544.1","Gnomon","gene",15364274,15421541,".","-",".","gene-JADE2","Name=JADE2","protein_coding","Dbxref=CGNC:4840,GeneID:416315",2484.8,17.9607,14.0833,16.3352,16.1264,4.01135250722991
"NC_052544.1","Gnomon","gene",15461174,15487419,".","-",".","gene-UBE2B","Name=UBE2B","protein_coding","Dbxref=CGNC:65355,GeneID:100857678",459,24.7661,25.0237,21.8042,23.8646666666667,4.57680428035749
"NC_052544.1","BestRefSeq","gene",15487686,15503237,".","+",".","gene-PPP2CA","Name=PPP2CA","protein_coding","Dbxref=CGNC:4870,GeneID:416318",930,48.2621,39.6682,52.7863,46.9055333333333,5.55168621894312
"NC_052544.1","BestRefSeq%2CGnomon","gene",15511258,15520295,".","+",".","gene-SKP1","Name=SKP1","protein_coding","Dbxref=CGNC:4880,GeneID:416319",492,126.506,104.33,113.005,114.613666666667,6.84063527275828
"NC_052544.1","BestRefSeq%2CGnomon","gene",15521910,15580445,".","-",".","gene-TCF7","Name=TCF7","protein_coding","Dbxref=CGNC:49222,GeneID:395229",1230.35,4.26946,3.38308,4.25024,3.96759333333333,1.98826416129697
"NC_052544.1","BestRefSeq%2CGnomon","gene",15589702,15650724,".","+",".","gene-VDAC1","Name=VDAC1","protein_coding","Dbxref=CGNC:50221,GeneID:416320",852,49.5071,37.0283,53.6718,46.7357333333333,5.54645412640196
"NC_052544.1","BestRefSeq","gene",15651700,15657482,".","+",".","gene-C5orf15","Name=C5orf15","protein_coding","Dbxref=CGNC:4906,GeneID:416321",828,9.34471,13.9899,10.0259,11.12017,3.47510693836985
"NC_052544.1","BestRefSeq%2CGnomon","gene",15845754,16032315,".","+",".","gene-FSTL4","Name=FSTL4","protein_coding","Dbxref=CGNC:49196,GeneID:395163",2496,0.081995,0.162266,0,0.0814203333333333,-3.61846706191799
"NC_052544.1","Gnomon","gene",16078167,16184488,".","-",".","gene-RAPGEF6","Name=RAPGEF6","protein_coding","Dbxref=CGNC:71357,GeneID:101751943",4806.55,9.46355,7.87397,11.2107,9.51607333333333,3.25036638958868
"NC_052544.1","BestRefSeq%2CGnomon","gene",16191415,16251731,".","-",".","gene-FNIP1","Name=FNIP1","protein_coding","Dbxref=CGNC:53153,GeneID:427642",3396.91,7.05158,3.4584,4.61907,5.04301666666667,2.33428699326621
"NC_052544.1","Gnomon","gene",16252468,16264669,".","-",".","gene-MEIKIN","Name=MEIKIN","protein_coding","Dbxref=CGNC:56852,GeneID:771537",1203,0.365014,0,0.553284,0.306099333333333,-1.7079281921255
"NC_052544.1","Gnomon","gene",16265248,16302452,".","-",".","gene-ACSL6","Name=ACSL6","protein_coding","Dbxref=CGNC:50224,GeneID:416324",2147,0,0.293198,0,0.0977326666666667,-3.35501533320065
"NC_052544.1","BestRefSeq%2CGnomon","gene",16344620,16368673,".","-",".","gene-P4HA2","Name=P4HA2","protein_coding","Dbxref=CGNC:50226,GeneID:416326",1609.3,1.31756,1.90845,2.67814,1.96805,0.976766874048959
"NC_052544.1","BestRefSeq%2CGnomon","gene",16391320,16423877,".","+",".","gene-PDLIM4","Name=PDLIM4","protein_coding","Dbxref=CGNC:66207,GeneID:395643",993,1.13937,0.450494,1.61267,1.06751133333333,0.0942513864331219
"NC_052544.1","BestRefSeq","gene",16428983,16446490,".","+",".","gene-SLC22A4","Name=SLC22A4","protein_coding","Dbxref=CGNC:66256,GeneID:416327",1662,2.31534,1.53714,3.25299,2.36849,1.24396758073042
"NC_052544.1","BestRefSeq%2CGnomon","gene",16447726,16470723,".","+",".","gene-SLC22A5","Name=SLC22A5","protein_coding","Dbxref=CGNC:14432,GeneID:416328",1674,30.5068,32.1718,35.7639,32.8141666666667,5.03624689044058
"NC_052544.1","BestRefSeq%2CGnomon","gene",16493644,16499641,".","-",".","gene-IRF1","Name=IRF1","protein_coding","Dbxref=CGNC:5120,GeneID:396384",942,4.12272,2.15722,4.16871,3.48288333333333,1.80028214756132
"NC_052544.1","Gnomon","gene",16527602,16545440,".","+",".","gene-RAD50","Name=RAD50","protein_coding","Dbxref=CGNC:5128,GeneID:416329",3942,4.51613,3.96898,4.86852,4.45121,2.15419756612646
"NC_052544.1","BestRefSeq%2CGnomon","gene",16562896,16581888,".","-",".","gene-KIF3A","Name=KIF3A","protein_coding","Dbxref=CGNC:5179,GeneID:416332",2112,1.3724,1.93973,3.15269,2.15494,1.10764770091182
"NC_052544.1","Gnomon","gene",16582654,16590987,".","+",".","gene-CCNI2","Name=CCNI2","protein_coding","Dbxref=CGNC:56878,GeneID:771567",1104,1.00705,0.398251,1.83214,1.079147,0.109891400253163
"NC_052544.1","BestRefSeq%2CGnomon","gene",16593166,16625479,".","-",".","gene-SEPTIN8","Name=SEPTIN8","protein_coding","Dbxref=CGNC:5210,GeneID:416333",1280.94,9.0073,6.71088,11.7071,9.14176,3.19247194414925
"NC_052544.1","Gnomon","gene",16632896,16636185,".","+",".","gene-SOWAHA","Name=SOWAHA","protein_coding","Dbxref=CGNC:50228,GeneID:416334",1338,0.485397,0,0.163467,0.216288,-2.20897447036759
"NC_052544.1","Gnomon","gene",16642353,16669325,".","-",".","gene-SHROOM1","Name=SHROOM1","protein_coding","Dbxref=CGNC:50229,GeneID:416335",3942,25.8789,23.6537,34.0015,27.8447,4.79933084394736
"NC_052544.1","BestRefSeq","gene",16672354,16675091,".","+",".","gene-GDF9","Name=GDF9","protein_coding","Dbxref=CGNC:5353,GeneID:404533",1374,0.314095,0.155314,0.158658,0.209355666666667,-2.25597212660014
"NC_052544.1","Gnomon","gene",16676652,16677242,".","+",".","gene-UQCRQ","Name=UQCRQ","protein_coding","Dbxref=CGNC:5357,GeneID:416336",249,666.571,987.719,648.919,767.736333333333,9.58446711542886
"NC_052544.1","BestRefSeq","gene",16681046,16683112,".","+",".","gene-LEAP2","Name=LEAP2","protein_coding","Dbxref=CGNC:5360,GeneID:414338",231,464.009,302.59,463.187,409.928666666667,8.67922907218882
"NC_052544.1","Gnomon","gene",16683115,16732796,".","-",".","gene-AFF4","Name=AFF4","protein_coding","Dbxref=CGNC:5383,GeneID:416337",3427.04,3.99245,4.40436,5.78975,4.72885333333333,2.24149039691224
"NC_052544.1","Gnomon","gene",16735786,16745898,".","-",".","gene-ZCCHC10","Name=ZCCHC10","protein_coding","Dbxref=CGNC:5392,GeneID:416338",510,5.31924,2.09865,5.39468,4.27085666666667,2.09452548080396
"NC_052544.1","Gnomon","gene",16753154,16770121,".","+",".","gene-HSPA4","Name=HSPA4","protein_coding","Dbxref=CGNC:5498,GeneID:416339",2523,12.1595,10.8285,14.1558,12.3812666666667,3.63008701204361
"NC_052544.1","BestRefSeq%2CGnomon","gene",16770532,16777437,".","+",".","gene-RNF14","Name=RNF14","protein_coding","Dbxref=CGNC:5513,GeneID:416340",1413,5.17496,8.1286,6.61161,6.63839,2.73083338906339
"NC_052544.1","BestRefSeq","gene",16778709,16783728,".","-",".","gene-GNPDA1","Name=GNPDA1","protein_coding","Dbxref=CGNC:5528,GeneID:416341",867,7.49878,11.1153,11.9183,10.17746,3.34730564621888
"NC_052544.1","Gnomon","gene",16788205,16802407,".","+",".","gene-NDFIP1","Name=NDFIP1","protein_coding","Dbxref=CGNC:5537,GeneID:416342",642,151.243,184.742,165.009,166.998,7.38368701458567
"NC_052544.1","BestRefSeq%2CGnomon","gene",16814841,16828238,".","-",".","gene-SPRY4","Name=SPRY4","protein_coding","Dbxref=CGNC:5544,GeneID:427643",894,6.453,5.10177,5.22083,5.59186666666667,2.48332996127986
"NC_052544.1","BestRefSeq%2CGnomon","gene",16864396,16880265,".","-",".","gene-FGF1","Name=FGF1","protein_coding","Dbxref=CGNC:5548,GeneID:396094",466.5,0,0.598832,0,0.199610666666667,-2.3247392783408
"NC_052544.1","BestRefSeq%2CGnomon","gene",16891698,16992475,".","+",".","gene-ARHGAP26","Name=ARHGAP26","protein_coding","Dbxref=CGNC:49657,GeneID:396113",2283,2.16424,3.30124,3.5505,3.00532666666667,1.58752181448587
"NC_052544.1","BestRefSeq%2CGnomon","gene",16997653,17099929,".","-",".","gene-NR3C1","Name=NR3C1","protein_coding","Dbxref=CGNC:5586,GeneID:416343",2319,4.25669,3.94848,4.92399,4.37638666666667,2.12974021012276
"NC_052544.1","BestRefSeq","gene",17158540,17165659,".","-",".","gene-YIPF5","Name=YIPF5","protein_coding","Dbxref=CGNC:5590,GeneID:416344",765,31.8331,37.9224,32.2118,33.9891,5.08700025603946
"NC_052544.1","Gnomon","gene",17381400,17402172,".","+",".","gene-SH3RF2","Name=SH3RF2","protein_coding","Dbxref=CGNC:5596,GeneID:416346",1933.5,0,0,0.108972,0.036324,-4.7829331087755
"NC_052544.1","Gnomon","gene",17403877,17427552,".","-",".","gene-LARS","Name=LARS","protein_coding","Dbxref=CGNC:5654,GeneID:416347",3534,3.98004,5.82221,5.62336,5.14187,2.36229313550681
"NC_052544.1","Gnomon","gene",17428036,17451122,".","+",".","gene-RBM27","Name=RBM27","protein_coding","Dbxref=CGNC:5673,GeneID:416348",3021,2.61342,4.08156,3.38175,3.35891,1.74799313993288
"NC_052544.1","Gnomon","gene",17470270,17502909,".","+",".","gene-TCERG1","Name=TCERG1","protein_coding","Dbxref=CGNC:5680,GeneID:416349",2984.59,10.3843,10.8564,10.2481,10.4962666666667,3.3918043733278
"NC_052544.1","Gnomon","gene",17503711,17573295,".","-",".","gene-PPP2R2B","Name=PPP2R2B","protein_coding","Dbxref=CGNC:5710,GeneID:416350",1380,5.3136,4.32762,5.9996,5.21360666666667,2.38228174484998
"NC_052544.1","BestRefSeq","gene",17580582,17602575,".","+",".","gene-STK32A","Name=STK32A","protein_coding","Dbxref=CGNC:50230,GeneID:416351",1188,0.37028,0.36612,0,0.245466666666667,-2.0264009689207
"NC_052544.1","BestRefSeq%2CGnomon","gene",17603716,17634259,".","-",".","gene-DPYSL3","Name=DPYSL3","protein_coding","Dbxref=CGNC:5722,GeneID:395154",1770.63,6.05138,6.58628,6.22408,6.28724666666667,2.65242836527891
"NC_052544.1","Gnomon","gene",17643044,17693211,".","-",".","gene-JAKMIP2","Name=JAKMIP2","protein_coding","Dbxref=CGNC:5729,GeneID:416352",2418,0.084813,0.503516,0.342476,0.310268333333333,-1.68841163512758
"NC_052544.1","Gnomon","gene",17692886,17703281,".","-",".","gene-CDC23","Name=CDC23","protein_coding","Dbxref=CGNC:5743,GeneID:771857",1761,7.99732,7.55689,6.62972,7.39464333333333,2.88648056332969
"NC_052544.1","Gnomon","gene",17724337,17737021,".","-",".","gene-GFRA3","Name=GFRA3","protein_coding","Dbxref=CGNC:5752,GeneID:416353",1608,59.7386,81.9166,73.122,71.5924,6.16173453902123
"NC_052544.1","BestRefSeq%2CGnomon","gene",17736571,17760060,".","+",".","gene-CTBPL","Name=CTBPL","protein_coding","Dbxref=GeneID:416354",1326.06,24.1889,32.7332,28.9726,28.6315666666667,4.8395347090036
"NC_052544.1","Gnomon","gene",17746993,17762595,".","-",".","gene-LOC121106705","Name=LOC121106705","protein_coding","Dbxref=CGNC:86586,GeneID:121106705",702,0.347582,0.343294,1.05555,0.582142,-0.78055698692901
"NC_052544.1","Gnomon","gene",17762931,17808838,".","+",".","gene-KDM3B","Name=KDM3B","protein_coding","Dbxref=CGNC:66092,GeneID:100859412",5217,4.86134,4.96205,6.51464,5.44601,2.44519963147043
"NC_052544.1","Gnomon","gene",17813234,17833579,".","+",".","gene-REEP2","Name=REEP2","protein_coding","Dbxref=CGNC:13044,GeneID:771891",822.592,1.99811,1.2198,1.08348,1.43379666666667,0.519840443292829
"NC_052544.1","BestRefSeq","gene",17853197,17856289,".","+",".","gene-EGR1","Name=EGR1","protein_coding","Dbxref=CGNC:48962,GeneID:373931",1533,4.17046,1.78748,1.68498,2.54764,1.34916142872907
"NC_052544.1","Gnomon","gene",17862335,17870649,".","+",".","gene-LOC124417176","Name=LOC124417176","protein_coding","Dbxref=GeneID:124417176",399,1.53433,1.5109,3.11987,2.05503333333333,1.03916179509658
"NC_052545.1","Gnomon","gene",55501,82345,".","+",".","gene-PDXDC1","Name=PDXDC1","protein_coding","Dbxref=CGNC:50246,GeneID:416413",2280.98,6.67939,5.81403,8.02557,6.83966333333333,2.77392531351992
"NC_052545.1","Gnomon","gene",82598,90025,".","-",".","gene-NTAN1","Name=NTAN1","protein_coding","Dbxref=CGNC:2042,GeneID:768445",933,7.35882,8.72766,9.1774,8.42129333333333,3.07404181788769
"NC_052545.1","BestRefSeq%2CGnomon","gene",90952,105167,".","-",".","gene-RRN3","Name=RRN3","protein_coding","Dbxref=CGNC:50247,GeneID:416414",1860,4.83577,3.89386,4.31531,4.34831333333333,2.12045590268328
"NC_052545.1","Gnomon","gene",106582,111493,".","-",".","gene-LOC112533469","Name=LOC112533469","protein_coding","Dbxref=CGNC:86108,GeneID:112533469",408,3.70304,5.83554,6.77487,5.43781666666667,2.44302751242383
